NC_c,NC_1,NC_3,NC_5,UN_c,UN_1,UN_3,UN_5,pop_c,pop_1,pop_3,pop_5,lat,lng
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,60.5009348847715,109.49999999999999
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,175,0.0,0.0,0.0,60.5009348847715,112.5
0.9995961607785949,0.9995904730600199,0.999592373407275,0.9995891683097435,160.80221557617188,169.7512969970703,166.7178497314453,171.96707153320312,409,204.0,307.0,287.0,60.5009348847715,113.5
0.9966593321041125,0.9966071776782394,0.9966249889632622,0.9965868855558897,1145.232421875,1207.209228515625,1184.966796875,1225.916259765625,296,149.0,224.0,216.0,60.5009348847715,114.50000000000001
0.9808688719474297,0.9808007296971087,0.980742118968753,0.9807431554144632,1168.086669921875,1187.3636474609375,1200.641845703125,1198.9027099609375,51,32.0,51.0,38.0,60.5009348847715,131.5
0.8137489838090212,0.8845748287457321,0.8845897763989521,0.8845512112583237,305052.4375,156380.359375,156680.515625,156964.0,436,415.0,298.0,515.0,59.50095392009791,-136.5
0.7604949494306117,0.7947324449236003,0.7955711340517003,0.7946803976503223,601635.25,363563.8125,362758.84375,364793.75,1749,1534.0,1133.0,1901.0,59.50095392009791,-135.50000000000003
0.8761089879521335,0.8540538646165091,0.853986691008873,0.8539399403220777,23014.677734375,18487.759765625,18526.80859375,18544.19140625,1,0.0,0.0,1.0,59.50095392009791,-134.49999999999997
0.833920933271798,0.8322099685790926,0.8323318976350872,0.832095706323637,275829.84375,289258.5625,283432.46875,293296.4375,41,49.0,32.0,67.0,59.50095392009791,-107.5
0.8274548865447219,0.8273067930416742,0.8273659906808126,0.8270990833128681,328512.4375,332659.59375,326620.71875,341900.0,1482,1715.0,1106.0,2287.0,59.50095392009791,-106.49999999999999
0.8480617028478205,0.8480282538248738,0.8481046916853281,0.847871885704248,312483.5,314906.03125,308470.625,324765.0,1928,2271.0,1453.0,3036.0,59.50095392009791,-105.5
0.8860151804028815,0.9004399342737736,0.9004372849412339,0.9004518108001414,33985.703125,37282.2578125,37299.59375,37257.7265625,9,11.0,6.0,14.0,59.50095392009791,-69.5
0.8866890341180077,0.8890915827124988,0.8875415942801507,0.889342214238931,2410.15478515625,2738.91845703125,3027.00732421875,2682.113037109375,71,45.0,35.0,49.0,59.50095392009791,14.499999999999998
0.9132209012091297,0.9127491728060031,0.9080990714182586,0.9138175273462488,679.8759765625,690.2041015625,767.6873168945312,674.685546875,3,2.0,3.0,2.0,59.50095392009791,15.499999999999996
0.903095840112021,0.9030421442931104,0.9034420660468282,0.9034524862699881,13897.080078125,16267.5693359375,14321.7880859375,14265.884765625,511,308.0,391.0,364.0,59.50095392009791,23.499999999999996
0.9004879713623918,0.8935898718188128,0.8971441148771389,0.8970477909540561,127618.15625,186049.96875,137037.75,137230.25,50188,11756.0,38305.0,10888.0,59.50095392009791,24.500000000000007
0.8935261183264799,0.8920015483745233,0.8949890685795313,0.89332422536861,180606.734375,211131.9375,184549.78125,184879.625,40109,16315.0,30603.0,14403.0,59.50095392009791,25.5
0.874991501443474,0.8551775042908479,0.8728370151777095,0.872561624572216,201334.640625,608919.0,210264.265625,208900.21875,31708,16738.0,24187.0,18339.0,59.50095392009791,26.5
0.8689672553919671,0.8393915808291301,0.8688985182897289,0.8698987537754572,167937.609375,384973.5625,174134.953125,170834.125,15009,8188.0,11927.0,9238.0,59.50095392009791,27.499999999999996
0.8878323941067758,0.8940898933683771,0.8981591426487028,0.8999279370513732,270996.375,283948.09375,237452.703125,218842.265625,118675,59616.0,98294.0,64607.0,59.50095392009791,28.5
0.8717417052052036,0.8662063496537409,0.8703445997025705,0.8720553736447835,263294.0625,358388.46875,274324.3125,246612.515625,112297,39328.0,94406.0,42473.0,59.50095392009791,29.5
0.843023525420554,0.8388237957087629,0.8421497310538866,0.843410517858068,193587.234375,236625.96875,201945.03125,191550.765625,172849,39907.0,144872.0,42638.0,59.50095392009791,30.499999999999986
0.9102852978168244,0.9061107061184892,0.9077837374256745,0.9080864379309428,40226.33984375,48008.0546875,42796.69140625,41902.140625,12682,7644.0,10658.0,8329.0,59.50095392009791,31.499999999999993
0.8459320324697881,0.8458449787505489,0.8454997012122247,0.8458742867061555,82969.25,83554.1796875,84835.1484375,83910.09375,3792,2262.0,3176.0,2455.0,59.50095392009791,32.5
0.8244207186929525,0.8240669708440961,0.8242152320139862,0.8244344952387258,504274.40625,528040.6875,526268.4375,517106.6875,29194,17621.0,24402.0,19120.0,59.50095392009791,33.50000000000001
0.814571541228265,0.814435706547057,0.8144407974683742,0.8144153543295141,728336.5625,779741.625,774567.625,764556.3125,41214,24973.0,34359.0,27071.0,59.50095392009791,34.49999999999999
0.8224326872090968,0.8218592536293032,0.8218665931410745,0.8218579043814003,659279.6875,707892.625,700414.1875,691291.625,24553,14853.0,20652.0,16347.0,59.50095392009791,35.499999999999986
0.8455866115878814,0.8440923525988336,0.8441392482912358,0.8440808172235761,533010.8125,571008.5625,567997.6875,555282.9375,33163,20003.0,27917.0,21725.0,59.50095392009791,36.49999999999999
0.8632484865540104,0.8618620782593986,0.8622679732302364,0.8637729446332314,418401.375,453843.75,440417.09375,407568.90625,81527,47413.0,68436.0,51753.0,59.50095392009791,37.49999999999999
0.8352926300087341,0.8339567566292105,0.8345084966239247,0.8353221608161953,174318.765625,202311.03125,185107.625,165460.625,18694,11251.0,15704.0,12292.0,59.50095392009791,38.49999999999999
0.8916763668863366,0.8888032498689782,0.889701725438813,0.8909366641456068,16682.357421875,17792.625,17446.267578125,16966.38671875,363,224.0,296.0,242.0,59.50095392009791,40.49999999999999
0.8972965577736838,0.8968486962208506,0.8964387184517503,0.8965208477588272,16570.91796875,16783.345703125,16966.4609375,16933.96875,675,408.0,561.0,445.0,59.50095392009791,41.50000000000001
0.8608551587550417,0.8600784448144927,0.860361618523502,0.8605757952669765,54088.921875,55746.015625,55508.578125,55255.55078125,1561,958.0,1314.0,1037.0,59.50095392009792,42.5
0.8465159501346519,0.8466232612718968,0.8466279011537333,0.8466000337053361,273822.375,281211.6875,281382.875,282061.0625,6161,3873.0,5190.0,4203.0,59.50095392009791,43.499999999999986
0.8266691618968347,0.8267337090831848,0.8266368733640638,0.8265572883747385,359422.8125,367260.125,367689.0625,367301.625,10360,6369.0,8661.0,6937.0,59.50095392009791,44.5
0.9303767727627585,0.9302703606223228,0.9297476907076325,0.9295381675286329,8101.61328125,8123.71435546875,8242.939453125,8290.671875,334,203.0,279.0,221.0,59.50095392009791,45.49999999999999
0.8292040259403783,0.8293092612470111,0.829269475628428,0.8292373747888133,291046.84375,295460.71875,297783.65625,301337.3125,9860,5978.0,8360.0,6525.0,59.50095392009791,46.49999999999999
0.8321259184928886,0.8326609063213749,0.8325948299773083,0.8325882155560185,519869.9375,530664.5625,536555.5,543075.5,14904,8927.0,12723.0,9987.0,59.50095392009791,47.5
0.8336564202506863,0.8337462972869232,0.8336798046736605,0.8333857052772032,325067.875,333400.3125,337883.34375,341831.09375,11588,6943.0,9802.0,7703.0,59.50095392009791,48.50000000000001
0.818014352465947,0.8178938126437989,0.8179498386821131,0.8179308996843474,427611.8125,451667.6875,439416.75,444209.6875,13529,8147.0,11500.0,8966.0,59.50095392009791,49.500000000000014
0.8533626426911343,0.8540045500153141,0.8534295291803192,0.8533320603007523,507446.75,531967.125,533745.75,536693.375,12728,7589.0,10636.0,8389.0,59.50095392009791,50.5
0.850052497969964,0.8502578571251849,0.8496526090736304,0.8494737999338057,534547.8125,562867.6875,565348.4375,567705.6875,15407,9228.0,12857.0,10071.0,59.50095392009791,51.50000000000001
0.8417591727930143,0.8418660851551423,0.8418637248452996,0.8419243363166793,562836.75,591288.5625,596261.5625,598826.0625,26702,16164.0,22474.0,17564.0,59.50095392009791,52.49999999999999
0.8621372688024975,0.860307169490499,0.8605215755784984,0.8606296839943671,503279.6875,538608.6875,539475.3125,543462.875,25778,15639.0,21591.0,16860.0,59.50095392009791,53.5
0.914482428583598,0.9143780459293147,0.9145349021416421,0.9145595672106204,308447.40625,323742.6875,325043.125,329844.09375,24681,14992.0,20701.0,16143.0,59.50095392009791,54.500000000000014
0.8869563875672918,0.8862496691044709,0.8862992502502893,0.8862355855261739,383258.9375,406179.9375,409247.03125,416608.8125,24171,14666.0,20370.0,15889.0,59.50095392009791,55.500000000000014
0.8307197799946812,0.824830423696355,0.8267968257069961,0.8271163503840594,601207.25,654007.875,645719.75,652574.1875,27133,16294.0,22753.0,17646.0,59.50095392009791,56.500000000000014
0.8377290619533541,0.8330797379877688,0.8330957680888795,0.8331188813206841,567606.5,607491.3125,615663.5625,624550.0,57086,25939.0,38472.0,28300.0,59.50095392009789,57.49999999999999
0.8220216034141296,0.8220282302923009,0.8219616634011421,0.8219909404597062,727577.6875,745368.0625,763742.625,772561.1875,85752,24272.0,71985.0,25927.0,59.50095392009791,58.5
0.8247657962536371,0.8247464221774793,0.8246843896834801,0.8247180707319559,761876.875,777591.625,802288.5,813431.375,47749,18461.0,40325.0,20011.0,59.50095392009791,59.5
0.8619455067933316,0.8616625674046354,0.8612752952190696,0.8610286900567783,97026.40625,99275.6796875,102019.890625,104199.515625,3890,2157.0,3320.0,2359.0,59.50095392009791,60.5
0.9202779657855428,0.9208460551490569,0.9195149733621825,0.9195517525906954,16574.943359375,16320.7568359375,16995.4609375,16973.73046875,325,196.0,274.0,215.0,59.50095392009791,62.49999999999999
0.9997502500916896,0.9997542525793959,0.9997445670078786,0.9997465284221698,24.230466842651367,23.835721969604492,24.79132843017578,24.59770965576172,1,0.0,0.0,0.0,59.50095392009791,63.49999999999999
0.8904669661812112,0.8853041949623962,0.8843934647691817,0.8856191441446936,20512.06640625,22867.25390625,23319.5,22713.859375,91,56.0,83.0,62.0,59.50095392009791,74.50000000000001
0.8174496819313184,0.8170089189647879,0.8169263859213425,0.8170426079594468,347387.6875,381286.78125,387159.59375,377309.1875,1102,720.0,1072.0,738.0,59.50095392009791,75.5
0.8249886681513859,0.8237425771757476,0.8237375114135536,0.8237707037529557,581281.0625,644930.625,651126.5,633823.6875,1900,1239.0,1859.0,1285.0,59.50095392009791,76.5
0.8330985319291272,0.8306259603464702,0.8306113034781862,0.8306845718336917,527354.1875,579064.5625,582520.0625,567799.5,1671,1039.0,1666.0,1251.0,59.50095392009791,77.5
0.8400931554377107,0.834680925643512,0.8346660263721386,0.8347334236634804,391156.6875,440741.4375,443183.875,434404.1875,1317,829.0,1297.0,941.0,59.50095392009791,78.49999999999999
0.8489594748304227,0.8432217394680845,0.8432000072872182,0.8432385128881228,272216.5625,307613.46875,310922.46875,306086.71875,991,615.0,976.0,732.0,59.50095392009791,79.49999999999997
0.8410743354790907,0.7894565268533367,0.7893935336997313,0.7893810374678699,296642.9375,434057.6875,440863.9375,435777.53125,1125,731.0,1029.0,743.0,59.50095392009791,80.50000000000001
0.8240645935029332,0.8135422438949406,0.8134932185124016,0.813492892083302,380170.375,445165.46875,452386.0,450067.15625,1308,849.0,1241.0,871.0,59.50095392009791,81.5
0.8237137299003822,0.8202379726270127,0.8201916871538217,0.8201995425674224,445145.0,491323.28125,498933.5,499565.1875,1719,1013.0,1519.0,1202.0,59.50095392009792,82.49999999999999
0.809427931717584,0.8090067962003157,0.8089647709200234,0.808951368823589,654642.6875,707442.3125,717772.75,722084.875,4705,2655.0,3802.0,3298.0,59.50095392009791,83.49999999999999
0.8121466297514939,0.8114585348532287,0.8113869977044004,0.8113679512002059,656249.6875,722651.4375,732502.3125,739340.25,3069,1828.0,2864.0,2283.0,59.50095392009791,84.5
0.8129505978343016,0.8125017531560519,0.812420051286765,0.8123887015924586,616593.25,663417.875,674474.5625,679821.5,2572,1546.0,2551.0,2036.0,59.50095392009791,85.5
0.8126750088840964,0.8120914864004798,0.8120076786596842,0.8119840056502755,659183.25,723571.75,738304.6875,742843.25,2718,1638.0,2657.0,2104.0,59.50095392009791,86.5
0.8224348900576642,0.8206479030104307,0.8204775943980451,0.8204526166223759,420323.25,464386.96875,475600.40625,477118.9375,1777,1065.0,1743.0,1383.0,59.50095392009791,87.49999999999999
0.8587505630353534,0.856951354581177,0.8570628626692457,0.8572255891343389,488650.34375,525373.9375,535764.125,532084.5,1846,1189.0,1816.0,1289.0,59.50095392009792,88.50000000000001
0.8363353533687496,0.8360585294385017,0.835969247073974,0.8360221333279105,602314.5,625337.8125,638907.0,632997.9375,1724,1149.0,1722.0,1149.0,59.50095392009791,89.5
0.8465514470963258,0.8461681952555877,0.8461068488393373,0.8461527705179676,596378.875,607005.6875,624596.9375,617500.625,1869,1245.0,1868.0,1249.0,59.50095392009791,90.5
0.8517889977897981,0.8514677521050203,0.8512669514583531,0.8512774006562572,598925.625,605602.625,627816.625,621285.3125,1806,1200.0,1804.0,1202.0,59.50095392009792,91.5
0.8773894397910982,0.8774158230721024,0.8771976722558908,0.8772173110135918,468322.4375,473610.25,490896.65625,486277.15625,1526,1017.0,1526.0,1017.0,59.50095392009791,92.49999999999997
0.8996835367936443,0.8997076146954763,0.8995180772167853,0.8995496649784506,424817.5,430161.5625,445604.21875,441585.75,1800,1196.0,1789.0,1201.0,59.50095392009791,93.49999999999999
0.8658391624690491,0.8658061831192982,0.8657597773652252,0.8657485114689916,538199.75,544059.375,560935.1875,556329.375,3349,2074.0,3011.0,2239.0,59.50095392009791,94.5
0.8315389177499006,0.8315129648861077,0.8314968319052821,0.8314935065214211,478583.53125,482018.15625,495102.875,489977.03125,3639,2310.0,3147.0,2431.0,59.50095392009791,95.5
0.8433638685912256,0.8433445757297889,0.8432609402251466,0.8432965466856661,240986.0,242039.5625,247138.3125,244601.671875,2779,1841.0,2459.0,1856.0,59.50095392009791,96.5
0.8408423190104349,0.8407986553029223,0.8407994668296964,0.840810190167452,297401.84375,300052.625,303369.75,300467.78125,3998,2655.0,3551.0,2673.0,59.50095392009791,97.5
0.8276634623253363,0.8276485200724198,0.8276295610683694,0.8276457384471111,354054.96875,358102.46875,360681.4375,358527.5,4467,2966.0,3955.0,2981.0,59.50095392009791,98.50000000000001
0.8518517429098661,0.8517669416713023,0.8517886179084243,0.8518514306811416,398206.21875,406039.4375,406252.4375,404680.1875,6023,3950.0,5325.0,4129.0,59.50095392009791,99.5
0.8452905247209278,0.845239405857857,0.8452765174186333,0.8452542272686285,316746.6875,322616.875,322879.59375,322631.9375,3508,2193.0,3067.0,2623.0,59.50095392009791,100.5
0.8137575469250894,0.8136911266910172,0.8137011727130352,0.8136960664707963,339953.84375,348165.3125,347350.4375,348409.6875,3036,1895.0,2653.0,2272.0,59.50095392009791,101.5
0.8297785253780331,0.8294535195041408,0.8294915108543922,0.8294816279987977,226899.90625,233267.890625,233073.0625,233430.1875,1555,976.0,1344.0,1136.0,59.50095392009791,102.49999999999997
0.8583489933542786,0.8575448550292674,0.8574060251856408,0.8572063497476895,75981.28125,77935.625,78279.609375,78767.0390625,242,157.0,205.0,166.0,59.50095392009791,103.49999999999999
0.8202693699831084,0.8200439718413043,0.8201257296432581,0.8200548189418884,355569.6875,365999.96875,362031.4375,365288.875,2101,1059.0,1589.0,1565.0,59.50095392009791,109.49999999999999
0.8278586939848547,0.8276484474743201,0.8277147098130772,0.8276851921355719,427285.75,445926.59375,438723.15625,442470.4375,3037,1537.0,2306.0,2267.0,59.50095392009791,110.5
0.8663840526102397,0.8661344601046397,0.8662378141929717,0.8662167424590163,356080.6875,373824.40625,367996.59375,373648.34375,2837,1455.0,2178.0,2104.0,59.50095392009791,111.5
0.9187092279263248,0.918516745396464,0.9185739714859001,0.9185825810256304,243491.0625,256388.8125,253104.015625,259206.703125,3110,1605.0,2397.0,2218.0,59.50095392009791,112.5
0.9258499824800043,0.9255238844832157,0.9255349552194715,0.9254865407259074,164954.203125,174687.84375,172294.0,177381.078125,2508,1275.0,1910.0,1794.0,59.50095392009791,113.5
0.970860018951816,0.9700520823044617,0.970277225901973,0.9698817838816557,12190.146484375,13028.275390625,12780.923828125,13219.4384765625,285,147.0,232.0,220.0,59.50095392009791,114.50000000000001
0.9305855611050504,0.9297422966543533,0.9296218286347427,0.9287049809995678,29304.90625,30166.91015625,30278.400390625,31277.6328125,2,1.0,2.0,2.0,59.50095392009791,122.49999999999999
0.9411828787486022,0.9403482140672407,0.939548403207735,0.9394876731764505,12149.5595703125,12417.78125,12682.59765625,12703.0625,53,26.0,53.0,53.0,59.50095392009791,123.5
0.9156093610498071,0.9156956010158142,0.9149920284286649,0.9150567452040251,34902.34375,34794.375,35849.00390625,35764.0859375,197,98.0,197.0,196.0,59.50095392009791,124.5
0.9315432397381531,0.9315181365805921,0.931400814381441,0.9314000421123211,83137.3125,82522.46875,85252.8984375,85276.890625,824,412.0,824.0,758.0,59.50095392009791,125.49999999999997
0.8867889268101741,0.8868384580957799,0.8866744140190912,0.8866060274441746,75668.03125,75174.71875,76834.796875,77312.265625,458,229.0,458.0,451.0,59.50095392009791,126.49999999999999
0.8556441230399353,0.8557064974732649,0.855606448571649,0.8555460482165076,124559.21875,123411.1484375,125262.28125,126178.296875,641,320.0,641.0,641.0,59.50095392009791,127.5
0.8356011553482038,0.8355861955163871,0.8355558478281415,0.8355265052234423,187279.9375,187068.9375,188132.640625,189212.734375,921,460.0,921.0,921.0,59.50095392009791,128.5
0.8363111812676552,0.8362583286982188,0.8362687158012022,0.8362723490408267,274085.46875,275103.9375,274941.03125,275299.53125,1498,751.0,1494.0,1488.0,59.50095392009791,129.49999999999997
0.8323664591657041,0.8323296956460237,0.8323135689125227,0.8323194254757481,292371.0625,295142.15625,295738.9375,296380.78125,1616,815.0,1608.0,1593.0,59.50095392009791,130.50000000000003
0.8409433220477937,0.8408801915587564,0.8408274091649911,0.8408433870957549,337970.46875,342920.53125,345582.875,346276.84375,1611,815.0,1578.0,1551.0,59.50095392009791,131.5
0.9005334468216385,0.9003194538486496,0.9002271840676317,0.9002097012877929,134447.0625,136947.9375,138046.765625,138987.890625,101,57.0,84.0,79.0,59.50095392009791,132.5
0.8515224538930745,0.8990366843400998,0.8990287793158089,0.899018919329961,90531.8359375,47788.66015625,47830.79296875,47868.46875,1,1.0,0.0,1.0,58.500971793251786,-135.50000000000003
0.8744401341151692,0.8402350425740887,0.8402136399399437,0.840149620449661,118655.1640625,129909.140625,130077.2421875,130237.6171875,537,481.0,355.0,594.0,58.500971793251786,-134.49999999999997
0.8339661520547513,0.859676295064046,0.859714193681716,0.8596448800456432,637093.625,384120.53125,384723.96875,385057.21875,17,15.0,11.0,18.0,58.500971793251786,-133.5
0.8774337922851783,0.8763436207881588,0.8761172850693644,0.8760692921529722,187827.71875,197068.265625,199251.84375,200015.828125,72,78.0,51.0,103.0,58.500971793251786,-130.50000000000003
0.7950312566626698,0.8838373631326113,0.8838423040481037,0.8842738955660356,51523.28125,28078.83984375,28076.119140625,27811.01171875,2,2.0,2.0,4.0,58.500971793251786,-118.49999999999997
0.6466268791607986,0.7610905932980888,0.7544176090044297,0.7626417635088916,628137.375,408186.875,452434.78125,398866.15625,5796,779.0,801.0,1207.0,58.500971793251786,-117.5
0.6904424962634969,0.7437953865973886,0.740926831202983,0.7439657413600649,2038860.875,1700238.25,1998842.375,1643684.125,3470,3659.0,3268.0,6613.0,58.500971793251786,-116.5
0.7547224430322275,0.8330224452217718,0.8322236597952066,0.8330947083490953,845448.4375,584497.5,624290.8125,571039.375,2021,2363.0,1663.0,3489.0,58.500971793251786,-115.50000000000003
0.8286702599297235,0.8334218743042149,0.8333899296624132,0.8334328123551936,408867.03125,397458.53125,396405.34375,392261.9375,2971,3559.0,2268.0,4784.0,58.500971793251786,-114.49999999999999
0.8234246949923645,0.8212688209882711,0.8212651895245607,0.8210613483456716,266289.15625,308543.1875,308460.3125,313735.53125,1530,1777.0,1133.0,2355.0,58.500971793251786,-110.5
0.8480047390687048,0.8476293411865321,0.8476553973820663,0.8470715011180687,358445.75,357753.8125,355088.875,368636.9375,632,657.0,582.0,724.0,58.500971793251786,-103.49999999999999
0.8629475212489278,0.8622820899261975,0.8623215546533429,0.8624059552212162,348916.9375,361674.5,360790.875,363417.3125,1505,1105.0,940.0,1390.0,58.500971793251786,-101.5
0.8717210137385226,0.8710464887217527,0.8710405936020635,0.8711299825309626,349709.875,360690.03125,361124.1875,356828.0625,843,792.0,548.0,1011.0,58.500971793251786,-98.50000000000001
0.82224509860562,0.9040750251337394,0.9040567351798771,0.9040649315605901,108648.40625,73171.03125,73128.921875,73239.78125,1402,1568.0,1019.0,2073.0,58.500971793251786,-78.49999999999999
0.9008227159560901,0.8969014559375358,0.8968658889607722,0.8967048255571503,187810.25,241458.15625,242312.046875,242313.203125,68,82.0,52.0,112.0,58.500971793251786,-69.49999999999999
0.9069546921756596,0.9045039207839396,0.90451845157241,0.9045441093619194,119150.84375,151706.71875,151822.453125,152022.359375,192,218.0,140.0,291.0,58.500971793251786,-68.5
0.9016986536393541,0.8930043990096939,0.8931549385749431,0.8931015749310465,114814.203125,142211.53125,145050.625,144046.84375,2151,1275.0,1535.0,1557.0,58.500971793251786,-4.500000000000001
0.8964144071143769,0.8395170835196007,0.8364907273775903,0.837251591363165,106446.9765625,162330.125,188706.5625,178873.09375,18823,4984.0,9630.0,6143.0,58.5009717932518,-3.5000000000000013
0.8506714220423945,0.8918167642299911,0.8916094997735388,0.8915664593502028,241212.28125,184235.671875,208382.28125,179659.96875,902,0.0,0.0,0.0,58.500971793251786,12.499999999999998
