fid,country,region,UN_c,UN_1,UN_3,UN_5,NC_c,NC_1,NC_3,NC_5,pop_c,pop_1,pop_3,pop_5
31240,Malaysia,South Asia,109.139092915554,252.26225036752,912.691851086051,7453.12507322145,0.827116092046102,0.959290285905202,0.931775410970052,0.731678128242493,0,0,0,0
31241,Malaysia,South Asia,2754.6239525394,5765.65830691863,7969.41366195306,28723.4198017828,0.83345498641332,0.87204639116923,0.887603402137756,0.802566965421041,7553556,11442811,12253864,11517152
31242,Malaysia,South Asia,0.232681697764704,3408.77704147988,10859.1769506519,76532.62387855,0.999959468841553,0.959107398986816,0.914083957672119,0.684291462103526,704837.875,0,0,0
31243,Malaysia,South Asia,132.77076288191,1293.66959849703,1932.39448800266,11052.0817092556,0.982263823350271,0.953436275323232,0.949261128902435,0.854124029477437,0,0,0,0
31248,Indonesia,South Asia,21.4410000116382,20.9106092820054,302.025048638339,301.008566810425,0.977709213892619,0.977439006169637,0.851957817872365,0.851046085357666,0,0,0,0
31253,Malaysia,South Asia,52.6396237638951,1505.49036888144,2436.90550685929,8332.1096820352,0.981755455334981,0.8984734416008,0.881231645743052,0.776976664861043,195256.203125,0,0,0
31254,Malaysia,South Asia,0.0,527.571121822483,1144.15412711048,3207.40980693173,0.999999980131785,0.833920200665792,0.773729205131531,0.645681420962016,27540.234375,,,
31255,Malaysia,South Asia,0.0,1.48518586048805,1.79837160601129,4.99311859995521,1.00000003973643,0.98646467924118,0.991547465324402,0.986955364545186,29238.66015625,,,
31256,Indonesia,South Asia,65.0593128683001,65.9639547381669,500.13346611282,497.890949765289,0.956271111965179,0.955545862515768,0.832579334576925,0.833158473173777,48468.13671875,45468.1796875,64866.9375,0
31257,Indonesia,South Asia,91.1633959696019,59.9622940596885,474.92677698226,460.093311829119,0.892791708310445,0.922963043053945,0.687129477659861,0.692798535029093,290738.46875,370263.78125,352506.53125,368181.21875
31421,Colombia,South America,15.3465758049022,5.34829170721966,118.877319519442,20.6252690147349,0.798211594422658,0.929242034753164,0.627320508162181,0.754180053869883,204608.28125,236185.96875,345698.46875,234280.015625
31422,Colombia,South America,677.036554359599,633.343208670712,775.195865459681,682.236674231982,0.0420798820753892,0.0980611890554428,0.0822168538967769,0.0436606456836065,304718.65625,310763.0625,467978.5625,308508.6875
31423,Colombia,South America,2654.4530156005,2262.85137218823,4016.86217675284,2810.47696446445,0.0490304877360662,0.186283677816391,0.0373281612992287,0.0403159682949384,898593.375,1066406.875,1446219.75,1056843.875
31424,Colombia,South America,1957.10645780212,1925.95913590594,4000.96431393814,2286.63967566303,0.044598122437795,0.0518089284499486,0.0365677947799365,0.0426410883665085,516143.28125,586957.4375,829263.75,582278.9375
31425,Colombia,South America,1020.78452362035,984.179186673771,3153.01897588964,1360.86834909597,0.0372552822033564,0.0715133522947629,0.053779015938441,0.0333911155660947,0,0,0,0
31426,Colombia,South America,453.033008840331,431.276454488813,2499.36996192261,639.115942024681,0.144309803843498,0.184475878874461,0.1561072965463,0.135604078571002,37027.09375,34627.734375,0,34539.0703125
31427,Colombia,South America,20496.6562305093,17277.7269638225,54381.1634802827,23960.7921744794,0.138847467799981,0.296938265363375,0.14524319767952,0.124634087085724,0,0,0,0
31428,Colombia,South America,8.07585933901538,0.358094963329012,346.482464428798,31.608733103025,0.654810766379038,0.975311875343323,0.365451067686081,0.47220300634702,32412.04296875,39179.67578125,57337.921875,39172.0546875
31438,Brazil,South America,0.0,1.30435040609546e-05,0.000259070834158901,0.368650514915282,0.999999980131785,0.999994993209839,0.999898970127106,0.993365446726481,23698.671875,,,
31439,Brazil,South America,0.0,0.0,0.0,1.16255964315925,1.0,1.00000011920929,0.999999980131785,0.988221526145935,22495.921875,,,
31440,Brazil,South America,0.0,0.0,0.0,0.0,0.666666626930237,0.666666626930237,0.666666666666667,0.666666706403097,6803.2021484375,,,
31449,Brazil,South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16242.3505859375,,,
31509,Equatorial Guinea,Africa,0.0,0.0,15.7595405941662,6.2785148431936,1.00000003973643,1.00000003973643,0.792820632457733,0.916973471641541,107540.03125,,,
31510,Equatorial Guinea,Africa,0.0,0.0,514.447796196172,275.555070579541,1.0,1.0,0.69891889890035,0.838782866795858,288759.5,,,
31511,Gabon,Africa,15.7136567520266,0.378394155488689,836.307497794374,341.40143117993,0.971288979053497,0.999148348967234,0.771427631378174,0.906450788180033,254051.3125,436889.25,0,0
31512,Gabon,Africa,0.0,0.0,1.66979830245775,0.0,1.0,1.0,0.290332689881325,1.0,71250.5078125,,,
31515,Congo,Africa,0.0,0.0,0.0,0.0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,41653.76171875,,,
31518,Democratic Republic of the Congo,Africa,0.0,0.0,3.90531246567322,0.65319281548082,0.99999992052714,0.99999992052714,0.865191221237183,0.977570076783498,293317.5,,,
31519,Democratic Republic of the Congo,Africa,0.0605108698730987,0.0683651255129316,3.86140650620809,3.8465729262494,0.663408160209656,0.662942488988241,0.582185169061025,0.582415541013082,304724.9375,610894.375,797689.9375,610218.0625
31520,Democratic Republic of the Congo,Africa,0.227274526285498,0.227274526285498,1.36448978058706,1.36448978058706,0.629047274589539,0.629047274589539,0.566603899002075,0.566603899002075,353599.15625,701355.875,914968.3125,699598.875
31521,Democratic Republic of the Congo,Africa,0.0309448683128221,0.0256046050288349,1.36945582794185,1.31167711975426,0.994750698407491,0.996007899443308,0.913478930791219,0.91737300157547,351299.3125,698520.875,911270.125,696384
31522,Democratic Republic of the Congo,Africa,4.24837630649503,4.26331193814012,16.0481500388279,15.9738926110867,0.911170343557994,0.906764388084412,0.857032517592112,0.857156316439311,284509.0625,569253.5625,742087.75,567620.875
31523,Democratic Republic of the Congo,Africa,0.0729989055234672,0.0752966825654449,0.428833228064957,0.427182843142106,0.63533894220988,0.633657018343608,0.613842725753784,0.613802870114644,169041.375,341542.71875,446380.125,341393.875
31524,Democratic Republic of the Congo,Africa,1.68459362787396,0.60194913447814,4.73287915442434,4.51418757713336,0.57299534479777,0.621139228343964,0.573413491249085,0.576797366142273,116137.2578125,236300.796875,308752.5625,236624.5625
31527,Democratic Republic of the Congo,Africa,0.0,0.0,0.331783796005718,0.351382633981382,0.666666706403097,0.666666706403097,0.648637076218923,0.647533754507701,281414.875,,,
31530,Uganda,Africa,3896.82661513945,3887.17486170841,6786.04592295227,6831.19177272755,0.532079497973124,0.520710716644923,0.339493314425151,0.35746098558108,0,4346693,5761674.5,4319228.5
31531,Uganda,Africa,8351.47331228338,8824.41463790855,12109.2852007419,16404.3322968071,0.370446562767029,0.391977558533351,0.232667480905851,0.192845717072487,0,0,0,0
31532,Uganda,Africa,25304.8932582641,25305.7998480819,26994.1326573358,31725.4616815299,0.0947590743501981,0.093305620054404,0.0539541319012642,0.0437626416484515,0,0,0,0
31533,Uganda,Africa,14431.5494166764,17951.695236914,20627.1521082538,29228.7698320705,0.042903242011865,0.0532746650278568,0.0194341260939837,0.0777729128797849,0,0,0,0
31534,Kenya,Africa,297.004661170354,383.69482059585,685.364383561627,1925.71598231735,0.586015502611796,0.534646570682526,0.333259691794713,0.275887067119281,501956.375,1096088.125,1653319.875,0
31535,Kenya,Africa,281.117728702029,293.524903540114,348.881941370251,937.083011332611,0.0550862103700638,0.0677847719440858,0.0159510778418432,0.0463928552344441,269927.78125,456221.125,665130,443259.375
31536,Kenya,Africa,2.96749906653005,3.03740969537072,3.68103913519771,15.1136193721378,0.933863302071889,0.940870642662048,0.936518987019857,0.860439697901408,122602.578125,210193.46875,307421.125,204035.53125
31537,Kenya,Africa,0.0,0.0,0.0226326253308856,8.88646705999536,0.999999980131785,1.0,0.997927923997243,0.831618924935659,71783.75,,,
31538,Kenya,Africa,0.0,0.279103514865494,12.9567116762009,14.3318046773435,0.999999980131785,0.993162353833517,0.694066007932027,0.911075532436371,34737.9375,,,
31539,Kenya,Africa,6.66183013582879,10.8121606053122,24.8791281459702,26.317970811077,0.775179048379262,0.669508695602417,0.248224481940269,0.412455836931864,151386.921875,266569.875,391353.125,258927.28125
31540,Kenya,Africa,11.655937088022,11.655937088022,11.655937088022,12.6168229331926,1.58725754897436e-17,6.21564109069598e-18,0.0,9.71568917582068e-19,271563.0625,476542.40625,701267.5,461608.5
31541,Kenya,Africa,478.404453837873,478.404453837873,479.004548240725,497.998835926294,4.3024500888384e-18,1.14222241287463e-18,0.0,1.79689680927581e-19,81228.8671875,114522.8125,205183,95753.9453125
31542,Somalia,Africa,7490.80686615052,7463.32044665675,7505.14452696276,7938.319885517,0.0,0.0,0.0,0.0,116187.8515625,163031.625,293076.03125,136257.71875
31543,Somalia,Africa,8514.83044274277,8320.18448790115,8426.20695128944,8738.22797316843,4.64745209521981e-18,7.13940982561802e-19,1.04917503711765e-18,8.44357190301986e-19,131691.0625,184688.375,332054.21875,154417.125
31544,Somalia,Africa,7025.66178547298,8438.38809478464,9481.65247879386,15302.1841909312,1.67489250965411e-17,1.0080657392101e-17,9.94739004788574e-19,3.93163411921762e-18,493292.125,694236.875,1212337.375,583290.5625
31545,Somalia,Africa,24343.1906340907,24940.1141123574,26344.9812523544,32558.0420973884,0.00230161511960129,0.00113732325068365,0.000758559249031047,0.00071403857630988,1431083.75,2076792.25,2982767,1797562.125
31546,Somalia,Africa,4606.38382655325,4582.18085717176,4647.47557281799,5021.56738885164,7.54423769048184e-17,7.88007412208585e-17,4.55025746334616e-17,6.44127594402962e-17,0,0,0,0
31595,Indonesia,South Asia,15.6888407219143,3.48379834660808,305.717145785034,256.170728003617,0.982535362243652,0.995888491471609,0.864806811014811,0.88355545202891,0,0,0,0
31596,Indonesia,South Asia,1.58928370248529,0.0,146.321056209806,89.4002463653406,0.998251259326935,1.00000003973643,0.944745739301046,0.966172337532043,44218.52734375,41087.390625,0,0
31597,Indonesia,South Asia,1130.0351379116,400.432721247131,5453.44737386357,3698.22916063491,0.86560046672821,0.952252308527629,0.660263538360596,0.769792675971985,0,0,0,0
31598,Indonesia,South Asia,35402.8724220443,24720.4505684767,92471.2543198815,85512.6127540736,0.610593438148499,0.726975301901499,0.330021907885869,0.381089329719543,0,0,0,0
31599,Indonesia,South Asia,57084.8062416116,51192.4553301754,160689.63242047,155922.30053438,0.688023308912913,0.715065181255341,0.371169805526733,0.386713763078054,0,0,0,0
31600,Indonesia,South Asia,17754.111113791,17379.7812486136,53384.5825058005,53226.0655225378,0.679929137229919,0.685621539751689,0.267384539047877,0.268942634264628,0,0,0,0
31601,Malaysia,South Asia,922.504713336656,863.322928020127,1451.99769963464,5818.87803425951,0.920177598794301,0.952185134092967,0.93295027812322,0.890937129656474,0,0,0,0
31602,Malaysia,South Asia,3067.60539410161,12875.6379911175,22396.2766791753,94499.2718825668,0.926626205444336,0.92005854845047,0.892793615659078,0.78240172068278,0,0,0,0
31603,Malaysia,South Asia,49.3473145667838,965.179509579264,3214.28160201924,33766.9935376231,0.990858336289724,0.982094744841258,0.958636343479157,0.814182619253794,915447.875,0,0,0
31611,Malaysia,South Asia,0.510900757709391,25.5013181905863,114.583355570473,1410.02639073967,0.998710850874583,0.99283496538798,0.979082445303599,0.896507422129313,397280.625,505897.875,721320.1875,0
31612,Malaysia,South Asia,0.0,19.5395581417511,93.6994997879593,1733.21526812957,1.0,0.99539985259374,0.984409709771474,0.906230270862579,119455.8671875,,,
31613,Malaysia,South Asia,0.0,0.0825111336551274,0.0825111336551274,26.1116019171482,0.99999988079071,0.999891658624013,0.999905208746592,0.990762988726298,36928.02734375,,,
31614,Malaysia,South Asia,0.0,7.8420034967316,9.67065184313562,36.977352060479,1.00000003973643,0.986355145772298,0.977850317955017,0.917671958605448,17494.66796875,,,
31615,Malaysia,South Asia,0.0,0.0,0.0,0.0,0.99999996026357,0.99999996026357,1.00000003973643,1.00000003973643,19681.51953125,,,
31616,Indonesia,South Asia,0.0,0.0,2.93777055084391,2.93777055084391,1.00000005960464,1.00000005960464,0.985438485940298,0.985438485940298,89275.328125,,,
31617,Indonesia,South Asia,346.5874679917,342.169360082644,2723.74418661528,2707.92923295317,0.942238012949626,0.942369858423869,0.761746466159821,0.762687822182973,98188.859375,96460.359375,0,0
31618,Indonesia,South Asia,0.0,0.0,1.09152592448144,1.09152592448144,1.0,1.0,0.988109966119131,0.988109966119131,4030.140625,,,
31628,Indonesia,South Asia,0.174783629350116,0.13526705026564,14.7730108859859,14.7728834675149,0.997729261716207,0.998244563738505,0.915518899758657,0.915411631266276,62324.3359375,55617.03125,80757.125,55192.7890625
31780,Ecuador,South America,86.142633859709,61.1065713654481,282.636514206399,95.3927316058789,0.393657108147939,0.568243185679118,0.379899809757868,0.45437557498614,305316.625,391561.78125,496528.9375,379405.25
31781,Ecuador,South America,297.370834080899,149.525348140745,1362.12837172944,401.171343661759,0.713114162286123,0.856418351332347,0.650136550267538,0.708558599154154,242946.75,280297.4375,427533.1875,275311.03125
31782,Colombia,South America,2689.59364520371,2440.60288520886,8030.45416894777,3670.92865716221,0.036968174080054,0.118844379981359,0.0354275442659855,0.0334876179695129,1198916.875,1345526.375,1890042,1330597.5
31783,Colombia,South America,668.040440927097,623.053854079799,1603.75729398276,805.313228131006,0.0127274931098024,0.0746180464824041,0.0222351706276337,0.013269712527593,213669.15625,229675.71875,336812.1875,227989.640625
31784,Colombia,South America,57.0623737981071,56.5308020925709,186.725381876429,80.2163149684975,0.000276943130302277,0.00135904457420111,8.80482645395473e-05,0.000197189612663401,161791.8125,196192.71875,280136.8125,194712.3125
31785,Colombia,South America,129.576209708707,126.158048766864,657.19462972328,195.347845012213,0.0129833202809095,0.0395149315396945,0.01874095449845,0.0101836388930678,43901.640625,53510.96875,0,53437.25390625
31786,Colombia,South America,18.9962236384881,14.2985716315838,275.81086696896,34.0324887927194,0.173580676317215,0.380195726950963,0.229179337620735,0.156771133343379,30024.2265625,36128.03125,52707.9375,36096.19921875
31787,Colombia,South America,117.17077442508,61.9157455744032,615.437185736505,129.164803399684,0.590167840321859,0.789403339227041,0.580635001262029,0.612480004628499,10585.3720703125,10684.044921875,16266.27734375,10675.7158203125
31788,Colombia,South America,0.0,0.0,35.7639670001628,0.0,0.999999980131785,0.999999980131785,0.972987155119578,0.999999980131785,10101.8125,,,
31792,Brazil,South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311.79345703125,,,
31793,Brazil,South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1707.32263183594,,,
31798,Brazil,South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.746711730957,,,
31799,Brazil,South America,0.0105360706408564,0.00900492808490971,0.0125963480333335,0.144349735854526,0.387582699457804,0.428140302499135,0.333009203275045,0.559449811776479,25540.3203125,27350.59375,32977.6171875,27251.921875
31800,Brazil,South America,0.0,0.0,0.0,0.014497741937726,0.666666666666667,0.666666666666667,0.666666666666667,0.583087503910065,14331.296875,,,
31807,Brazil,South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6774.189453125,,,
31808,Brazil,South America,0.0,0.0,0.0,0.0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666706403097,29700.74609375,,,
31809,Brazil,South America,0.0,0.0,0.0,1.09378114979571e-07,0.666666666666667,0.666666666666667,0.666666666666667,0.666666626930237,28422.44140625,,,
31810,Brazil,South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1185.85339355469,,,
31870,Gabon,Africa,0.0,0.0,0.0,0.0,0.666666706403097,0.666666706403097,0.666666626930237,0.666666607062022,181329.5625,,,
31871,Gabon,Africa,3.69243221234396,0.494810455458215,5.81855814322203,4.91512523868284,0.821099897225698,0.941021462281545,0.911600987116496,0.923462470372518,148443,239379.5625,279039.1875,249886.46875
31876,Congo,Africa,0.367736031509558,0.0,17.5776570221632,6.84995515297573,0.943046430746714,0.99999992052714,0.594479103883108,0.835986912250519,25828.3515625,45524.1015625,55229.4296875,47703.52734375
31877,Democratic Republic of the Congo,Africa,0.0,0.0,0.812232751203891,0.191841272099928,1.0,1.0,0.855880955855052,0.969567656517029,48595.35546875,,,
31878,Democratic Republic of the Congo,Africa,0.0,0.0,5.16944451795568,1.80431537857302,1.0,1.0,0.791829665501913,0.926616430282593,140365.71875,,,
31879,Democratic Republic of the Congo,Africa,0.0,0.0,0.0,0.0,0.666666706403097,0.666666706403097,0.666666646798452,0.666666646798452,192117.703125,,,
31880,Democratic Republic of the Congo,Africa,0.0,0.0,0.0,0.0,0.666666666666667,0.666666666666667,0.666666646798452,0.666666646798452,181006.796875,,,
31881,Democratic Republic of the Congo,Africa,0.0,0.00130394004800806,0.194451472083453,0.187880078446906,0.666666686534882,0.664956072966258,0.592312475045522,0.594317138195038,236995.71875,,,
31882,Democratic Republic of the Congo,Africa,0.0,0.0,3.85485040240833,3.8614658558612,1.00000001986821,0.999999940395355,0.943959712982178,0.943772872289022,126962.5,,,
