,lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5,NCP_cur,pop,PN,country,PNpop_c_norm
12561,20.0,-31.0,19.0,-31.0,19.0,-30.0,20.0,-30.0,20.0,-31.0,52.77269927976591,lowest,high,South Africa,0.030092583720134118
12562,21.0,-31.0,20.0,-31.0,20.0,-30.0,21.0,-30.0,21.0,-31.0,59.2537482894721,lowest,medium,South Africa,0.02085069296315632
12563,22.0,-31.0,21.0,-31.0,21.0,-30.0,22.0,-30.0,22.0,-31.0,46.765717648024015,lowest,medium,South Africa,0.01938826528915153
12564,23.0,-31.0,22.0,-31.0,22.0,-30.0,23.0,-30.0,23.0,-31.0,45.71042156513978,low,high,South Africa,0.025501204321267186
12565,24.0,-31.0,23.0,-31.0,23.0,-30.0,24.0,-30.0,24.0,-31.0,44.50074742122445,low,high,South Africa,0.02709786091453919
12566,25.0,-31.0,24.0,-31.0,24.0,-30.0,25.0,-30.0,25.0,-31.0,46.744422033571944,low,high,South Africa,0.03350261431557695
12567,26.0,-31.0,25.0,-31.0,25.0,-30.0,26.0,-30.0,26.0,-31.0,48.91523566996265,medium,high,South Africa,0.03968448984146696
12568,27.0,-31.0,26.0,-31.0,26.0,-30.0,27.0,-30.0,27.0,-31.0,67.62070202597901,medium,highest,South Africa,0.05111579636329502
12569,28.0,-31.0,27.0,-31.0,27.0,-30.0,28.0,-30.0,28.0,-31.0,62.91892116342977,highest,highest,South Africa,0.08808551126368563
12570,29.0,-31.0,28.0,-31.0,28.0,-30.0,29.0,-30.0,29.0,-31.0,58.5313051491075,highest,highest,South Africa,0.0876575761371002
12571,30.0,-31.0,29.0,-31.0,29.0,-30.0,30.0,-30.0,30.0,-31.0,64.35956272965116,highest,highest,South Africa,0.08933742903681337
12572,31.0,-31.0,30.0,-31.0,30.0,-30.0,31.0,-30.0,31.0,-31.0,68.46109044655975,highest,high,South Africa,0.051239042408602185
12573,115.0,-31.0,114.0,-31.0,114.0,-30.0,115.0,-30.0,115.0,-31.0,92.8082289023586,,lowest,Australia,3.239957582523758e-06
12574,116.0,-31.0,115.0,-31.0,115.0,-30.0,116.0,-30.0,116.0,-31.0,79.41822787997762,lowest,highest,Australia,0.050186851216500655
12575,117.0,-31.0,116.0,-31.0,116.0,-30.0,117.0,-30.0,117.0,-31.0,69.95268972134157,low,highest,Australia,0.07647052935427803
12576,118.0,-31.0,117.0,-31.0,117.0,-30.0,118.0,-30.0,118.0,-31.0,75.38801529810489,lowest,highest,Australia,0.07393602101465323
12577,119.0,-31.0,118.0,-31.0,118.0,-30.0,119.0,-30.0,119.0,-31.0,64.5740539825559,lowest,high,Australia,0.040439675516698574
12578,120.0,-31.0,119.0,-31.0,119.0,-30.0,120.0,-30.0,120.0,-31.0,49.718657110497816,lowest,high,Australia,0.0241396506734871
12579,121.0,-31.0,120.0,-31.0,120.0,-30.0,121.0,-30.0,121.0,-31.0,64.12340994240068,lowest,high,Australia,0.0366733974321769
12580,122.0,-31.0,121.0,-31.0,121.0,-30.0,122.0,-30.0,122.0,-31.0,63.53086997799041,low,high,Australia,0.03825211642366829
12581,123.0,-31.0,122.0,-31.0,122.0,-30.0,123.0,-30.0,123.0,-31.0,64.40486081675675,lowest,high,Australia,0.036175347177067135
12582,124.0,-31.0,123.0,-31.0,123.0,-30.0,124.0,-30.0,124.0,-31.0,81.12293533327465,lowest,medium,Australia,0.019515808494972347
12583,125.0,-31.0,124.0,-31.0,124.0,-30.0,125.0,-30.0,125.0,-31.0,78.79187202890662,lowest,low,Australia,0.013562835679358523
12584,126.0,-31.0,125.0,-31.0,125.0,-30.0,126.0,-30.0,126.0,-31.0,69.63811974056284,lowest,low,Australia,0.012626913982026661
12585,127.0,-31.0,126.0,-31.0,126.0,-30.0,127.0,-30.0,127.0,-31.0,76.98003484681723,lowest,medium,Australia,0.013930868085832639
12586,128.0,-31.0,127.0,-31.0,127.0,-30.0,128.0,-30.0,128.0,-31.0,71.16650617442228,lowest,low,Australia,0.012718571037398192
12587,129.0,-31.0,128.0,-31.0,128.0,-30.0,129.0,-30.0,129.0,-31.0,79.40938751113322,lowest,medium,Australia,0.013861476907522678
12588,130.0,-31.0,129.0,-31.0,129.0,-30.0,130.0,-30.0,130.0,-31.0,73.10325816218241,,medium,Australia,0.013995799169883506
12589,131.0,-31.0,130.0,-31.0,130.0,-30.0,131.0,-30.0,131.0,-31.0,74.1530608880198,,medium,Australia,0.014209774620878359
12590,132.0,-31.0,131.0,-31.0,131.0,-30.0,132.0,-30.0,132.0,-31.0,72.08275428320351,,low,Australia,0.01269525873422754
12591,133.0,-31.0,132.0,-31.0,132.0,-30.0,133.0,-30.0,133.0,-31.0,71.56492818927515,,medium,Australia,0.013884046929008267
12592,134.0,-31.0,133.0,-31.0,133.0,-30.0,134.0,-30.0,134.0,-31.0,69.58033042130609,,high,Australia,0.024161905366855287
12593,135.0,-31.0,134.0,-31.0,134.0,-30.0,135.0,-30.0,135.0,-31.0,66.71818572919437,,high,Australia,0.033506609960753414
12594,136.0,-31.0,135.0,-31.0,135.0,-30.0,136.0,-30.0,136.0,-31.0,65.00837036947476,,high,Australia,0.02910839989626512
12595,137.0,-31.0,136.0,-31.0,136.0,-30.0,137.0,-30.0,137.0,-31.0,62.293119128193986,lowest,medium,Australia,0.02169272577417506
12596,138.0,-31.0,137.0,-31.0,137.0,-30.0,138.0,-30.0,138.0,-31.0,39.638676012048755,,medium,Australia,0.01850232046580964
12597,139.0,-31.0,138.0,-31.0,138.0,-30.0,139.0,-30.0,139.0,-31.0,41.97081837433667,,high,Australia,0.030341065731718467
12598,140.0,-31.0,139.0,-31.0,139.0,-30.0,140.0,-30.0,140.0,-31.0,50.561999492905485,,high,Australia,0.028020949747438812
12599,141.0,-31.0,140.0,-31.0,140.0,-30.0,141.0,-30.0,141.0,-31.0,63.37390483279073,,high,Australia,0.028547769776411987
12600,142.0,-31.0,141.0,-31.0,141.0,-30.0,142.0,-30.0,142.0,-31.0,63.80401642269226,,high,Australia,0.03263003877845903
12601,143.0,-31.0,142.0,-31.0,142.0,-30.0,143.0,-30.0,143.0,-31.0,52.36667975251369,lowest,high,Australia,0.039090228020164076
12602,144.0,-31.0,143.0,-31.0,143.0,-30.0,144.0,-30.0,144.0,-31.0,45.59583089288461,lowest,high,Australia,0.03553118896509625
12603,145.0,-31.0,144.0,-31.0,144.0,-30.0,145.0,-30.0,145.0,-31.0,52.01796431990624,lowest,high,Australia,0.038598771993888704
12604,146.0,-31.0,145.0,-31.0,145.0,-30.0,146.0,-30.0,146.0,-31.0,47.499646560205974,lowest,high,Australia,0.026616032714812457
12605,147.0,-31.0,146.0,-31.0,146.0,-30.0,147.0,-30.0,147.0,-31.0,33.60549506833231,lowest,high,Australia,0.03217482788626454
12606,148.0,-31.0,147.0,-31.0,147.0,-30.0,148.0,-30.0,148.0,-31.0,37.23887481569423,lowest,high,Australia,0.04291244302686783
12607,149.0,-31.0,148.0,-31.0,148.0,-30.0,149.0,-30.0,149.0,-31.0,33.9609381139673,lowest,highest,Australia,0.06817311891819781
12608,150.0,-31.0,149.0,-31.0,149.0,-30.0,150.0,-30.0,150.0,-31.0,43.122787116561994,low,highest,Australia,0.053896717267575035
12609,151.0,-31.0,150.0,-31.0,150.0,-30.0,151.0,-30.0,151.0,-31.0,56.66956672353963,low,highest,Australia,0.06895373710502765
12610,152.0,-31.0,151.0,-31.0,151.0,-30.0,152.0,-30.0,152.0,-31.0,82.9332585389079,low,highest,Australia,0.07626677431902311
12611,153.0,-31.0,152.0,-31.0,152.0,-30.0,153.0,-30.0,153.0,-31.0,76.1590148645011,medium,high,Australia,0.03749395804041095
12612,154.0,-31.0,153.0,-31.0,153.0,-30.0,154.0,-30.0,154.0,-31.0,56.04394970559111,low,lowest,Australia,0.0023315698290634775
12613,-71.0,-32.0,-72.0,-32.0,-72.0,-31.0,-71.0,-31.0,-71.0,-32.0,82.81678178787854,medium,low,Chile,0.011331141520423702
12614,-70.0,-32.0,-71.0,-32.0,-71.0,-31.0,-70.0,-31.0,-70.0,-32.0,82.53027853583713,medium,low,Chile,0.01583713177283122
12615,-69.0,-32.0,-70.0,-32.0,-70.0,-31.0,-69.0,-31.0,-69.0,-32.0,84.56454414880407,low,lowest,Argentina,0.005161114722455298
12616,-68.0,-32.0,-69.0,-32.0,-69.0,-31.0,-68.0,-31.0,-68.0,-32.0,74.2857327343373,medium,low,Argentina,0.012071785750062522
12617,-67.0,-32.0,-68.0,-32.0,-68.0,-31.0,-67.0,-31.0,-67.0,-32.0,71.30922213192471,medium,low,Argentina,0.013501594213809847
12618,-66.0,-32.0,-67.0,-32.0,-67.0,-31.0,-66.0,-31.0,-66.0,-32.0,69.90618791239164,medium,medium,Argentina,0.017418807168636787
12619,-65.0,-32.0,-66.0,-32.0,-66.0,-31.0,-65.0,-31.0,-65.0,-32.0,54.17440321308443,low,highest,Argentina,0.04760458574555016
12620,-64.0,-32.0,-65.0,-32.0,-65.0,-31.0,-64.0,-31.0,-64.0,-32.0,57.126434672202855,lowest,highest,Argentina,0.07888151493314345
12621,-63.0,-32.0,-64.0,-32.0,-64.0,-31.0,-63.0,-31.0,-63.0,-32.0,49.18586040119038,,highest,Argentina,0.17134010768720287
12622,-62.0,-32.0,-63.0,-32.0,-63.0,-31.0,-62.0,-31.0,-62.0,-32.0,46.069770348633874,,highest,Argentina,0.16271137361423033
12623,-61.0,-32.0,-62.0,-32.0,-62.0,-31.0,-61.0,-31.0,-61.0,-32.0,35.580364851833984,,highest,Argentina,0.12307324249011882
12624,-60.0,-32.0,-61.0,-32.0,-61.0,-31.0,-60.0,-31.0,-60.0,-32.0,46.32732692984323,low,highest,Argentina,0.06557654135256073
12625,-59.0,-32.0,-60.0,-32.0,-60.0,-31.0,-59.0,-31.0,-59.0,-32.0,33.49947057061826,,highest,Argentina,0.05065785306692603
12626,-58.0,-32.0,-59.0,-32.0,-59.0,-31.0,-58.0,-31.0,-58.0,-32.0,40.462271176538195,low,highest,Argentina,0.055104975933913884
12627,-57.0,-32.0,-58.0,-32.0,-58.0,-31.0,-57.0,-31.0,-57.0,-32.0,55.41280478515825,lowest,highest,Uruguay,0.044860061659015654
12628,-56.0,-32.0,-57.0,-32.0,-57.0,-31.0,-56.0,-31.0,-56.0,-32.0,41.51414041986748,lowest,high,Uruguay,0.028899948912692455
12629,-55.0,-32.0,-56.0,-32.0,-56.0,-31.0,-55.0,-31.0,-55.0,-32.0,39.323981510137976,low,high,Uruguay,0.03526083002118396
12630,-54.0,-32.0,-55.0,-32.0,-55.0,-31.0,-54.0,-31.0,-54.0,-32.0,51.78171884069127,low,high,Brazil,0.044325919073199355
12631,-53.0,-32.0,-54.0,-32.0,-54.0,-31.0,-53.0,-31.0,-53.0,-32.0,58.58677869506531,medium,high,Brazil,0.03950640278765761
12632,-52.0,-32.0,-53.0,-32.0,-53.0,-31.0,-52.0,-31.0,-52.0,-32.0,68.78050700766501,high,high,Brazil,0.04305507168140352
12633,-51.0,-32.0,-52.0,-32.0,-52.0,-31.0,-51.0,-31.0,-51.0,-32.0,77.62169742715223,low,lowest,Brazil,0.0041900192318414225
12634,-50.0,-32.0,-51.0,-32.0,-51.0,-31.0,-50.0,-31.0,-50.0,-32.0,82.99856895099812,low,lowest,Brazil,0.0023210752690654155
12635,18.0,-32.0,17.0,-32.0,17.0,-31.0,18.0,-31.0,18.0,-32.0,69.30911253830415,lowest,lowest,South Africa,0.0013908620648311676
12636,19.0,-32.0,18.0,-32.0,18.0,-31.0,19.0,-31.0,19.0,-32.0,59.059859787884236,medium,high,South Africa,0.029134303763241283
12637,20.0,-32.0,19.0,-32.0,19.0,-31.0,20.0,-31.0,20.0,-32.0,74.42651028472288,low,high,South Africa,0.037257803882699794
12638,21.0,-32.0,20.0,-32.0,20.0,-31.0,21.0,-31.0,21.0,-32.0,53.928593697581576,low,medium,South Africa,0.01960423927612362
12639,22.0,-32.0,21.0,-32.0,21.0,-31.0,22.0,-31.0,22.0,-32.0,47.09954653742311,low,medium,South Africa,0.019999843754461576
12640,23.0,-32.0,22.0,-32.0,22.0,-31.0,23.0,-31.0,23.0,-32.0,33.406748775670685,lowest,high,South Africa,0.024662730749818562
12641,24.0,-32.0,23.0,-32.0,23.0,-31.0,24.0,-31.0,24.0,-32.0,35.70022233701554,low,high,South Africa,0.02854897063635629
12642,25.0,-32.0,24.0,-32.0,24.0,-31.0,25.0,-31.0,25.0,-32.0,41.27558686723064,medium,high,South Africa,0.04021114787638691
12643,26.0,-32.0,25.0,-32.0,25.0,-31.0,26.0,-31.0,26.0,-32.0,43.8803657640907,medium,high,South Africa,0.03539532138774626
12644,27.0,-32.0,26.0,-32.0,26.0,-31.0,27.0,-31.0,27.0,-32.0,49.71968867798741,high,high,South Africa,0.03974438263456794
12645,28.0,-32.0,27.0,-32.0,27.0,-31.0,28.0,-31.0,28.0,-32.0,46.78103804466693,highest,high,South Africa,0.05883483415367563
12646,29.0,-32.0,28.0,-32.0,28.0,-31.0,29.0,-31.0,29.0,-32.0,58.38949233574827,highest,highest,South Africa,0.09004707968274003
12647,30.0,-32.0,29.0,-32.0,29.0,-31.0,30.0,-31.0,30.0,-32.0,74.37090714750171,highest,medium,South Africa,0.054155505792152045
12648,31.0,-32.0,30.0,-32.0,30.0,-31.0,31.0,-31.0,31.0,-32.0,77.79037399862594,low,lowest,South Africa,0.002324154447503655
12649,116.0,-32.0,115.0,-32.0,115.0,-31.0,116.0,-31.0,116.0,-32.0,76.79051765168342,lowest,medium,Australia,0.02008375278113484
12650,117.0,-32.0,116.0,-32.0,116.0,-31.0,117.0,-31.0,117.0,-32.0,72.05333656063036,low,highest,Australia,0.07925556863963726
12651,118.0,-32.0,117.0,-32.0,117.0,-31.0,118.0,-31.0,118.0,-32.0,57.660477450386885,low,highest,Australia,0.07072308344123997
12652,119.0,-32.0,118.0,-32.0,118.0,-31.0,119.0,-31.0,119.0,-32.0,74.13444751413026,low,highest,Australia,0.06248284620247683
12653,120.0,-32.0,119.0,-32.0,119.0,-31.0,120.0,-31.0,120.0,-32.0,76.16980458475261,lowest,high,Australia,0.03978970591144145
12654,121.0,-32.0,120.0,-32.0,120.0,-31.0,121.0,-31.0,121.0,-32.0,77.20872060505107,lowest,high,Australia,0.033363364272284625
12655,122.0,-32.0,121.0,-32.0,121.0,-31.0,122.0,-31.0,122.0,-32.0,64.34302517751506,lowest,high,Australia,0.03530904987282794
12656,123.0,-32.0,122.0,-32.0,122.0,-31.0,123.0,-31.0,123.0,-32.0,67.81949058365943,lowest,high,Australia,0.03586863487899324
12657,124.0,-32.0,123.0,-32.0,123.0,-31.0,124.0,-31.0,124.0,-32.0,77.5581762445458,lowest,high,Australia,0.030741349183217293
12658,125.0,-32.0,124.0,-32.0,124.0,-31.0,125.0,-31.0,125.0,-32.0,79.86810531790674,lowest,medium,Australia,0.01549713290869171
12659,126.0,-32.0,125.0,-32.0,125.0,-31.0,126.0,-31.0,126.0,-32.0,77.18854755567236,lowest,medium,Australia,0.017200708118382226
12660,127.0,-32.0,126.0,-32.0,126.0,-31.0,127.0,-31.0,127.0,-32.0,76.06752657603487,lowest,high,Australia,0.024853170523411534
12661,128.0,-32.0,127.0,-32.0,127.0,-31.0,128.0,-31.0,128.0,-32.0,68.05140413283168,lowest,high,Australia,0.031236619943546484
12662,129.0,-32.0,128.0,-32.0,128.0,-31.0,129.0,-31.0,129.0,-32.0,67.86987983178244,lowest,high,Australia,0.028597375109250117
12663,130.0,-32.0,129.0,-32.0,129.0,-31.0,130.0,-31.0,130.0,-32.0,71.7151219215301,,low,Australia,0.007367538025664695
12664,131.0,-32.0,130.0,-32.0,130.0,-31.0,131.0,-31.0,131.0,-32.0,66.52606800940629,,low,Australia,0.007698008255539242
12665,132.0,-32.0,131.0,-32.0,131.0,-31.0,132.0,-31.0,132.0,-32.0,65.91522781314943,,lowest,Australia,0.005904108056431368
12666,133.0,-32.0,132.0,-32.0,132.0,-31.0,133.0,-31.0,133.0,-32.0,68.95523892106078,,medium,Australia,0.014506598257505048
12667,134.0,-32.0,133.0,-32.0,133.0,-31.0,134.0,-31.0,134.0,-32.0,71.45242575314958,lowest,low,Australia,0.01035997056084376
12668,135.0,-32.0,134.0,-32.0,134.0,-31.0,135.0,-31.0,135.0,-32.0,65.13410374994824,lowest,medium,Australia,0.019556237669937176
12669,136.0,-32.0,135.0,-32.0,135.0,-31.0,136.0,-31.0,136.0,-32.0,61.60513050587977,,high,Australia,0.02480029424340959
12670,137.0,-32.0,136.0,-32.0,136.0,-31.0,137.0,-31.0,137.0,-32.0,48.74263395489194,,high,Australia,0.027222048275390664
12671,138.0,-32.0,137.0,-32.0,137.0,-31.0,138.0,-31.0,138.0,-32.0,56.06053502656767,,high,Australia,0.026274413781745273
12672,139.0,-32.0,138.0,-32.0,138.0,-31.0,139.0,-31.0,139.0,-32.0,49.3878666535282,lowest,high,Australia,0.042965185764771034
12673,140.0,-32.0,139.0,-32.0,139.0,-31.0,140.0,-31.0,140.0,-32.0,44.63220933165548,,high,Australia,0.03637856378753754
12674,141.0,-32.0,140.0,-32.0,140.0,-31.0,141.0,-31.0,141.0,-32.0,45.06819255282352,,high,Australia,0.03038446739788789
12675,142.0,-32.0,141.0,-32.0,141.0,-31.0,142.0,-31.0,142.0,-32.0,54.986301419391694,,high,Australia,0.03518349463745287
12676,143.0,-32.0,142.0,-32.0,142.0,-31.0,143.0,-31.0,143.0,-32.0,59.65305208279147,lowest,high,Australia,0.03668399536793448
12677,144.0,-32.0,143.0,-32.0,143.0,-31.0,144.0,-31.0,144.0,-32.0,59.122046098789646,lowest,high,Australia,0.026965551355509137
12678,145.0,-32.0,144.0,-32.0,144.0,-31.0,145.0,-31.0,145.0,-32.0,77.56619274543228,lowest,high,Australia,0.02617554022776891
12679,146.0,-32.0,145.0,-32.0,145.0,-31.0,146.0,-31.0,146.0,-32.0,46.624663534373745,lowest,high,Australia,0.03263904340237556
12680,147.0,-32.0,146.0,-32.0,146.0,-31.0,147.0,-31.0,147.0,-32.0,35.70663093878188,lowest,high,Australia,0.040411861538823146
12681,148.0,-32.0,147.0,-32.0,147.0,-31.0,148.0,-31.0,148.0,-32.0,35.37497400763356,low,highest,Australia,0.06403508478641291
12682,149.0,-32.0,148.0,-32.0,148.0,-31.0,149.0,-31.0,149.0,-32.0,32.583592982348534,low,highest,Australia,0.07670440862378367
12683,150.0,-32.0,149.0,-32.0,149.0,-31.0,150.0,-31.0,150.0,-32.0,35.58947558324129,low,highest,Australia,0.06148765270072039
12684,151.0,-32.0,150.0,-32.0,150.0,-31.0,151.0,-31.0,151.0,-32.0,40.092528004335726,low,highest,Australia,0.07425866420763257
12685,152.0,-32.0,151.0,-32.0,151.0,-31.0,152.0,-31.0,152.0,-32.0,73.99094885163295,low,highest,Australia,0.0638015578987103
12686,153.0,-32.0,152.0,-32.0,152.0,-31.0,153.0,-31.0,153.0,-32.0,78.74855353042497,medium,high,Australia,0.03198637262144412
12687,154.0,-32.0,153.0,-32.0,153.0,-31.0,154.0,-31.0,154.0,-32.0,92.77234606687553,lowest,lowest,Australia,0.00014478418261978015
12688,-71.0,-33.0,-72.0,-33.0,-72.0,-32.0,-71.0,-32.0,-71.0,-33.0,88.58752341356072,low,medium,Chile,0.01630792864285025
12689,-70.0,-33.0,-71.0,-33.0,-71.0,-32.0,-70.0,-32.0,-70.0,-33.0,83.95598857360544,high,medium,Chile,0.021960252652491775
12690,-69.0,-33.0,-70.0,-33.0,-70.0,-32.0,-69.0,-32.0,-69.0,-33.0,81.45013294108794,medium,low,Argentina,0.010680935292070759
12691,-68.0,-33.0,-69.0,-33.0,-69.0,-32.0,-68.0,-32.0,-68.0,-33.0,64.74399274973892,low,low,Argentina,0.011910412164285494
12692,-67.0,-33.0,-68.0,-33.0,-68.0,-32.0,-67.0,-32.0,-67.0,-33.0,66.7846231469596,medium,low,Argentina,0.009316990703827199
12693,-66.0,-33.0,-67.0,-33.0,-67.0,-32.0,-66.0,-32.0,-66.0,-33.0,64.9625065763378,low,high,Argentina,0.041870694366851015
12694,-65.0,-33.0,-66.0,-33.0,-66.0,-32.0,-65.0,-32.0,-65.0,-33.0,49.118106093413836,medium,highest,Argentina,0.08981638942807908
12695,-64.0,-33.0,-65.0,-33.0,-65.0,-32.0,-64.0,-32.0,-64.0,-33.0,61.73039539833799,,highest,Argentina,0.10659379537162376
12696,-63.0,-33.0,-64.0,-33.0,-64.0,-32.0,-63.0,-32.0,-63.0,-33.0,42.123267151675826,,highest,Argentina,0.1473838765217023
12697,-62.0,-33.0,-63.0,-33.0,-63.0,-32.0,-62.0,-32.0,-62.0,-33.0,33.3697007904008,,highest,Argentina,0.1125697466959101
12698,-61.0,-33.0,-62.0,-33.0,-62.0,-32.0,-61.0,-32.0,-61.0,-33.0,35.0775570880309,lowest,highest,Argentina,0.11651937343364699
12699,-60.0,-33.0,-61.0,-33.0,-61.0,-32.0,-60.0,-32.0,-60.0,-33.0,59.736956408105556,medium,highest,Argentina,0.06284836697271264
12700,-59.0,-33.0,-60.0,-33.0,-60.0,-32.0,-59.0,-32.0,-59.0,-33.0,46.42050490211875,,highest,Argentina,0.0892785598549557
12701,-58.0,-33.0,-59.0,-33.0,-59.0,-32.0,-58.0,-32.0,-58.0,-33.0,61.32571009682894,lowest,highest,Argentina,0.0562045370209003
12702,-57.0,-33.0,-58.0,-33.0,-58.0,-32.0,-57.0,-32.0,-57.0,-33.0,55.542222898313355,low,highest,Uruguay,0.05460161436525653
12703,-56.0,-33.0,-57.0,-33.0,-57.0,-32.0,-56.0,-32.0,-56.0,-33.0,62.92638670238595,low,high,Uruguay,0.027682044495601937
12704,-55.0,-33.0,-56.0,-33.0,-56.0,-32.0,-55.0,-32.0,-55.0,-33.0,67.42183538315989,low,high,Uruguay,0.033004469145326176
12705,-54.0,-33.0,-55.0,-33.0,-55.0,-32.0,-54.0,-32.0,-54.0,-33.0,60.27855054305882,low,high,Uruguay,0.041443897680754946
12706,-53.0,-33.0,-54.0,-33.0,-54.0,-32.0,-53.0,-32.0,-53.0,-33.0,60.790543794761035,medium,high,Uruguay,0.03795619465027382
12707,-52.0,-33.0,-53.0,-33.0,-53.0,-32.0,-52.0,-32.0,-52.0,-33.0,69.20248409239184,low,medium,Brazil,0.015060432521827096
12709,18.0,-33.0,17.0,-33.0,17.0,-32.0,18.0,-32.0,18.0,-33.0,99.01722091542777,lowest,lowest,South Africa,0.0002753128748742863
12710,19.0,-33.0,18.0,-33.0,18.0,-32.0,19.0,-32.0,19.0,-33.0,81.44048296233346,medium,high,South Africa,0.04046451613199094
12711,20.0,-33.0,19.0,-33.0,19.0,-32.0,20.0,-32.0,20.0,-33.0,70.16802480182876,medium,high,South Africa,0.03280405817092009
12712,21.0,-33.0,20.0,-33.0,20.0,-32.0,21.0,-32.0,21.0,-33.0,56.355717652236905,low,high,South Africa,0.02337330098930207
12713,22.0,-33.0,21.0,-33.0,21.0,-32.0,22.0,-32.0,22.0,-33.0,51.35762498882068,low,medium,South Africa,0.021008171137440617
12714,23.0,-33.0,22.0,-33.0,22.0,-32.0,23.0,-32.0,23.0,-33.0,41.820834638701115,lowest,high,South Africa,0.025132072414019213
12715,24.0,-33.0,23.0,-33.0,23.0,-32.0,24.0,-32.0,24.0,-33.0,44.38927979348802,low,high,South Africa,0.025688070252516078
12716,25.0,-33.0,24.0,-33.0,24.0,-32.0,25.0,-32.0,25.0,-33.0,50.89453941317329,low,high,South Africa,0.029959018356156733
12717,26.0,-33.0,25.0,-33.0,25.0,-32.0,26.0,-32.0,26.0,-33.0,64.77481005962514,low,high,South Africa,0.03351184652849022
12718,27.0,-33.0,26.0,-33.0,26.0,-32.0,27.0,-32.0,27.0,-33.0,54.910778689200924,high,high,South Africa,0.03913555641862434
12719,28.0,-33.0,27.0,-33.0,27.0,-32.0,28.0,-32.0,28.0,-33.0,65.73932958650593,highest,high,South Africa,0.05126513762768498
12720,29.0,-33.0,28.0,-33.0,28.0,-32.0,29.0,-32.0,29.0,-33.0,62.24901719273214,highest,medium,South Africa,0.03950798984791295
12722,116.0,-33.0,115.0,-33.0,115.0,-32.0,116.0,-32.0,116.0,-33.0,86.97323213009193,low,high,Australia,0.027470006996818872
12723,117.0,-33.0,116.0,-33.0,116.0,-32.0,117.0,-32.0,117.0,-33.0,74.32421458837013,low,highest,Australia,0.06277618975750808
12724,118.0,-33.0,117.0,-33.0,117.0,-32.0,118.0,-32.0,118.0,-33.0,68.23440466202575,low,highest,Australia,0.07024960424068234
12725,119.0,-33.0,118.0,-33.0,118.0,-32.0,119.0,-32.0,119.0,-33.0,74.76246481750131,lowest,highest,Australia,0.06699090363178778
12726,120.0,-33.0,119.0,-33.0,119.0,-32.0,120.0,-32.0,120.0,-33.0,79.37694656671117,lowest,highest,Australia,0.05286688570902221
12727,121.0,-33.0,120.0,-33.0,120.0,-32.0,121.0,-32.0,121.0,-33.0,66.78640324619171,lowest,high,Australia,0.035765109353869354
12728,122.0,-33.0,121.0,-33.0,121.0,-32.0,122.0,-32.0,122.0,-33.0,67.47885013492845,lowest,high,Australia,0.03152964327009948
12729,123.0,-33.0,122.0,-33.0,122.0,-32.0,123.0,-32.0,123.0,-33.0,73.34789645423722,lowest,high,Australia,0.023104369347443032
12730,124.0,-33.0,123.0,-33.0,123.0,-32.0,124.0,-32.0,124.0,-33.0,66.14613841314382,lowest,high,Australia,0.031263705047928664
12731,125.0,-33.0,124.0,-33.0,124.0,-32.0,125.0,-32.0,125.0,-33.0,71.69727221521178,lowest,high,Australia,0.02780506265223333
12732,126.0,-33.0,125.0,-33.0,125.0,-32.0,126.0,-32.0,126.0,-33.0,72.72634491730457,,low,Australia,0.013562684633584017
12733,127.0,-33.0,126.0,-33.0,126.0,-32.0,127.0,-32.0,127.0,-33.0,87.42097464779307,,lowest,Australia,0.006938257541513882
12734,128.0,-33.0,127.0,-33.0,127.0,-32.0,128.0,-32.0,128.0,-33.0,68.72153537787051,,lowest,Australia,0.0038404554030759875
12735,129.0,-33.0,128.0,-33.0,128.0,-32.0,129.0,-32.0,129.0,-33.0,63.69936878824998,,lowest,Australia,0.00020622630582491878
12736,133.0,-33.0,132.0,-33.0,132.0,-32.0,133.0,-32.0,133.0,-33.0,72.20611475126073,,lowest,Australia,0.00011435106895074782
12737,134.0,-33.0,133.0,-33.0,133.0,-32.0,134.0,-32.0,134.0,-33.0,63.32638157394375,lowest,lowest,Australia,0.003836835473984051
12738,135.0,-33.0,134.0,-33.0,134.0,-32.0,135.0,-32.0,135.0,-33.0,71.88036385553048,lowest,high,Australia,0.04242497180891006
12739,136.0,-33.0,135.0,-33.0,135.0,-32.0,136.0,-32.0,136.0,-33.0,57.62611207684329,lowest,high,Australia,0.0328165883653696
12740,137.0,-33.0,136.0,-33.0,136.0,-32.0,137.0,-32.0,137.0,-33.0,47.006426167507094,lowest,high,Australia,0.04257308765476257
12741,138.0,-33.0,137.0,-33.0,137.0,-32.0,138.0,-32.0,138.0,-33.0,62.14783060716037,lowest,high,Australia,0.029103871567271834
12742,139.0,-33.0,138.0,-33.0,138.0,-32.0,139.0,-32.0,139.0,-33.0,81.01842008690433,lowest,highest,Australia,0.06762980668972624
12743,140.0,-33.0,139.0,-33.0,139.0,-32.0,140.0,-32.0,140.0,-33.0,57.6480751999681,lowest,high,Australia,0.03785616234815679
12744,141.0,-33.0,140.0,-33.0,140.0,-32.0,141.0,-32.0,141.0,-33.0,57.23267773885537,,high,Australia,0.03585664131358617
12745,142.0,-33.0,141.0,-33.0,141.0,-32.0,142.0,-32.0,142.0,-33.0,60.19532398798057,lowest,high,Australia,0.03813676625561405
