,lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5,NCP_cur,pop,PN,country,PNpop_c_norm
178,-107.0,60.0,-108.0,60.0,-108.0,61.0,-107.0,61.0,-107.0,60.0,87.80970444322145,,lowest,Canada,0.0005511295786627055
179,-106.0,60.0,-107.0,60.0,-107.0,61.0,-106.0,61.0,-106.0,60.0,91.4064137966055,,lowest,Canada,0.0020667133602247974
180,-105.0,60.0,-106.0,60.0,-106.0,61.0,-105.0,61.0,-105.0,60.0,96.17137655406998,,lowest,Canada,0.003029890965584139
181,-104.0,60.0,-105.0,60.0,-105.0,61.0,-104.0,61.0,-104.0,60.0,91.02937198421624,,lowest,Canada,0.0030199614908004843
182,-103.0,60.0,-104.0,60.0,-104.0,61.0,-103.0,61.0,-103.0,60.0,85.94160590879687,,lowest,Canada,0.002495401545659885
183,-102.0,60.0,-103.0,60.0,-103.0,61.0,-102.0,61.0,-102.0,60.0,88.12886464683008,,lowest,Canada,0.00039263629704811855
188,-97.0,60.0,-98.0,60.0,-98.0,61.0,-97.0,61.0,-97.0,60.0,99.82630026400344,,lowest,Canada,0.00010624275649492122
201,35.0,60.0,34.0,60.0,34.0,61.0,35.0,61.0,35.0,60.0,92.2539237534333,low,lowest,Russia,0.0037188629646244696
202,36.0,60.0,35.0,60.0,35.0,61.0,36.0,61.0,36.0,60.0,96.79807795380808,low,lowest,Russia,0.005708449883010949
203,37.0,60.0,36.0,60.0,36.0,61.0,37.0,61.0,37.0,60.0,99.1484976443302,low,lowest,Russia,0.00689031019923036
204,38.0,60.0,37.0,60.0,37.0,61.0,38.0,61.0,38.0,60.0,99.91689322829644,low,lowest,Russia,0.0059415644205363435
218,52.0,60.0,51.0,60.0,51.0,61.0,52.0,61.0,52.0,60.0,99.99834924677103,lowest,lowest,Russia,0.0010074796302750849
219,53.0,60.0,52.0,60.0,52.0,61.0,53.0,61.0,53.0,60.0,99.87635650729857,low,lowest,Russia,0.006318789773579653
220,54.0,60.0,53.0,60.0,53.0,61.0,54.0,61.0,54.0,60.0,99.1585943625295,low,low,Russia,0.008422991173431925
221,55.0,60.0,54.0,60.0,54.0,61.0,55.0,61.0,55.0,60.0,99.50180257229579,low,low,Russia,0.00895710504729043
222,56.0,60.0,55.0,60.0,55.0,61.0,56.0,61.0,56.0,60.0,99.25905656826387,low,low,Russia,0.008803997897343934
223,57.0,60.0,56.0,60.0,56.0,61.0,57.0,61.0,57.0,60.0,97.45020819494357,low,low,Russia,0.008778848629524409
224,58.0,60.0,57.0,60.0,57.0,61.0,58.0,61.0,58.0,60.0,96.00197405863756,low,low,Russia,0.009101560702784237
225,59.0,60.0,58.0,60.0,58.0,61.0,59.0,61.0,59.0,60.0,94.2220866136403,low,low,Russia,0.009529589973660825
226,60.0,60.0,59.0,60.0,59.0,61.0,60.0,61.0,60.0,60.0,89.27659606875035,low,lowest,Russia,0.006516865026117737
247,84.0,60.0,83.0,60.0,83.0,61.0,84.0,61.0,84.0,60.0,99.31752027845367,lowest,lowest,Russia,0.00017564175974313934
253,90.0,60.0,89.0,60.0,89.0,61.0,90.0,61.0,90.0,60.0,93.32610613722862,lowest,lowest,Russia,0.0006772122566567083
254,91.0,60.0,90.0,60.0,90.0,61.0,91.0,61.0,91.0,60.0,91.88929885868518,lowest,lowest,Russia,0.0020556254540122034
255,92.0,60.0,91.0,60.0,91.0,61.0,92.0,61.0,92.0,60.0,93.48904065359497,lowest,lowest,Russia,0.0030934315570638623
256,93.0,60.0,92.0,60.0,92.0,61.0,93.0,61.0,93.0,60.0,96.82956746602815,lowest,lowest,Russia,0.00026949223550127205
257,94.0,60.0,93.0,60.0,93.0,61.0,94.0,61.0,94.0,60.0,98.03245179708279,lowest,lowest,Russia,0.0020134218172335704
258,95.0,60.0,94.0,60.0,94.0,61.0,95.0,61.0,95.0,60.0,99.64938385091061,lowest,lowest,Russia,0.0012236989005520067
277,114.0,60.0,113.0,60.0,113.0,61.0,114.0,61.0,114.0,60.0,99.9596160778595,lowest,lowest,Russia,0.0008613687971973848
278,115.0,60.0,114.0,60.0,114.0,61.0,115.0,61.0,115.0,60.0,99.66593321041125,lowest,lowest,Russia,0.0007392218048771265
283,120.0,60.0,119.0,60.0,119.0,61.0,120.0,61.0,120.0,60.0,99.30615820353268,,lowest,Russia,0.0008014893183900945
284,121.0,60.0,120.0,60.0,120.0,61.0,121.0,61.0,121.0,60.0,98.06222679225222,,lowest,Russia,0.000564313886887935
285,122.0,60.0,121.0,60.0,121.0,61.0,122.0,61.0,122.0,60.0,99.92765557126054,,lowest,Russia,0.0004221216388037483
295,132.0,60.0,131.0,60.0,131.0,61.0,132.0,61.0,132.0,60.0,98.08688719474297,lowest,lowest,Russia,0.0001316092454526115
301,163.0,60.0,162.0,60.0,162.0,61.0,163.0,61.0,163.0,60.0,99.58778656642104,,lowest,Russia,4.6419903710252e-05
303,-137.0,59.0,-138.0,59.0,-138.0,60.0,-137.0,60.0,-137.0,59.0,82.32268177094821,,lowest,Canada,0.0001610719682300482
304,-136.0,59.0,-137.0,59.0,-137.0,60.0,-136.0,60.0,-136.0,59.0,81.37489838090211,lowest,lowest,Canada,0.0034908108200309676
305,-135.0,59.0,-136.0,59.0,-136.0,60.0,-135.0,60.0,-135.0,59.0,76.04949494306116,lowest,lowest,United States,0.005399069208001823
306,-134.0,59.0,-135.0,59.0,-135.0,60.0,-134.0,60.0,-134.0,59.0,87.61089879521336,lowest,lowest,Canada,0.0003938954994540519
307,-133.0,59.0,-134.0,59.0,-134.0,60.0,-133.0,60.0,-133.0,59.0,88.30485795333203,,lowest,Canada,0.0011726885427233867
308,-132.0,59.0,-133.0,59.0,-133.0,60.0,-132.0,60.0,-132.0,59.0,86.93814787096711,,lowest,Canada,0.0018704602739170722
309,-131.0,59.0,-132.0,59.0,-132.0,60.0,-131.0,60.0,-131.0,59.0,91.4811987534395,,lowest,Canada,0.00027896356133197555
310,-130.0,59.0,-131.0,59.0,-131.0,60.0,-130.0,60.0,-130.0,59.0,84.49539361206938,,lowest,Canada,0.0006701225419150145
325,-115.0,59.0,-116.0,59.0,-116.0,60.0,-115.0,60.0,-115.0,59.0,98.59689703800642,,lowest,Canada,0.00014331546575578648
326,-114.0,59.0,-115.0,59.0,-115.0,60.0,-114.0,60.0,-114.0,59.0,86.22427294714397,,lowest,Canada,0.0010827771975859422
327,-113.0,59.0,-114.0,59.0,-114.0,60.0,-113.0,60.0,-113.0,59.0,83.38116560686744,,lowest,Canada,0.0019153141128539154
328,-112.0,59.0,-113.0,59.0,-113.0,60.0,-112.0,60.0,-112.0,59.0,85.08461555285807,,lowest,Canada,0.001817561379297361
329,-111.0,59.0,-112.0,59.0,-112.0,60.0,-111.0,60.0,-111.0,59.0,85.09716688941165,,lowest,Canada,0.0027077582593131146
330,-110.0,59.0,-111.0,59.0,-111.0,60.0,-110.0,60.0,-110.0,59.0,83.60055018056738,,lowest,Canada,0.0025444091632024772
331,-109.0,59.0,-110.0,59.0,-110.0,60.0,-109.0,60.0,-109.0,59.0,83.91859263955715,,lowest,Canada,0.0015689530200207371
332,-108.0,59.0,-109.0,59.0,-109.0,60.0,-108.0,60.0,-108.0,59.0,83.912526442905,,lowest,Canada,0.0021549863565989954
333,-107.0,59.0,-108.0,59.0,-108.0,60.0,-107.0,60.0,-107.0,59.0,83.3920933271798,lowest,lowest,Canada,0.0035229572697220964
334,-106.0,59.0,-107.0,59.0,-107.0,60.0,-106.0,60.0,-106.0,59.0,82.74548865447218,lowest,lowest,Canada,0.0040987022073072235
335,-105.0,59.0,-106.0,59.0,-106.0,60.0,-105.0,60.0,-105.0,59.0,84.80617028478204,lowest,lowest,Canada,0.004441186666033452
336,-104.0,59.0,-105.0,59.0,-105.0,60.0,-104.0,60.0,-104.0,59.0,85.94933829847247,,lowest,Canada,0.00455133498445249
337,-103.0,59.0,-104.0,59.0,-104.0,60.0,-103.0,60.0,-103.0,59.0,82.55168525397633,,lowest,Canada,0.0046435690904659405
338,-102.0,59.0,-103.0,59.0,-103.0,60.0,-102.0,60.0,-102.0,59.0,83.03958259128062,,lowest,Canada,0.0030922664171556735
339,-101.0,59.0,-102.0,59.0,-102.0,60.0,-101.0,60.0,-101.0,59.0,89.43414423198371,,lowest,Canada,0.001376441937725489
340,-100.0,59.0,-101.0,59.0,-101.0,60.0,-100.0,60.0,-100.0,59.0,86.87122342388973,,lowest,Canada,0.0016814679189368566
341,-99.0,59.0,-100.0,59.0,-100.0,60.0,-99.0,60.0,-99.0,59.0,86.88064914252222,,lowest,Canada,0.002568203118016744
342,-98.0,59.0,-99.0,59.0,-99.0,60.0,-98.0,60.0,-98.0,59.0,86.81925307748259,,lowest,Canada,0.004038928555315404
343,-97.0,59.0,-98.0,59.0,-98.0,60.0,-97.0,60.0,-97.0,59.0,87.24444858204764,,lowest,Canada,0.005397396625122397
344,-96.0,59.0,-97.0,59.0,-97.0,60.0,-96.0,60.0,-96.0,59.0,85.26877562095709,,lowest,Canada,0.00553098326876476
345,-95.0,59.0,-96.0,59.0,-96.0,60.0,-95.0,60.0,-95.0,59.0,91.15660084138958,,lowest,Canada,0.005386627834497072
346,-94.0,59.0,-95.0,59.0,-95.0,60.0,-94.0,60.0,-94.0,59.0,89.48510490279853,,lowest,Canada,0.0013224585844938065
347,-78.0,59.0,-79.0,59.0,-79.0,60.0,-78.0,60.0,-78.0,59.0,81.0084464786649,,lowest,Canada,0.00012513258878005763
348,-77.0,59.0,-78.0,59.0,-78.0,60.0,-77.0,60.0,-77.0,59.0,81.85190299159349,,lowest,Canada,0.0035815144075467976
349,-76.0,59.0,-77.0,59.0,-77.0,60.0,-76.0,60.0,-76.0,59.0,81.22905220767646,,lowest,Canada,0.004138356872834369
350,-75.0,59.0,-76.0,59.0,-76.0,60.0,-75.0,60.0,-75.0,59.0,73.99387926832651,,lowest,Canada,0.003955068791354658
351,-74.0,59.0,-75.0,59.0,-75.0,60.0,-74.0,60.0,-74.0,59.0,74.40374689788524,,lowest,Canada,0.0017580794074730161
353,-72.0,59.0,-73.0,59.0,-73.0,60.0,-72.0,60.0,-72.0,59.0,82.43013207127704,,lowest,Canada,0.0004975433235915098
354,-71.0,59.0,-72.0,59.0,-72.0,60.0,-71.0,60.0,-71.0,59.0,85.33840441334493,,lowest,Canada,0.0019594876474757707
355,-70.0,59.0,-71.0,59.0,-71.0,60.0,-70.0,60.0,-70.0,59.0,89.63662823982746,,lowest,Canada,0.002511303228366503
356,-69.0,59.0,-70.0,59.0,-70.0,60.0,-69.0,60.0,-69.0,59.0,88.60151804028816,lowest,lowest,Canada,0.0006325369373712317
357,-65.0,59.0,-66.0,59.0,-66.0,60.0,-65.0,60.0,-65.0,59.0,84.50596912908513,,lowest,Canada,0.0013611299227636493
358,-64.0,59.0,-65.0,59.0,-65.0,60.0,-64.0,60.0,-64.0,59.0,81.45357748616185,,lowest,Canada,0.0052756176474130145
359,-63.0,59.0,-64.0,59.0,-64.0,60.0,-63.0,60.0,-63.0,59.0,80.73420254811766,,lowest,Canada,0.00016778878075410136
361,15.0,59.0,14.0,59.0,14.0,60.0,15.0,60.0,15.0,59.0,88.66890341180077,lowest,lowest,Sweden,4.808428837213636e-05
362,16.0,59.0,15.0,59.0,15.0,60.0,16.0,60.0,16.0,59.0,91.32209012091297,lowest,lowest,Sweden,1.675351089661393e-05
364,24.0,59.0,23.0,59.0,23.0,60.0,24.0,60.0,24.0,59.0,90.3095840112021,lowest,lowest,Estonia,0.0003254733351730526
365,25.0,59.0,24.0,59.0,24.0,60.0,25.0,60.0,25.0,59.0,90.04879713623917,medium,lowest,Estonia,0.004821056548384376
366,26.0,59.0,25.0,59.0,25.0,60.0,26.0,60.0,26.0,59.0,89.352611832648,medium,lowest,Estonia,0.0052762839730662765
367,27.0,59.0,26.0,59.0,26.0,60.0,27.0,60.0,27.0,59.0,87.49915014434741,medium,lowest,Estonia,0.004742721836627969
368,28.0,59.0,27.0,59.0,27.0,60.0,28.0,60.0,28.0,59.0,86.89672553919671,low,lowest,Estonia,0.0033459633702774276
369,29.0,59.0,28.0,59.0,28.0,60.0,29.0,60.0,29.0,59.0,88.78323941067758,high,lowest,Russia,0.010092906365260005
370,30.0,59.0,29.0,59.0,29.0,60.0,30.0,60.0,30.0,59.0,87.17417052052035,high,lowest,Russia,0.00905583173634971
371,31.0,59.0,30.0,59.0,30.0,60.0,31.0,60.0,31.0,59.0,84.3023525420554,high,lowest,Russia,0.00985427284672476
372,32.0,59.0,31.0,59.0,31.0,60.0,32.0,60.0,32.0,59.0,91.02852978168244,low,lowest,Russia,0.001481819730356658
373,33.0,59.0,32.0,59.0,32.0,60.0,33.0,60.0,33.0,59.0,84.59320324697882,lowest,lowest,Russia,0.0013005815970283496
374,34.0,59.0,33.0,59.0,33.0,60.0,34.0,60.0,34.0,59.0,82.44207186929525,medium,lowest,Russia,0.0073120019024918576
375,35.0,59.0,34.0,59.0,34.0,60.0,35.0,60.0,35.0,59.0,81.45715412282651,medium,low,Russia,0.010053904595291646
376,36.0,59.0,35.0,59.0,35.0,60.0,36.0,60.0,36.0,59.0,82.24326872090968,low,low,Russia,0.00890021487289367
377,37.0,59.0,36.0,59.0,36.0,60.0,37.0,60.0,37.0,59.0,84.55866115878814,medium,low,Russia,0.008707443178099666
378,38.0,59.0,37.0,59.0,37.0,60.0,38.0,60.0,38.0,59.0,86.32484865540104,medium,lowest,Russia,0.009901482565215832
379,39.0,59.0,38.0,59.0,38.0,60.0,39.0,60.0,39.0,59.0,83.52926300087341,low,lowest,Russia,0.0030268744216979614
381,41.0,59.0,40.0,59.0,40.0,60.0,41.0,60.0,41.0,59.0,89.16763668863365,lowest,lowest,Russia,0.0003417352112284732
382,42.0,59.0,41.0,59.0,41.0,60.0,42.0,60.0,42.0,59.0,89.72965577736838,lowest,lowest,Russia,0.0003703630537082345
383,43.0,59.0,42.0,59.0,42.0,60.0,43.0,60.0,43.0,59.0,86.08551587550417,lowest,lowest,Russia,0.0008895515379736495
384,44.0,59.0,43.0,59.0,43.0,60.0,44.0,60.0,44.0,59.0,84.65159501346518,low,lowest,Russia,0.004040501032064224
385,45.0,59.0,44.0,59.0,44.0,60.0,45.0,60.0,45.0,59.0,82.66691618968348,low,lowest,Russia,0.004830329399923901
386,46.0,59.0,45.0,59.0,45.0,60.0,46.0,60.0,46.0,59.0,93.03767727627586,lowest,lowest,Russia,0.00026071986741797926
387,47.0,59.0,46.0,59.0,46.0,60.0,47.0,60.0,47.0,59.0,82.92040259403784,low,lowest,Russia,0.00402587417897532
388,48.0,59.0,47.0,59.0,47.0,60.0,48.0,60.0,48.0,59.0,83.21259184928887,low,lowest,Russia,0.007189917656353331
389,49.0,59.0,48.0,59.0,48.0,60.0,49.0,60.0,49.0,59.0,83.36564202506864,low,lowest,Russia,0.004628550808866182
390,50.0,59.0,49.0,59.0,49.0,60.0,50.0,60.0,50.0,59.0,81.8014352465947,low,lowest,Russia,0.005548396052895102
391,51.0,59.0,50.0,59.0,50.0,60.0,51.0,60.0,51.0,59.0,85.33626426911343,low,low,Russia,0.007870024108567693
392,52.0,59.0,51.0,59.0,51.0,60.0,52.0,60.0,52.0,59.0,85.0052497969964,low,low,Russia,0.008203459368506657
393,53.0,59.0,52.0,59.0,52.0,60.0,53.0,60.0,53.0,59.0,84.17591727930143,low,low,Russia,0.00865943059442863
394,54.0,59.0,53.0,59.0,53.0,60.0,54.0,60.0,54.0,59.0,86.21372688024975,low,low,Russia,0.008819516385325842
395,55.0,59.0,54.0,59.0,54.0,60.0,55.0,60.0,55.0,59.0,91.44824285835979,low,low,Russia,0.008680806699121387
396,56.0,59.0,55.0,59.0,55.0,60.0,56.0,60.0,56.0,59.0,88.69563875672918,low,low,Russia,0.008200507550553527
397,57.0,59.0,56.0,59.0,56.0,60.0,57.0,60.0,57.0,59.0,83.07197799946812,low,low,Russia,0.008666281628972873
398,58.0,59.0,57.0,59.0,57.0,60.0,58.0,60.0,58.0,59.0,83.77290619533541,medium,low,Russia,0.009807100700842068
399,59.0,59.0,58.0,59.0,58.0,60.0,59.0,60.0,59.0,59.0,82.20216034141295,medium,low,Russia,0.012258894636806633
400,60.0,59.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,59.0,82.47657962536371,medium,low,Russia,0.01121788826205773
401,61.0,59.0,60.0,59.0,60.0,60.0,61.0,60.0,61.0,59.0,86.19455067933316,lowest,lowest,Russia,0.001653008942199696
403,63.0,59.0,62.0,59.0,62.0,60.0,63.0,60.0,63.0,59.0,92.02779657855427,lowest,lowest,Russia,0.00045443180663537594
404,64.0,59.0,63.0,59.0,63.0,60.0,64.0,60.0,64.0,59.0,99.97502500916896,lowest,lowest,Russia,0.00020573756910987348
415,75.0,59.0,74.0,59.0,74.0,60.0,75.0,60.0,75.0,59.0,89.04669661812112,lowest,lowest,Russia,0.00040085874473491895
416,76.0,59.0,75.0,59.0,75.0,60.0,76.0,60.0,76.0,59.0,81.74496819313184,lowest,lowest,Russia,0.004080747224345901
417,77.0,59.0,76.0,59.0,76.0,60.0,77.0,60.0,77.0,59.0,82.4988668151386,lowest,low,Russia,0.007121465740861237
418,78.0,59.0,77.0,59.0,77.0,60.0,78.0,60.0,78.0,59.0,83.30985319291273,lowest,lowest,Russia,0.006769002812471741
419,79.0,59.0,78.0,59.0,78.0,60.0,79.0,60.0,79.0,59.0,84.00931554377107,lowest,lowest,Russia,0.005241390471308348
420,80.0,59.0,79.0,59.0,79.0,60.0,80.0,60.0,80.0,59.0,84.89594748304226,lowest,lowest,Russia,0.003862636432127975
421,81.0,59.0,80.0,59.0,80.0,60.0,81.0,60.0,81.0,59.0,84.10743354790907,lowest,lowest,Russia,0.004004506337036861
422,82.0,59.0,81.0,59.0,81.0,60.0,82.0,60.0,82.0,59.0,82.40645935029332,lowest,lowest,Russia,0.0046361401041818935
423,83.0,59.0,82.0,59.0,82.0,60.0,83.0,60.0,83.0,59.0,82.37137299003821,lowest,lowest,Russia,0.005425674434814899
424,84.0,59.0,83.0,59.0,83.0,60.0,84.0,60.0,84.0,59.0,80.9427931717584,lowest,low,Russia,0.007480124447783422
425,85.0,59.0,84.0,59.0,84.0,60.0,85.0,60.0,85.0,59.0,81.2146629751494,lowest,low,Russia,0.007535136289331249
426,86.0,59.0,85.0,59.0,85.0,60.0,86.0,60.0,86.0,59.0,81.29505978343016,lowest,lowest,Russia,0.007096661104409564
427,87.0,59.0,86.0,59.0,86.0,60.0,87.0,60.0,87.0,59.0,81.26750088840964,lowest,low,Russia,0.007574542951061081
428,88.0,59.0,87.0,59.0,87.0,60.0,88.0,60.0,88.0,59.0,82.24348900576642,lowest,lowest,Russia,0.005093153994698593
429,89.0,59.0,88.0,59.0,88.0,60.0,89.0,60.0,89.0,59.0,85.87505630353533,lowest,low,Russia,0.007411969451168487
430,90.0,59.0,89.0,59.0,89.0,60.0,90.0,60.0,90.0,59.0,83.63353533687497,lowest,low,Russia,0.007874752226151527
431,91.0,59.0,90.0,59.0,90.0,60.0,91.0,60.0,91.0,59.0,84.65514470963258,lowest,low,Russia,0.008318303133820714
432,92.0,59.0,91.0,59.0,91.0,60.0,92.0,60.0,92.0,59.0,85.17889977897981,lowest,low,Russia,0.008643264365549685
433,93.0,59.0,92.0,59.0,92.0,60.0,93.0,60.0,93.0,59.0,87.73894397910982,lowest,low,Russia,0.008162048806820196
434,94.0,59.0,93.0,59.0,93.0,60.0,94.0,60.0,94.0,59.0,89.96835367936443,lowest,low,Russia,0.009053789731092504
435,95.0,59.0,94.0,59.0,94.0,60.0,95.0,60.0,95.0,59.0,86.58391624690492,lowest,low,Russia,0.008645497384603245
436,96.0,59.0,95.0,59.0,95.0,60.0,96.0,60.0,96.0,59.0,83.15389177499006,lowest,lowest,Russia,0.006175628646754419
437,97.0,59.0,96.0,59.0,96.0,60.0,97.0,60.0,97.0,59.0,84.33638685912256,lowest,lowest,Russia,0.0033782962903819635
438,98.0,59.0,97.0,59.0,97.0,60.0,98.0,60.0,98.0,59.0,84.0842319010435,lowest,lowest,Russia,0.004129190198338259
439,99.0,59.0,98.0,59.0,98.0,60.0,99.0,60.0,99.0,59.0,82.76634623253362,lowest,lowest,Russia,0.00454286147530416
440,100.0,59.0,99.0,59.0,99.0,60.0,100.0,60.0,100.0,59.0,85.18517429098661,low,lowest,Russia,0.005951026534208613
441,101.0,59.0,100.0,59.0,100.0,60.0,101.0,60.0,101.0,59.0,84.52905247209279,lowest,lowest,Russia,0.004487697944180248
442,102.0,59.0,101.0,59.0,101.0,60.0,102.0,60.0,102.0,59.0,81.37575469250893,lowest,lowest,Russia,0.0039971695433794275
443,103.0,59.0,102.0,59.0,102.0,60.0,103.0,60.0,103.0,59.0,82.97785253780332,lowest,lowest,Russia,0.0028912683603947767
444,104.0,59.0,103.0,59.0,103.0,60.0,104.0,60.0,104.0,59.0,85.83489933542786,lowest,lowest,Russia,0.0011474209607254386
449,109.0,59.0,108.0,59.0,108.0,60.0,109.0,60.0,109.0,59.0,87.92548198237068,,lowest,Russia,0.0007601367145063799
450,110.0,59.0,109.0,59.0,109.0,60.0,110.0,60.0,110.0,59.0,82.02693699831084,lowest,lowest,Russia,0.0042824158451592
451,111.0,59.0,110.0,59.0,110.0,60.0,111.0,60.0,111.0,59.0,82.78586939848547,lowest,lowest,Russia,0.00538981109957634
452,112.0,59.0,111.0,59.0,111.0,60.0,112.0,60.0,112.0,59.0,86.63840526102396,lowest,lowest,Russia,0.005768951974574672
453,113.0,59.0,112.0,59.0,112.0,60.0,113.0,60.0,113.0,59.0,91.87092279263248,lowest,lowest,Russia,0.006480795821073737
454,114.0,59.0,113.0,59.0,113.0,60.0,114.0,60.0,114.0,59.0,92.58499824800043,lowest,lowest,Russia,0.0048215436728883685
455,115.0,59.0,114.0,59.0,114.0,60.0,115.0,60.0,115.0,59.0,97.0860018951816,lowest,lowest,Russia,0.0008988733015486734
456,116.0,59.0,115.0,59.0,115.0,60.0,116.0,60.0,116.0,59.0,89.52390523967523,,lowest,Russia,0.0016850197064045094
457,117.0,59.0,116.0,59.0,116.0,60.0,117.0,60.0,117.0,59.0,91.58585122298574,,lowest,Russia,0.0026975499843193435
458,118.0,59.0,117.0,59.0,117.0,60.0,118.0,60.0,118.0,59.0,87.51142409776233,,lowest,Russia,0.0031874411763358965
459,119.0,59.0,118.0,59.0,118.0,60.0,119.0,60.0,119.0,59.0,86.71225440004199,,lowest,Russia,0.004160942605065064
460,120.0,59.0,119.0,59.0,119.0,60.0,120.0,60.0,120.0,59.0,92.05904102582308,,lowest,Russia,0.005300471679071828
461,121.0,59.0,120.0,59.0,120.0,60.0,121.0,60.0,121.0,59.0,91.00448911179025,,lowest,Russia,0.006046644398833814
462,122.0,59.0,121.0,59.0,121.0,60.0,122.0,60.0,122.0,59.0,92.86059818970247,,lowest,Russia,0.005148257365117094
463,123.0,59.0,122.0,59.0,122.0,60.0,123.0,60.0,123.0,59.0,93.05855611050504,lowest,lowest,Russia,0.0008951797036643624
464,124.0,59.0,123.0,59.0,123.0,60.0,124.0,60.0,124.0,59.0,94.11828787486021,lowest,lowest,Russia,0.00044020421721123926
465,125.0,59.0,124.0,59.0,124.0,60.0,125.0,60.0,125.0,59.0,91.56093610498071,lowest,lowest,Russia,0.0008851164918430403
466,126.0,59.0,125.0,59.0,125.0,60.0,126.0,60.0,126.0,59.0,93.15432397381531,lowest,lowest,Russia,0.0026093706955402814
467,127.0,59.0,126.0,59.0,126.0,60.0,127.0,60.0,127.0,59.0,88.6788926810174,lowest,lowest,Russia,0.001436270516335046
468,128.0,59.0,127.0,59.0,127.0,60.0,128.0,60.0,128.0,59.0,85.56441230399354,lowest,lowest,Russia,0.001856248007633834
469,129.0,59.0,128.0,59.0,128.0,60.0,129.0,60.0,129.0,59.0,83.56011553482038,lowest,lowest,Russia,0.0024538229666024886
470,130.0,59.0,129.0,59.0,129.0,60.0,130.0,60.0,130.0,59.0,83.63111812676553,lowest,lowest,Russia,0.003612794914926197
471,131.0,59.0,130.0,59.0,130.0,60.0,131.0,60.0,131.0,59.0,83.23664591657041,lowest,lowest,Russia,0.0037654758074930853
472,132.0,59.0,131.0,59.0,131.0,60.0,132.0,60.0,132.0,59.0,84.09433220477936,lowest,lowest,Russia,0.0045724740497589626
473,133.0,59.0,132.0,59.0,132.0,60.0,133.0,60.0,133.0,59.0,90.05334468216385,lowest,lowest,Russia,0.0028700185693588333
474,134.0,59.0,133.0,59.0,133.0,60.0,134.0,60.0,134.0,59.0,88.10945118485563,,lowest,Russia,0.0016168309259270881
475,135.0,59.0,134.0,59.0,134.0,60.0,135.0,60.0,135.0,59.0,92.62992037901527,,lowest,Russia,0.0012002439152013155
476,136.0,59.0,135.0,59.0,135.0,60.0,136.0,60.0,136.0,59.0,93.18326608621787,,lowest,Russia,0.0012473514775096642
478,138.0,59.0,137.0,59.0,137.0,60.0,138.0,60.0,138.0,59.0,87.00659733162055,,lowest,Russia,0.0007847942344201355
479,139.0,59.0,138.0,59.0,138.0,60.0,139.0,60.0,139.0,59.0,90.52056377585768,,lowest,Russia,0.003858201884511328
480,140.0,59.0,139.0,59.0,139.0,60.0,140.0,60.0,140.0,59.0,84.01797589189613,,lowest,Russia,0.007016888741458113
481,141.0,59.0,140.0,59.0,140.0,60.0,141.0,60.0,141.0,59.0,83.21239539663635,,lowest,Russia,0.006465842776356521
482,142.0,59.0,141.0,59.0,141.0,60.0,142.0,60.0,142.0,59.0,88.43476724703817,,lowest,Russia,0.0035629116490402744
483,143.0,59.0,142.0,59.0,142.0,60.0,143.0,60.0,143.0,59.0,90.53367471712643,,lowest,Russia,0.0011618042037220063
484,160.0,59.0,159.0,59.0,159.0,60.0,160.0,60.0,160.0,59.0,90.37875299779327,,lowest,Russia,0.00012247513348593634
485,161.0,59.0,160.0,59.0,160.0,60.0,161.0,60.0,161.0,59.0,82.41839802613082,,lowest,Russia,0.0027523008331864773
486,162.0,59.0,161.0,59.0,161.0,60.0,162.0,60.0,162.0,59.0,81.87466523592109,,lowest,Russia,0.007012125286157144
487,163.0,59.0,162.0,59.0,162.0,60.0,163.0,60.0,163.0,59.0,85.92828146952391,,lowest,Russia,0.006295029944202644
488,164.0,59.0,163.0,59.0,163.0,60.0,164.0,60.0,164.0,59.0,82.01118974396977,,lowest,Russia,0.0010979246356176663
489,165.0,59.0,164.0,59.0,164.0,60.0,165.0,60.0,165.0,59.0,90.54782740574603,,lowest,Russia,1.9157071032166294e-05
490,-137.0,58.0,-138.0,58.0,-138.0,59.0,-137.0,59.0,-137.0,58.0,90.65096472523105,,lowest,United States,0.0002461835173071962
491,-136.0,58.0,-137.0,58.0,-137.0,59.0,-136.0,59.0,-136.0,58.0,89.91455841108278,,lowest,United States,0.0006101663844671435
492,-135.0,58.0,-136.0,58.0,-136.0,59.0,-135.0,59.0,-135.0,58.0,85.15224538930745,lowest,lowest,United States,0.0012927901110115138
493,-134.0,58.0,-135.0,58.0,-135.0,59.0,-134.0,59.0,-134.0,58.0,87.44401341151692,lowest,lowest,United States,0.002026073673102134
494,-133.0,58.0,-134.0,58.0,-134.0,59.0,-133.0,59.0,-133.0,58.0,83.39661520547513,lowest,low,Canada,0.008136060153471113
495,-132.0,58.0,-133.0,58.0,-133.0,59.0,-132.0,59.0,-132.0,58.0,88.48240215726159,,lowest,Canada,0.006299149402820552
496,-131.0,58.0,-132.0,58.0,-132.0,59.0,-131.0,59.0,-131.0,58.0,85.80409868571176,,lowest,Canada,0.005760584782486649
497,-130.0,58.0,-131.0,58.0,-131.0,59.0,-130.0,59.0,-130.0,58.0,87.74337922851782,lowest,lowest,Canada,0.0032520781631622977
