,name,iso3,1850,1900,1910,1945,1980,2015,SSP1,SSP3,SSP5
0,Afghanistan,AFG,14.911898734177216,14.704978902953584,16.469324894514767,24.826413502109705,21.035105485232066,20.108860759493677,21.537004219409283,12.69801687763713,17.022953586497895
1,Albania,ALB,32.41866666666667,17.449333333333335,16.28533333333333,18.453333333333333,24.634666666666664,33.730000000000004,36.778,36.43866666666667,32.00933333333334
2,Algeria,DZA,38.451919191919195,20.866060606060604,19.032626262626263,18.73787878787879,9.097878787878786,8.744747474747475,1.0639393939393942,1.5451515151515156,7.816464646464646
3,Angola,AGO,6.349083333333333,7.287999999999999,8.592527777777777,16.38780555555556,26.032416666666666,43.42652777777778,52.18508333333333,7.337888888888888,38.894
4,Argentina,ARG,51.203600000000016,47.82868148148149,43.920459259259275,34.86438518518519,26.221496296296305,23.217362962962984,26.99794074074075,21.128844444444454,22.02004444444445
5,Armenia,ARM,13.572083333333332,8.50875,7.922499999999999,8.100833333333334,8.6975,7.270833333333333,8.022916666666665,7.072083333333333,7.140833333333333
6,Aruba,ABW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Australia,AUS,2.6471596244131455,7.621455399061033,4.200011737089201,2.6892723004694834,5.292300469483567,5.902852112676057,7.475586854460093,7.829647887323943,6.4238380281690155
8,Austria,AUT,16.747692307692304,12.37025641025641,12.067179487179487,11.796923076923079,14.17974358974359,22.69076923076923,32.58153846153846,24.82641025641026,18.642564102564105
9,Azerbaijan,AZE,1.027222222222222,8.891666666666666,3.7488888888888887,3.6788888888888884,8.539444444444444,12.620555555555555,15.545,15.627222222222223,10.857222222222225
10,Bahrain,BHR,0.0,100.0,100.0,100.0,80.02,10.74,0.0,0.0,0.0
11,Bangladesh,BGD,5.497142857142857,10.864285714285712,12.417619047619048,11.045714285714288,6.596190476190476,3.3085714285714283,4.541904761904762,3.3385714285714285,5.31095238095238
12,Belarus,BLR,60.41753623188407,41.80782608695653,38.70695652173913,37.21942028985507,29.203333333333333,32.24913043478261,37.93623188405797,36.74057971014492,31.5463768115942
13,Belgium,BEL,17.753333333333334,14.978333333333333,14.573333333333332,13.363333333333335,15.635,11.656666666666666,15.42,13.185000000000002,13.378333333333332
14,Belize,BLZ,93.14,92.17416666666666,91.36583333333333,80.38333333333334,63.889166666666654,53.030833333333334,68.4225,49.35333333333333,60.0725
15,Benin,BEN,12.845416666666665,11.132499999999999,10.988750000000001,5.357916666666667,5.011666666666668,2.7104166666666667,2.762916666666667,2.6033333333333335,2.5820833333333333
16,Bolivia,BOL,16.851898148148152,27.61074074074074,34.30560185185185,56.44217592592593,49.69097222222222,36.901157407407396,48.25995370370371,37.833981481481494,38.123379629629625
17,Bosnia and Herzegovina,BIH,63.23,6.400000000000001,3.4166666666666665,5.166666666666667,14.886666666666665,71.62,78.91,78.38666666666667,65.60000000000001
18,Botswana,BWA,0.0,0.0,0.0,3.125,26.9453125,36.92697916666666,38.40197916666667,39.27354166666667,57.446562500000006
19,Brazil,BRA,21.393272300469487,26.694591549295765,27.014802816901398,44.06023004694834,41.52049295774649,41.73146009389671,42.780399061032846,37.65215492957747,42.54823474178405
20,Brunei Darussalam,BRN,0.0,0.0,0.0,33.333333333333336,99.95777777777778,97.03555555555556,97.58666666666669,96.18777777777775,90.44888888888887
21,Bulgaria,BGR,74.53190476190476,59.324285714285715,50.10571428571428,47.29904761904762,45.5104761904762,60.99000000000001,63.21952380952382,58.97095238095239,59.731904761904765
22,Burkina Faso,BFA,1.4596296296296296,1.1481481481481481,1.0637037037037036,0.9866666666666667,1.0748148148148147,1.210740740740741,1.2166666666666668,1.308888888888889,1.2648148148148148
23,Burma,MMR,38.6691935483871,38.90564516129032,42.47059139784946,55.73935483870969,54.55548387096775,44.229677419354836,44.54456989247311,41.7824193548387,45.37704301075269
24,Burundi,BDI,48.44,60.08809523809524,59.35666666666666,49.33523809523809,32.145714285714284,20.88095238095238,21.11095238095238,7.004761904761904,14.426190476190476
25,Cambodia,KHM,40.7989393939394,40.18575757575758,42.599848484848486,46.81257575757576,45.10757575757575,34.54333333333334,35.670606060606055,34.59045454545455,37.43757575757576
26,Cameroon,CMR,20.35358974358974,24.222115384615392,27.73224358974359,35.86948717948718,47.99391025641026,41.89378205128206,51.69756410256411,12.40551282051282,26.345320512820518
27,Canada,CAN,19.909482587064677,25.88137313432836,28.988935323383078,30.507432835820897,28.94723383084578,31.3485671641791,34.55877611940298,29.27903482587064,30.63691542288557
28,Central African Republic,CAF,1.8310833333333332,1.3745,1.3758333333333332,5.412583333333333,9.044916666666667,17.466166666666666,23.18608333333333,11.06425,18.74475
29,Chad,TCD,32.48992248062015,29.978837209302327,29.274961240310077,35.1870542635659,44.173953488372085,39.374573643410834,41.82875968992248,17.7837984496124,19.992713178294572
30,Chile,CHL,7.906666666666666,15.728846153846156,22.486602564102565,29.85038461538461,24.702948717948715,27.943782051282042,29.178782051282052,24.59282051282052,25.98221153846153
31,China,CHN,26.004601769911517,27.809633375474093,26.39106194690264,27.465406658238518,17.813961230509904,15.5346776232617,18.319047619047623,16.616127265065312,16.83239780868101
32,Colombia,COL,15.505789473684212,17.026596491228073,22.463543859649125,25.170175438596484,28.37814035087719,23.399157894736845,27.630315789473674,26.14582456140351,24.70378947368421
33,Congo,COG,2.777777777777778,8.333333333333334,8.333333333333334,31.635555555555555,77.64875,79.84027777777777,80.51763888888888,52.16958333333333,62.46291666666668
34,Costa Rica,CRI,89.70545454545454,95.1130303030303,94.81787878787878,90.09363636363638,69.51818181818182,61.901818181818186,75.66212121212122,63.91242424242424,62.31424242424242
35,Cote d'Ivoire,CIV,32.21076190476191,34.62133333333333,35.44714285714286,38.52885714285714,30.40419047619048,25.408761904761906,24.79666666666667,17.268095238095235,19.588095238095246
36,Croatia,HRV,72.83508771929823,56.84315789473684,54.06473684210527,55.69157894736842,59.280701754385966,73.69543859649121,75.51175438596492,75.95964912280702,71.18912280701754
37,Cuba,CUB,93.91333333333334,90.87782608695652,88.16115942028985,70.47942028985506,30.29637681159421,23.72768115942029,38.04376811594202,25.778985507246375,23.935652173913045
38,Cyprus,CYP,48.76733333333333,33.59066666666667,49.47866666666667,50.23600000000001,54.62733333333333,46.55533333333333,48.074666666666666,47.97533333333333,42.82933333333333
39,Czech Republic,CZE,52.42333333333334,23.94066666666667,22.746,22.488666666666663,22.926666666666666,28.971333333333334,35.837333333333326,52.470666666666666,26.953333333333333
40,Democratic Republic of the Congo,COD,21.58675213675214,25.45457264957265,28.642286324786323,48.14538461538462,73.78299145299144,75.81587606837606,77.2352777777778,66.73717948717949,71.92658119658121
41,Denmark,DNK,28.572666666666667,26.342888888888893,25.96488888888889,25.373333333333335,25.587555555555554,34.708444444444446,41.02,35.180666666666674,33.91133333333333
42,Djibouti,DJI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Dominican Republic,DOM,71.1711111111111,76.9074074074074,73.75777777777778,52.10074074074074,33.40851851851851,27.274814814814807,34.595555555555556,28.11111111111111,27.392962962962965
44,Ecuador,ECU,22.527849462365594,32.77806451612903,48.14107526881721,40.773763440860215,34.06344086021505,28.296344086021502,33.0468817204301,27.05096774193548,25.352795698924734
45,Egypt,EGY,33.110645161290314,31.733010752688173,30.767634408602152,25.33225806451613,20.366774193548384,17.027741935483874,0.43408602150537634,1.4829032258064514,11.049032258064514
46,El Salvador,SLV,70.09,60.51,56.54666666666666,42.083333333333336,25.679999999999996,20.293333333333333,26.096666666666664,21.419999999999998,19.69
47,Equatorial Guinea,GNQ,0.0,0.0,0.0,0.0,88.8888888888889,88.8888888888889,88.6511111111111,64.77666666666667,78.43444444444445
48,Eritrea,ERI,34.934444444444445,41.43518518518518,41.55703703703704,40.25888888888889,28.738518518518518,31.734074074074073,31.03962962962963,15.6862962962963,28.609629629629627
49,Estonia,EST,71.37277777777778,66.85944444444443,62.507222222222225,63.050555555555555,70.60666666666667,84.41833333333334,86.36388888888888,86.00722222222221,79.82555555555557
50,Ethiopia,ETH,7.626352201257862,9.604308176100627,9.295786163522012,15.772924528301886,23.661761006289307,24.66286163522013,22.212830188679238,8.935566037735848,18.17761006289308
51,Finland,FIN,83.82780141843972,76.08163120567376,71.48489361702126,69.68063829787233,80.76028368794326,83.48702127659574,79.47666666666667,79.68056737588653,74.4645390070922
52,France,FRA,25.943568627450976,21.285686274509803,20.672078431372547,20.20560784313726,25.52176470588235,31.52745098039216,40.58121568627451,31.548627450980394,26.81933333333333
53,French Guiana,GUF,0.0,0.0,0.0,100.0,100.0,99.455,100.0,98.71333333333332,98.83
54,Gabon,GAB,4.761904761904762,9.523809523809524,9.523809523809524,28.5352380952381,69.03079365079365,81.96539682539684,82.65507936507936,84.41063492063493,90.57412698412698
55,Gambia,GMB,2.6908333333333334,1.4891666666666665,1.3841666666666665,1.6516666666666666,3.750833333333334,4.3566666666666665,4.465833333333333,4.496666666666667,4.4925
56,Georgia,GEO,7.517619047619047,6.5042857142857144,6.004761904761906,8.577142857142857,9.433333333333332,6.2214285714285715,7.58857142857143,11.826190476190476,6.150952380952382
57,Germany,DEU,38.876250000000006,35.15470238095238,34.74559523809523,34.00452380952381,34.968690476190474,39.05148809523809,44.74077380952382,39.34369047619048,36.98625
58,Ghana,GHA,40.442933333333336,40.3104,39.90346666666667,44.083333333333336,34.02866666666666,29.572666666666667,27.654266666666672,14.957733333333335,19.770933333333335
59,Gibraltar,GIB,9.69,7.713333333333334,7.623333333333334,7.61,9.886666666666665,23.01666666666667,30.11,20.256666666666664,21.243333333333332
60,Greece,GRC,53.98496453900709,47.79070921985815,46.078439716312054,44.09354609929077,51.539078014184405,60.531631205673754,62.92872340425533,58.8645390070922,57.889290780141835
61,Guatemala,GTM,91.7666666666667,90.13111111111111,89.90666666666668,82.7411111111111,75.84777777777776,62.66666666666666,79.32333333333334,56.541111111111114,71.8288888888889
62,Guinea,GIN,9.599166666666667,19.623194444444444,20.678888888888896,25.446944444444444,12.241527777777776,4.8556944444444445,5.016805555555556,3.116388888888889,3.949583333333333
63,Guinea-Bissau,GNB,0.0,40.00533333333334,40.004,58.950666666666656,32.964000000000006,21.864666666666665,24.215333333333334,6.957333333333334,11.390666666666666
64,Guyana,GUY,21.428571428571427,21.428571428571427,30.95190476190476,30.520714285714288,50.01166666666666,49.95452380952381,49.951666666666675,69.5747619047619,49.39690476190476
65,Haiti,HTI,96.49133333333334,94.40599999999999,93.45266666666667,41.13266666666667,6.77,3.958,10.044666666666666,4.879333333333332,4.429333333333333
66,Honduras,HND,92.32541666666668,90.66208333333333,89.84083333333335,79.22500000000001,64.59458333333333,56.96291666666667,71.37083333333334,52.473333333333336,57.14958333333334
67,Hungary,HUN,52.69450980392157,33.195882352941176,30.555098039215682,31.92176470588235,35.309215686274506,40.57078431372549,50.657647058823535,52.4135294117647,32.329607843137254
68,India,IND,41.948414055080725,40.93768281101614,40.70491927825261,40.3306457739791,34.21263057929723,32.988698955365614,33.514624881291546,2.843979107312439,20.505479582146243
69,Indonesia,IDN,70.79305830583058,83.88884488448844,82.38693069306932,76.5849614961496,73.98844884488449,66.89641364136412,71.43418041804178,63.537887788778875,68.78353135313532
70,Iran (Islamic Republic of),IRN,33.39964205816555,29.609261744966446,28.40306487695749,23.57854586129754,16.170223713646536,9.503534675615212,2.0992841163310962,1.649463087248322,4.261431767337807
71,Iraq,IRQ,27.997500000000002,23.592583333333337,21.83016666666667,14.42258333333333,7.563666666666667,5.9870833333333335,3.1399999999999992,2.8060833333333335,4.789166666666666
72,Ireland,IRL,6.642456140350878,6.825263157894736,6.7107017543859655,6.66456140350877,6.12,10.878596491228071,12.617017543859648,10.970877192982458,7.843859649122808
73,Isle of Man,IMN,12.913333333333334,17.16333333333333,17.133333333333333,17.133333333333333,17.186666666666664,12.763333333333334,11.893333333333333,11.503333333333332,11.32
74,Israel,ISR,16.027777777777775,38.45444444444444,38.69611111111111,32.99555555555556,29.814999999999998,28.618333333333336,4.1305555555555555,4.411666666666666,17.298333333333332
75,Italy,ITA,40.496461538461524,35.617538461538466,33.374666666666656,32.63953846153847,40.39061538461539,48.969589743589744,55.723487179487186,49.85241025641026,41.85523076923078
76,Jamaica,JAM,99.33416666666669,98.91916666666667,98.91916666666667,94.6475,54.70416666666667,43.3075,66.57416666666667,45.2225,43.29083333333333
77,Japan,JPN,62.69395061728395,62.10962962962963,62.199341563786014,58.47555555555556,71.84473251028807,80.41930041152263,78.52938271604938,81.0702880658436,75.55847736625515
78,Jordan,JOR,27.82133333333333,37.178,34.026666666666664,24.452666666666662,21.024,20.401333333333334,1.3353333333333335,1.3393333333333333,15.028666666666666
79,Kazakhstan,KAZ,36.21264492753622,36.68126811594205,35.76280797101449,32.85376811594204,14.624583333333334,9.656014492753622,11.124782608695652,7.3880615942029,9.52179347826087
80,Kenya,KEN,18.94232142857143,22.513809523809524,21.904702380952376,26.112738095238097,23.050535714285715,22.083690476190473,21.36345238095238,14.16589285714285,16.134761904761906
81,"Korea, Democratic People's Republic of",PRK,69.1352380952381,71.53333333333335,72.02642857142858,66.6204761904762,67.33619047619048,68.76595238095238,71.33095238095238,66.10952380952381,67.29642857142858
82,"Korea, Republic of",KOR,67.17977777777777,70.74377777777778,71.02600000000001,66.16199999999999,75.38933333333334,76.30866666666667,77.81377777777777,74.978,75.64266666666667
83,Kuwait,KWT,8.19,1.84,0.67,0.0,0.0,0.0,0.0,0.0,0.0
84,Kyrgyzstan,KGZ,15.865072463768113,16.650144927536235,19.005507246376812,15.274347826086958,1.4694202898550726,1.316231884057971,1.560144927536232,1.2844927536231887,1.3042028985507246
