,2015,SSP1,SSP3,SSP5,lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5
281,19912.98178078925,-2.5241357632259893,0.40463476940032567,-2.4326464294005348,-3.0,57.0,-4.0,57.0,-4.0,58.0,-3.0,58.0,-3.0,57.0
282,452383.0508988583,-0.515361046125132,0.18188939170026838,-0.6504022706086824,-2.0,57.0,-3.0,57.0,-3.0,58.0,-2.0,58.0,-2.0,57.0
283,68661.2035086283,0.6531946629355905,2.40400677512221,1.7991518387416319,-1.0,57.0,-2.0,57.0,-2.0,58.0,-1.0,58.0,-1.0,57.0
284,116.90710024778626,-1.1890535928846728,-0.6817730854087952,-1.4960344104148688,9.0,57.0,8.0,57.0,8.0,58.0,9.0,58.0,9.0,57.0
285,11806.688415129594,-6.86293180693958,-4.625642921896723,-6.088715995152983,10.0,57.0,9.0,57.0,9.0,58.0,10.0,58.0,10.0,57.0
286,9916.367861126386,-8.214461193872944,-0.9354423121890958,-2.5983933432991146,11.0,57.0,10.0,57.0,10.0,58.0,11.0,58.0,11.0,57.0
287,0.33695655268580094,-61.37744310297697,34.17532137632994,11.973768606638748,12.0,57.0,11.0,57.0,11.0,58.0,12.0,58.0,12.0,57.0
288,14325.568123566647,-13.7458369426148,17.172730805376723,0.1915058007743374,13.0,57.0,12.0,57.0,12.0,58.0,13.0,58.0,13.0,57.0
289,4.929147346884062,-1.685279811373708,4.525976730137813,30.931278550999412,14.0,57.0,13.0,57.0,13.0,58.0,14.0,58.0,14.0,57.0
290,141.94619877234965,256.939010889029,379.05633191709626,828.8750451685481,15.0,57.0,14.0,57.0,14.0,58.0,15.0,58.0,15.0,57.0
291,816.5210537645348,24.4800667082543,25.86259396696607,91.02173039924774,16.0,57.0,15.0,57.0,15.0,58.0,16.0,58.0,16.0,57.0
292,0.8572730219172723,43.299627651559305,77.42293211223439,232.05238996978542,17.0,57.0,16.0,57.0,16.0,58.0,17.0,58.0,17.0,57.0
293,0.037010801612448005,-71.9478802713033,71.14247933290166,254.7182633279196,18.0,57.0,17.0,57.0,17.0,58.0,18.0,58.0,18.0,57.0
294,27879.569280777505,-55.798880335218975,10.985419525610201,7.993156042624991,19.0,57.0,18.0,57.0,18.0,58.0,19.0,58.0,19.0,57.0
295,2030.7728922041915,2.9308494391620825,2.9308494391620825,23.312890198620355,22.0,57.0,21.0,57.0,21.0,58.0,22.0,58.0,22.0,57.0
296,2315.2851896194775,10.439635047017745,10.178074817760232,62.40409665398532,23.0,57.0,22.0,57.0,22.0,58.0,23.0,58.0,23.0,57.0
297,2.4728448569370034,0.0,0.0,128.7216027270552,24.0,57.0,23.0,57.0,23.0,58.0,24.0,58.0,24.0,57.0
298,63.73806328462171,1.550122597745558,1.550122597745558,55.66793969861676,25.0,57.0,24.0,57.0,24.0,58.0,25.0,58.0,25.0,57.0
299,936.8490729593996,7.232554228417045,7.232554228417045,67.10060810753335,26.0,57.0,25.0,57.0,25.0,58.0,26.0,58.0,26.0,57.0
