,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
ncp,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0
potential,0.5596910409829448,6.010709871420609,27.289734318744788,76.70803825325558,186.83476579713823,448.94010830048717,852.6036423656042,1630.712523927326,3024.361876686605,5323.769421011562,9214.312844292539,15341.70492509659,24805.60716708775,41112.412896716254,69763.83005275726,119583.07751761205,199720.3012253834,352463.2525161646,589621.4834622405,24466508.06803512
unmet_need,0.06310282872049836,0.9497482935697892,5.020155185206366,20.5204475158955,56.805806125013966,147.06667087936654,364.4465009217813,785.4038869192611,1589.7966174599364,2968.0528673378785,5159.188585090662,9474.907128882844,15962.418304995723,28273.5018530152,49497.706174686304,87532.75080964656,154564.6545585569,278653.7472734919,493261.2868233294,23220618.737395924
pol_pop,4051.4000000000005,15745.400000000001,29461.799999999996,47927.8,68690.0,92615.4,122497.70000000001,153747.8,193121.4,241949.0,295960.3,360682.7999999999,449305.6000000001,573966.0,751867.0,1018440.3999999999,1390672.2999999996,2063545.7999999996,3793890.399999994,30469848.0
