UN_c,UN_1,UN_3,UN_5,NC_c,NC_1,NC_3,NC_5,pop_c,pop_1,pop_3,pop_5,lat,lng
305052.4375,156380.359375,156680.515625,156964.0,0.8137489838090209,0.884574828745732,0.904338068918126,0.9041649863709059,436.999603271484,415.46292114257795,298.87384033203097,515.98779296875,59.5,-136.5
601635.25,363563.8125,362758.84375,364793.75,0.760494949430612,0.7947324449236,0.855589287335081,0.854779211256078,1749.01513671875,1534.49645996094,1133.88452148438,1901.82507324219,59.5,-135.5
23014.677734375,18487.759765625,18526.80859375,18544.19140625,0.876108987952134,0.8540538646165091,0.900267772888755,0.900174198941828,1.0518605709075899,0.9842886924743649,0.702083647251129,1.08157587051392,59.5,-134.5
119005.359375,123801.71875,121459.4296875,122795.703125,0.8391859263955709,0.837828996948447,0.835869697227932,0.834063966998114,0.0110967643558979,0.011389390565455,0.00743635604158044,0.0150558166205883,59.5,-109.5
275829.84375,289258.5625,283432.46875,293296.4375,0.8339209332717981,0.832209968579093,0.82934333989931,0.8234041757321391,41.373195648193395,49.5891227722168,32.1653442382812,67.97573852539061,59.5,-107.5
328512.4375,332659.59375,326620.71875,341900.0,0.827454886544722,0.8273067930416741,0.828448477012189,0.8204233156610409,1482.5437011718802,1715.21337890625,1106.03735351563,2287.2666015625,59.5,-106.5
312483.5,314906.03125,308470.625,324765.0,0.848061702847821,0.848028253824874,0.85001287593115,0.842090090917992,1928.61291503906,2271.93798828125,1453.30651855469,3036.31762695312,59.5,-105.5
33985.703125,37282.2578125,37299.59375,37257.7265625,0.8860151804028821,0.900439934273774,0.8749007060703691,0.8750411246398091,9.36184692382813,11.0225582122803,6.55250549316406,14.1170902252197,59.5,-69.5
2410.15478515625,2738.91845703125,3027.00732421875,2682.11303710937,0.8866890341180079,0.8890915827124991,0.857688341947359,0.8739031946365861,71.34092712402341,45.713287353515604,35.112331390380895,49.050106048584006,59.5,14.5
679.8759765625,690.2041015625,767.6873168945309,674.685546875,0.91322090120913,0.912749172806003,0.902012696712539,0.913883405586613,3.4151785373687704,2.43320608139038,3.3804183006286603,2.9328823089599596,59.5,15.5
13897.080078125,16267.5693359375,14321.7880859375,14265.884765625,0.9030958401120209,0.9030421442931099,0.900134356659137,0.9005241697896209,511.433227539063,308.040069580078,391.760986328125,364.69241333007795,59.5,23.5
127618.15625,186049.96875,137037.75,137230.25,0.9004879713623921,0.8935898718188129,0.893142912394698,0.892992807847856,50188.24609375,11756.3759765625,38305.76953125,10888.5283203125,59.5,24.5
180606.734375,211131.9375,184549.78125,184879.625,0.89352611832648,0.892001548374523,0.8912015565771371,0.8910071023419179,40109.88671875,16315.6318359375,30603.796875,14403.736328125,59.5,25.5
201334.640625,608919.0,210264.265625,208900.21875,0.8749915014434742,0.855177504290848,0.8694471052558259,0.870294040742313,31708.263671875,16738.126953125,24187.84375,18339.50390625,59.5,26.5
167937.609375,384973.5625,174134.953125,170834.125,0.868967255391967,0.83939158082913,0.8641317991539978,0.8667072589947561,15009.923828125,8188.119140625,11927.8818359375,9238.884765625,59.5,27.5
270996.375,283948.09375,237452.703125,218842.265625,0.8878323941067758,0.8940898933683771,0.9017163929871541,0.9094194045827909,118675.8203125,59616.8046875,98294.0390625,64607.60546875,59.5,28.5
263294.0625,358388.46875,274324.3125,246612.515625,0.871741705205204,0.866206349653741,0.8663685454661371,0.879867778145899,112297.8515625,39328.171875,94406.75,42473.703125,59.5,29.5
193587.234375,236625.96875,201945.03125,191550.765625,0.8430235254205541,0.838823795708763,0.836246335318509,0.8446748620182291,172849.6875,39907.91796875,144872.78125,42638.6328125,59.5,30.5
40226.33984375,48008.0546875,42796.69140625,41902.140625,0.9102852978168242,0.9061107061184891,0.904552777139292,0.906547846967651,12682.240234375,7644.44091796875,10658.6875,8329.5537109375,59.5,31.5
82969.25,83554.1796875,84835.1484375,83910.09375,0.8459320324697879,0.8458449787505491,0.8424671924250309,0.844184952867092,3792.10131835937,2262.84985351562,3176.07641601563,2455.5751953125,59.5,32.5
504274.40625,528040.6875,526268.4375,517106.6875,0.824420718692953,0.824066970844096,0.8167627924685441,0.819952749088547,29194.6640625,17621.6015625,24402.462890625,19120.07421875,59.5,33.5
728336.5625,779741.625,774567.625,764556.3125,0.814571541228265,0.814435706547057,0.8028014954717679,0.8053502927486551,41214.79296875,24973.578125,34359.7421875,27071.12890625,59.5,34.5
659279.6875,707892.625,700414.1875,691291.625,0.822432687209097,0.821859253629303,0.8113537130400379,0.8138107414296658,24553.861328125,14853.306640625,20652.7109375,16347.1474609375,59.5,35.5
533010.8125,571008.5625,567997.6875,555282.9375,0.845586611587881,0.8440923525988341,0.835450903658502,0.839134370455553,33163.08984375,20003.083984375,27917.775390625,21725.875,59.5,36.5
418401.375,453843.75,440417.09375,407568.90625,0.8632484865540101,0.8618620782593991,0.856052805472265,0.866789001916607,81527.796875,47413.9765625,68436.5546875,51753.15234375,59.5,37.5
174318.765625,202311.03125,185107.625,165460.625,0.835292630008734,0.833956756629211,0.825098634849976,0.8436623602562231,18694.47265625,11251.4453125,15704.6396484375,12292.416015625,59.5,38.5
16682.357421875,17792.625,17446.267578125,16966.38671875,0.8916763668863371,0.888803249868978,0.886716065329141,0.8898320780625121,363.417602539062,224.62268066406202,296.01080322265597,242.17015075683602,59.5,40.5
16570.91796875,16783.345703125,16966.4609375,16933.96875,0.8972965577736841,0.896848696220851,0.8948450566247641,0.895046437110022,675.2469482421881,408.114685058594,561.10791015625,445.144927978516,59.5,41.5
54088.921875,55746.015625,55508.578125,55255.55078125,0.8608551587550419,0.8600784448144929,0.8572030644503119,0.8578539823898129,1561.3857421875,958.352416992187,1314.12744140625,1037.36938476563,59.5,42.5
273822.375,281211.6875,281382.875,282061.0625,0.846515950134652,0.8466232612718969,0.84227810741268,0.8418979669509359,6161.1142578125,3873.30517578125,5190.9873046875,4203.89404296875,59.5,43.5
359422.8125,367260.125,367689.0625,367301.625,0.8266691618968349,0.826733709083185,0.822682781537435,0.8228696223951991,10360.263671875,6369.84326171875,8661.748046875,6937.63037109375,59.5,44.5
8101.61328125,8123.71435546875,8242.939453125,8290.671875,0.930376772762759,0.930270360622323,0.929162251180768,0.9287520507503821,334.519409179688,203.985641479492,279.293914794922,221.937957763672,59.5,45.5
291046.84375,295460.71875,297783.65625,301337.3125,0.8292040259403779,0.829309261247011,0.825250640161755,0.823165236407254,9860.59765625,5978.1787109375,8360.2783203125,6525.22509765625,59.5,46.5
519869.9375,530664.5625,536555.5,543075.5,0.8321259184928891,0.8326609063213751,0.8267378910709009,0.824632481751236,14904.416015625,8927.986328125,12723.71484375,9987.1494140625,59.5,47.5
325067.875,333400.3125,337883.34375,341831.09375,0.833656420250686,0.833746297286923,0.827098494623491,0.825078353854566,11588.0830078125,6943.8505859375,9802.8349609375,7703.57275390625,59.5,48.5
427611.8125,451667.6875,439416.75,444209.6875,0.818014352465947,0.817893812643799,0.8129903350458559,0.810950527423545,13529.4736328125,8147.28759765625,11500.4111328125,8966.287109375,59.5,49.5
507446.75,531967.125,533745.75,536693.375,0.853362642691134,0.8540045500153141,0.845762996304856,0.8449112183787242,12728.3271484375,7589.44091796875,10636.34765625,8389.9228515625,59.5,50.5
534547.8125,562867.6875,565348.4375,567705.6875,0.8500524979699642,0.8502578571251851,0.841412528500977,0.8407512897101809,15407.3876953125,9228.7294921875,12857.3837890625,10071.939453125,59.5,51.5
562836.75,591288.5625,596261.5625,598826.0625,0.841759172793014,0.841866085155142,0.83236182981703,0.8316408239456609,26702.0546875,16164.1201171875,22474.884765625,17564.57421875,59.5,52.5
503279.6875,538608.6875,539475.3125,543462.875,0.862137268802498,0.860307169490499,0.85222224969118,0.8511299420325859,25778.63671875,15639.197265625,21591.072265625,16860.978515625,59.5,53.5
308447.40625,323742.6875,325043.125,329844.09375,0.914482428583598,0.9143780459293149,0.9098812371498158,0.908550160345062,24681.73046875,14992.65625,20701.09375,16143.6484375,59.5,54.5
383258.9375,406179.9375,409247.03125,416608.8125,0.886956387567292,0.8862496691044709,0.8792911051425609,0.8771197210859542,24171.86328125,14666.0625,20370.830078125,15889.66015625,59.5,55.5
601207.25,654007.875,645719.75,652574.1875,0.8307197799946808,0.824830423696355,0.818186521633298,0.8162565371096371,27133.201171875,16294.037109375,22753.193359375,17646.466796875,59.5,56.5
567606.5,607491.3125,615663.5625,624550.0,0.8377290619533541,0.8330797379877691,0.823990204819686,0.821449693833611,57086.828125,25939.013671875,38472.3359375,28300.298828125,59.5,57.5
727577.6875,745368.0625,763742.625,772561.1875,0.8220216034141301,0.8220282302923009,0.8131750187820551,0.81101784211088,85752.9609375,24272.080078125,71985.59375,25927.4375,59.5,58.5
761876.875,777591.625,802288.5,813431.375,0.8247657962536371,0.824746422177479,0.8154709887048821,0.8129080905619641,47749.9375,18461.177734375,40325.234375,20011.171875,59.5,59.5
97026.40625,99275.6796875,102019.890625,104199.515625,0.8619455067933322,0.861662567404635,0.854840503306448,0.851739213292879,3890.23120117188,2157.47583007813,3320.54125976562,2359.73608398437,59.5,60.5
16574.943359375,16320.7568359375,16995.4609375,16973.73046875,0.920277965785543,0.920846055149057,0.9182553635947429,0.918359882635057,325.47882080078097,196.881439208984,274.12017822265597,215.19812011718702,59.5,62.5
24.2304668426514,23.835721969604503,24.7913284301758,24.5977096557617,0.9997502500916899,0.9997542525793961,0.9997444691411629,0.999746464821703,1.01575589179993,0.5576082468032839,0.788908839225769,0.715559899806976,59.5,63.5
20512.06640625,22867.25390625,23319.5,22713.859375,0.8904669661812109,0.885304194962396,0.875475462513179,0.8787095420908441,91.23138427734379,56.097373962402294,83.6458206176758,62.6030426025391,59.5,74.5
347387.6875,381286.78125,387159.59375,377309.1875,0.8174496819313181,0.817008918964788,0.7965497640661079,0.801726098342617,1102.07592773438,720.1174926757809,1072.61047363281,738.3777465820309,59.5,75.5
581281.0625,644930.625,651126.5,633823.6875,0.8249886681513859,0.823742577175748,0.803959696404308,0.809169204258095,1900.6359863281302,1239.10949707031,1859.18737792969,1285.77697753906,59.5,76.5
527354.1875,579064.5625,582520.0625,567799.5,0.8330985319291271,0.8306259603464701,0.815639173981175,0.820298060836186,1671.4914550781302,1039.68798828125,1666.896484375,1251.70397949219,59.5,77.5
391156.6875,440741.4375,443183.875,434404.1875,0.8400931554377109,0.834680925643512,0.8188241764059371,0.8224133573383678,1317.18603515625,829.350708007813,1297.65246582031,941.543212890625,59.5,78.5
272216.5625,307613.46875,310922.46875,306086.71875,0.848959474830423,0.843221739468085,0.8274833370323621,0.8301664736236151,991.7003784179691,615.6019287109381,976.281616210938,732.790771484375,59.5,79.5
296642.9375,434057.6875,440863.9375,435777.53125,0.8410743354790909,0.789456526853337,0.7638083184417901,0.7665333470573941,1125.255859375,731.6333618164059,1029.97399902344,743.578369140625,59.5,80.5
380170.375,445165.46875,452386.0,450067.15625,0.8240645935029329,0.8135422438949409,0.7906446161051289,0.7917177315938342,1308.41564941406,849.6211547851559,1241.26733398438,871.837524414062,59.5,81.5
445145.0,491323.28125,498933.5,499565.1875,0.823713729900382,0.8202379726270129,0.8024124145104459,0.802162253701623,1719.5026855468802,1013.1282958984401,1519.6472167968802,1202.27380371094,59.5,82.5
654642.6875,707442.3125,717772.75,722084.875,0.8094279317175841,0.8090067962003159,0.7910502322318271,0.7897949358760691,4705.5869140625,2655.8935546875,3802.23583984375,3298.08935546875,59.5,83.5
656249.6875,722651.4375,732502.3125,739340.25,0.8121466297514941,0.811458534853229,0.790319095400789,0.788361716023106,3069.44067382812,1828.3859863281302,2864.97827148437,2283.46118164063,59.5,84.5
616593.25,663417.875,674474.5625,679821.5,0.812950597834302,0.8125017531560519,0.7953917534913071,0.7937697093596329,2572.47412109375,1546.00500488281,2551.00463867188,2036.5959472656302,59.5,85.5
659183.25,723571.75,738304.6875,742843.25,0.812675008884096,0.81209148640048,0.790190483409936,0.788900726456931,2718.78369140625,1638.3515625,2657.00366210937,2104.28442382812,59.5,86.5
420323.25,464386.96875,475600.40625,477118.9375,0.822434890057664,0.8206479030104309,0.799083114187948,0.7984416122763659,1777.10046386719,1065.54467773437,1743.88903808594,1383.03161621094,59.5,87.5
488650.34375,525373.9375,535764.125,532084.5,0.858750563035353,0.8569513545811769,0.84513183717144,0.8461954708435309,1846.2639160156302,1189.20910644531,1816.2517089843802,1289.60986328125,59.5,88.5
602314.5,625337.8125,638907.0,632997.9375,0.8363353533687501,0.836058529438502,0.8263922114024609,0.827997858661467,1724.1916503906302,1149.46118164063,1722.6491699218698,1149.46118164063,59.5,89.5
596378.875,607005.6875,624596.9375,617500.625,0.8465514470963259,0.846168195255588,0.8392909269171519,0.8411168113166909,1869.7082519531198,1245.1728515625,1868.18310546875,1249.16943359375,59.5,90.5
598925.625,605602.625,627816.625,621285.3125,0.8517889977897979,0.85146775210502,0.844639589105114,0.84625583715156,1806.2307128906302,1200.24792480469,1804.439453125,1202.37890625,59.5,91.5
468322.4375,473610.25,490896.65625,486277.15625,0.8773894397910981,0.8774158230721021,0.8714793287530899,0.8726887508040779,1526.22766113281,1017.48516845703,1526.22766113281,1017.48516845703,59.5,92.5
424817.5,430161.5625,445604.21875,441585.75,0.899683536793644,0.899707614695476,0.894774958153016,0.895723879919434,1800.66271972656,1196.41809082031,1789.53942871094,1201.60046386719,59.5,93.5
538199.75,544059.375,560935.1875,556329.375,0.8658391624690491,0.8658061831192979,0.860171740035961,0.8613198633164171,3349.40576171875,2074.14575195312,3011.013671875,2239.94775390625,59.5,94.5
478583.53125,482018.15625,495102.875,489977.03125,0.8315389177499009,0.8315129648861079,0.8257241198212759,0.8275284133859009,3639.8876953125,2310.24365234375,3147.43286132812,2431.78125,59.5,95.5
240986.0,242039.5625,247138.3125,244601.671875,0.8433638685912259,0.8433445757297889,0.8393649872071709,0.8410137534187941,2779.62719726562,1841.7197265625,2459.38452148437,1856.75573730469,59.5,96.5
297401.84375,300052.625,303369.75,300467.78125,0.840842319010435,0.840798655302922,0.8376485320885501,0.8392015507609649,3998.50561523438,2655.99829101562,3551.310546875,2673.83325195313,59.5,97.5
354054.96875,358102.46875,360681.4375,358527.5,0.8276634623253359,0.8276485200724201,0.8244380233902009,0.825486454181691,4467.91064453125,2966.7578125,3955.83764648437,2981.5556640625,59.5,98.5
398206.21875,406039.4375,406252.4375,404680.1875,0.851851742909866,0.8517669416713021,0.8488582354560641,0.8494431738277979,6023.45166015625,3950.03540039062,5325.59423828125,4129.822265625,59.5,99.5
316746.6875,322616.875,322879.59375,322631.9375,0.8452905247209279,0.8452394058578571,0.8422950120752801,0.8424159755138859,3508.98486328125,2193.89794921875,3067.94555664062,2623.64721679688,59.5,100.5
339953.84375,348165.3125,347350.4375,348409.6875,0.8137575469250891,0.8136911266910172,0.809705350458643,0.8091250442728292,3036.72705078125,1895.984375,2653.87915039063,2272.26928710937,59.5,101.5
226899.90625,233267.890625,233073.0625,233430.1875,0.8297785253780329,0.829453519504141,0.825147391864963,0.8248794748564059,1555.95568847656,976.889770507813,1344.51416015625,1136.51879882813,59.5,102.5
75981.28125,77935.625,78279.609375,78767.0390625,0.858348993354279,0.857544855029267,0.8540642473332521,0.853155537914729,242.93946838378898,157.796615600586,205.245330810547,166.104675292969,59.5,103.5
355569.6875,365999.96875,362031.4375,365288.875,0.8202693699831078,0.820043971841304,0.817003134307404,0.8153565898614129,2101.38549804687,1059.63244628906,1589.2800292968802,1565.95007324219,59.5,109.5
427285.75,445926.59375,438723.15625,442470.4375,0.827858693984855,0.82764844747432,0.8232508875010179,0.821741214200701,3037.13330078125,1537.98645019531,2306.55249023437,2267.33081054687,59.5,110.5
356080.6875,373824.40625,367996.59375,373648.34375,0.86638405261024,0.86613446010464,0.861912720245152,0.8597919539211991,2837.2275390625,1455.6396484375,2178.89990234375,2104.35229492187,59.5,111.5
243491.0625,256388.8125,253104.015625,259206.703125,0.9187092279263249,0.9185167453964642,0.915499892957657,0.9134624786332629,3110.44970703125,1605.2258300781302,2397.92993164062,2218.9375,59.5,112.5
164954.203125,174687.84375,172294.0,177381.078125,0.9258499824800039,0.925523884483216,0.922550605704124,0.9202638683858358,2508.05786132812,1275.92297363281,1910.92236328125,1794.90222167969,59.5,113.5
12190.146484375,13028.275390625,12780.923828125,13219.4384765625,0.970860018951816,0.970052082304462,0.969447793050951,0.968399544076979,285.265625,147.06311035156298,232.248809814453,220.409942626953,59.5,114.5
29304.90625,30166.91015625,30278.400390625,31277.6328125,0.93058556110505,0.929742296654353,0.9282796486082651,0.9259127699259591,2.57682180404663,1.28841090202332,2.57682180404663,2.31844162940979,59.5,122.5
12149.5595703125,12417.78125,12682.59765625,12703.0625,0.9411828787486021,0.940348214067241,0.938602392966319,0.9385033207991949,53.8304328918457,26.915216445922898,53.8304328918457,53.5231704711914,59.5,123.5
34902.34375,34794.375,35849.00390625,35764.0859375,0.9156093610498071,0.915695601015814,0.9133204243518349,0.9135257481459179,197.25256347656298,98.62628173828121,197.25256347656298,196.622314453125,59.5,124.5
83137.3125,82522.46875,85252.8984375,85276.890625,0.9315432397381529,0.9315181365805921,0.9298012281794229,0.9297814725801801,824.897216796875,412.448608398438,824.897216796875,758.659301757813,59.5,125.5
75668.03125,75174.71875,76834.796875,77312.265625,0.8867889268101742,0.88683845809578,0.8850432650507081,0.8843288979830151,458.454284667969,229.227142333984,458.454284667969,451.415161132813,59.5,126.5
124559.21875,123411.1484375,125262.28125,126178.296875,0.8556441230399351,0.8557064974732651,0.8548293202114999,0.8537677188287759,641.0001220703131,320.50006103515597,641.0001220703131,641.0001220703131,59.5,127.5
187279.9375,187068.9375,188132.640625,189212.734375,0.8356011553482041,0.835586195516387,0.8348526319855191,0.8339044996495841,921.2451782226559,460.62258911132795,921.2451782226559,921.2451782226559,59.5,128.5
274085.46875,275103.9375,274941.03125,275299.53125,0.836311181267655,0.836258328698219,0.8358002238075051,0.8355861210979258,1498.08703613281,751.7936401367191,1494.3283691406302,1488.828125,59.5,129.5
292371.0625,295142.15625,295738.9375,296380.78125,0.8323664591657041,0.8323296956460241,0.8304354581750121,0.8300674513703891,1616.31884765625,815.527099609375,1608.6633300781302,1593.9279785156302,59.5,130.5
337970.46875,342920.53125,345582.875,346276.84375,0.840943322047794,0.8408801915587559,0.8373607485353041,0.837034150876088,1611.12170410156,815.971801757813,1578.11730957031,1551.0441894531302,59.5,131.5
134447.0625,136947.9375,138046.765625,138987.890625,0.9005334468216379,0.90031945384865,0.8978703163995129,0.8971740538102141,101.395263671875,57.4687271118164,84.1639709472656,79.0661926269531,59.5,132.5
90531.8359375,47788.66015625,47830.79296875,47868.46875,0.851522453893075,0.8990366843401,0.921554680794818,0.9214928902932801,1.43071162700653,1.02023434638977,0.8978648185729979,1.22877681255341,58.5,-135.5
118655.1640625,129909.140625,130077.2421875,130237.6171875,0.8744401341151691,0.8402350425740892,0.8623533900713479,0.86218368263678,537.436340332031,481.772583007813,355.183471679688,594.957092285156,58.5,-134.5
637093.625,384120.53125,384723.96875,385057.21875,0.8339661520547509,0.859676295064046,0.899736556101421,0.8996497073594829,17.971233367919897,15.4173107147217,11.4975748062134,18.7900123596191,58.5,-133.5
187827.71875,197068.265625,199251.84375,200015.828125,0.877433792285178,0.8763436207881591,0.869979026359102,0.869480491487783,72.3194122314453,78.77650451660159,51.6567268371582,103.31345367431601,58.5,-130.5
63259.65234375,49416.39453125,49674.16796875,49787.9375,0.8975513614986309,0.9042308249483871,0.9195529743123929,0.9193687252192091,0.000544336508028209,0.000544336508028209,0.000544336508028209,0.0009525889181531971,58.5,-127.5
1029.57934570313,1073.75854492188,1083.06713867188,1098.93298339844,0.989569227456836,0.9891482944545491,0.9890273372133871,0.9888665987348629,0.00475747603923082,0.00475747603923082,0.00475747603923082,0.00825835112482309,58.5,-126.5
51523.28125,28078.83984375,28076.119140625,27811.01171875,0.79503125666267,0.883837363132611,0.88830822264366,0.8893628669479979,2.09082889556885,2.09082889556885,2.09082889556885,4.1816577911377,58.5,-118.5
628137.375,408186.875,452434.78125,398866.15625,0.646626879160799,0.761090593298089,0.745472412580904,0.775608674087895,5796.8994140625,779.1782836914059,801.0272827148441,1207.78735351563,58.5,-117.5
2038860.875,1700238.25,1998842.375,1643684.125,0.6904424962634971,0.743795386597389,0.6965184512809179,0.75044165057789,3470.533203125,3659.5595703125,3268.95166015625,6613.8447265625,58.5,-116.5
