FIPS,ACRES_2016,2016
28139,9.019,51.23
28141,3.210,45.29
28143,4.508,76.56
28145,13.306,47.23
28147,7.955,31.94
28149,9.091,100.47
28151,5.655,85.2
28153,392,35.53
28155,8.088,77.9
28157,5.583,35.23
28159,4.341,35.16
28161,6.943,57.47
28163,43.039,88.73
29001,18.018,93.13
29003,10.802,108.19
29005,5.251,154.92
29007,7.013,98.42
29009,99,55.52
29011,10.064,70.91
29013,7.439,79.66
29015,727,83.69
29017,1.764,75.7
29019,3.450,96.44
29021,4.480,115.42
29023,710,112.3
29025,29.807,98.29
29027,8.576,102.62
29029,34,50.59
29031,8.576,85.98
29033,44.434,127.05
29035,65,50.5
29037,8.380,78.74
29039,965,69.55
29041,23.241,93.52
29043,41,63.19
29045,16.287,108.6
29047,1.508,96.42
29049,9.544,99.37
29051,1.060,93.1
29053,8.085,100.75
29055,375,61.23
29057,1.951,65.9
29059,119,48.48
29061,44.635,114.28
29063,23.066,110.53
29065,90,51.42
29067,514,51.12
29069,741,102.45
29071,2.210,76.62
29073,1.385,77.14
29075,37.782,117.88
29077,15,49.5
29079,29.495,119.63
29081,66.779,127.66
29083,5.372,80.36
29085,321,74.92
29087,5.639,141.14
29089,11.327,99.32
29091,329,48.47
29093,15,53.64
29095,145,82.36
29097,3.745,72.18
29099,98,73.82
29101,5.991,80.29
29103,20.654,114.6
29105,138,46.92
29107,4.732,104.18
29109,2.010,65.94
29111,12.126,114.35
29113,4.310,103.11
29115,41.502,92.4
29117,23.016,115.88
29119,90,58.81
29121,33.820,97.95
29123,69,62.21
29125,611,63.44
29127,8.424,123.78
29129,24.476,103.42
29131,45,62.02
29133,2.602,104.34
29135,5.451,87.64
29137,24.301,105.4
29139,3.422,90.84
29141,860,84.16
29143,2.498,106.83
29145,374,63.73
29147,33.337,120.42
29149,108,49.44
29151,1.117,86.12
29153,33,49.33
29155,907,95.57
29157,4.270,87.96
29159,8.877,85.04
29161,206,55.12
29163,8.511,97.1
29165,1.813,98.65
29167,695,55.24
29169,34,54.67
29171,20.462,91.14
29173,13.883,107.78
29175,18.672,100.9
29177,18.961,101.19
29179,133,64.26
29181,1.031,80.89
29183,732,92.33
29185,2.718,77.53
29186,3.604,87.18
29187,562,65.35
29189,0,0
29195,10.011,109.58
29197,11.890,100.27
29199,27.560,100.64
29201,7.704,121.73
29203,64,57.92
29205,12.067,119.38
29207,11.856,91.38
29209,117,45.69
29211,40.482,91.41
29213,161,49.65
29215,424,50.95
29217,14.072,75.94
29219,1.426,84.47
29221,8,64.09
29223,437,77.94
29225,24,49.31
29227,23.246,126.31
29229,19,49.8
29510,0,0
30001,127,24.3
30003,12.631,28.77
30005,44.840,29.11
30007,6.036,48.95
30009,5.472,26.42
30011,8.049,23.54
30013,40.381,34.78
30015,92.151,35.96
30017,935,23.64
30019,117.172,28.16
30021,38.376,31.81
30023,0,0
30025,11.713,25.92
30027,21.053,24.24
30029,177,37.72
30031,1.417,35.06
30033,20.446,25.5
30035,40.415,26.2
30037,30.887,27.72
30039,0,0
30041,94.706,30.79
30043,3.111,36.07
30045,7.013,29.08
30047,121,53.52
30049,1.378,55.81
30051,40.327,30.61
30053,0,0
30055,69.576,29.4
30057,3.203,5100
30059,560,25.76
30061,0,0
30063,7,5700
30065,22.523,26.7
30067,6.748,30.26
30069,4.846,22.66
30071,67.658,27.85
30073,37.785,33.18
30075,420,20.67
30077,60,62.15
30079,17.750,30.43
30081,125,61.31
30083,61.724,28.54
30085,66.038,29.55
30087,27.008,25.83
30089,343,49.6
30091,44.070,29.48
30093,0,0
30095,28.980,25.47
30097,899,25.79
30099,72.936,31.97
30101,96.958,27.63
30103,0,0
30105,71.726,26.87
30107,27.738,27.83
30109,4.876,26.21
30111,35.212,27.61
30113,0,0
31001,858,81.27
31003,11.435,110.21
31005,0,0
31007,37.460,36.55
31009,218,62.8
31011,6.729,112.4
31013,19.196,40.76
31015,1.559,68.73
31017,1.533,37.14
31019,3.279,74.46
31021,8.371,158.61
31023,9.867,116.09
31025,3.061,153.53
31027,10.389,180.46
31029,19.402,64.85
31031,769,34.88
31033,58.576,36.96
31035,1.036,102.76
31037,3.452,185.39
31039,4.865,185.53
31041,4.053,63.82
31043,4.710,213.62
31045,4.665,40.5
31047,2.375,94.71
31049,12.626,37.94
31051,12.698,182.9
31053,3.116,170.22
31055,716,197.91
31057,14.030,67.91
31059,765,93.52
31061,7.228,87.51
31063,5.548,96.55
31065,13.626,71.36
31067,24.181,97.01
31069,8.340,42.23
31071,1.335,51.87
31073,2.725,87.64
31075,0,0
31077,3.249,94.29
31079,244,92.62
31081,610,99.46
31083,3.942,85.93
31085,20.732,51.07
31087,14.272,65.33
31089,10.727,58.01
31091,55,44.52
31093,3.467,89.86
31095,9.524,100.05
31097,13.418,111.7
31099,266,85.58
31101,9.748,42.37
31103,430,48.18
31105,80.840,28.26
31107,16.102,136.97
31109,12.718,107.77
31111,6.411,75.41
31113,328,46.78
31115,448,51.6
31117,444,36.41
31119,8.382,149.61
31121,1.136,109.71
31123,29.176,45.63
31125,6.560,85.72
31127,7.140,146.89
31129,1.919,87.31
31131,8.131,125.71
31133,11.231,90.65
31135,14.551,38.01
31137,89,86.76
31139,5.934,153.82
31141,3.958,131.39
31143,432,103.97
31145,7.602,97.8
31147,18.435,152.45
31149,3.697,34.43
31151,7.399,103.1
31153,985,176.1
31155,11.816,121.27
31157,19.725,46.5
31159,11.380,117.06
31161,17.594,39.3
31163,4.323,73.06
31165,3.534,48.04
31167,10.337,157.41
31169,3.508,82.85
31171,28,32.06
31173,10.080,167.1
31175,1.134,74.5
31177,2.789,137.41
31179,1.752,158.55
31181,7.422,92.61
31183,6.853,66.21
31185,179,126.81
32001,0,0
32003,0,0
32005,0,0
32007,0,0
32009,0,0
32011,146,10.16
32013,0,0
32015,0,0
32017,0,0
32019,0,0
32021,0,0
32023,0,0
32027,0,0
32029,0,0
32031,0,0
32033,0,0
32510,0,0
33001,4,6300
33003,1,3600
33005,0,0
33007,0,0
33009,8,7700
33011,0,0
33013,0,0
33015,0,0
33017,0,0
33019,0,0
34001,37,83.72
34003,0,0
34005,5,154.67
34007,0,0
34009,0,0
34011,347,103.9
34013,0,0
34015,51,145.53
34017,0,0
34019,447,40.25
34021,77,70.53
34023,3,60.96
34025,1,64.4
34027,25,50.53
34029,0,0
34031,0,0
34033,768,112.18
34035,123,54.11
34037,14,92.04
34039,0,0
34041,162,75.29
35001,0,0
35003,0,0
35005,0,0
35006,697,30.88
35007,188,4600
35009,143.023,40.46
35011,1.151,18.9
35013,0,0
35015,0,0
35017,0,0
35019,0,0
35021,14.030,24.53
35023,0,0
35025,20.318,43.84
35027,0,0
35028,0,0
35029,0,0
35031,307,27.4
35033,0,0
35035,0,0
35037,86.589,36.84
35039,262,42.6
35041,140.182,34.7
35043,0,0
35045,0,0
35047,714,38.03
35049,525,30.88
35051,0,0
35053,0,0
35055,80,34.25
35057,6.479,3000
35059,20.977,40.28
35061,0,0
36001,140,68.7
36003,1.446,43.96
36005,0,0
36007,1.804,83.51
36009,1.509,52.41
36011,1.223,54.66
36013,677,53.68
36015,573,46.71
36017,4.402,87.49
36019,19,41.69
36021,211,81.96
36023,2.367,78.01
36025,2.494,110.84
36027,19,91.79
36029,458,44.52
36031,174,49.52
36033,199,48.45
36035,31,45.56
36037,677,59.36
36039,244,102.35
36041,0,0
36043,1.086,49.35
36045,1.558,46.95
36047,0,0
36049,66,72.93
36051,1.920,65.78
36053,929,67.92
36055,294,55.56
36057,105,71.54
36059,0,0
36061,0,0
36063,191,40.12
36065,1.254,56.4
36067,786,71.23
36069,1.435,59.58
36071,1.463,416.1
36073,639,51.56
36075,70,50.71
36077,320,45.71
36079,0,0
36081,0,0
36083,124,97.19
36085,0,0
36087,0,0
36089,1.030,55.78
36091,47,105.96
36093,0,0
36095,253,72.7
36097,67,50.2
36099,75,46.87
36101,2.887,54.73
36103,0,0
36105,35,99.95
36107,1.085,47.71
36109,451,72.15
36111,5,128.2
36113,0,0
36115,202,51.77
36117,415,55.41
36119,0,0
36121,661,57.47
36123,555,82.71
37001,83,36.31
37003,80,48.91
37005,0,0
37007,4.598,53.14
37009,0,0
37011,0,0
37013,1.950,107.97
37015,980,90.36
37017,1.633,59.07
37019,31,88.43
37021,63,78.91
37023,71,80.07
37025,299,37.44
37027,7,65.98
37029,5,76.07
37031,52,107.51
37033,703,40.59
37035,404,36.23
37037,545,38.03
37039,11,14600
37041,353,111.18
37043,2,47.4
37045,2.820,33.51
37047,2.048,62.7
37049,1.569,98.62
37051,901,59.5
37053,16,64.47
37055,1.414,108.75
37057,467,38.06
37059,226,41.07
37061,788,69.52
37063,204,41.97
37065,3.573,86.07
37067,53,49.46
37069,2.085,50.52
37071,320,30.48
37073,1.507,123.47
37075,0,0
37077,1.906,48.91
37079,836,93.3
37081,96,41.69
37083,4.283,97.01
37085,1.350,61.29
37087,8,5700
37089,35,116.33
37091,1.738,107.08
37093,1.611,66.7
37095,2.918,119.55
37097,741,41.4
37099,0,0
37101,2.465,66.55
37103,293,85.13
37105,80,41.14
37107,1.213,102.86
37109,1.000,31.22
37111,19,74.63
37113,16,69.08
37115,39,63.41
37117,2.911,102.15
37119,0,0
37121,0,0
37123,148,35.52
37125,503,44.3
37127,786,77.46
37129,0,0
37131,1.989,89.63
37133,328,51.87
37135,182,46.39
37137,286,120.21
37139,32,85.77
37141,424,67.84
37143,118,91.78
37145,122,42.74
37147,662,97.01
37149,107,65.54
37151,464,42.58
37153,618,36.4
37155,3.038,52.13
37157,332,42.09
37159,427,45.31
37161,547,55.43
37163,1.292,66.69
37165,1.168,51.7
37167,2.001,56.3
37169,40,41.04
37171,225,67.23
37173,0,0
37175,41,72.96
37177,412,116.28
37179,722,55.19
37181,941,50.6
37183,287,65.69
37185,789,41.55
37187,1.433,92.27
37189,5,48.4
37191,569,87.25
37193,84,60.08
37195,735,87.02
37197,430,47.96
37199,0,0
38001,41.700,28.63
38003,44.569,66.59
38005,28.010,38.16
38007,4.229,28.04
38009,49.981,35.35
38011,36.545,28.62
38013,39.121,32.26
38015,26.633,32.39
38017,19.850,86.91
38019,20.373,48.28
38021,34.335,86.65
38023,55.496,28.93
38025,8.706,28.53
38027,30.125,38.74
38029,18.197,42.08
38031,8.979,46.95
38033,22.830,26.17
38035,73.563,54.49
38037,27.829,29.05
38039,37.886,48.47
38041,70.054,3400
38043,43.914,29.73
38045,27.278,72.99
38047,11.927,38.03
38049,61.142,37.56
38051,6.733,34.61
38053,7.322,25.01
38055,42.301,43.62
38057,3.326,36.03
38059,8.161,31.99
38061,31.760,35.03
38063,63.680,43.45
38065,706,29.39
38067,12.598,60.08
38069,31.793,39.1
38071,36.771,41.98
38073,43.361,85.86
38075,7.679,41.06
38077,32.161,110.23
38079,29.227,33.74
38081,40.936,94.8
38083,15.914,33.47
38085,2.170,31.66
38087,14.267,32.76
38089,32.889,34.03
38091,16.182,67.15
38093,58.018,52.81
38095,40.912,40.74
38097,12.242,74.3
38099,55.239,58.12
38101,19.191,38.32
38103,18.495,39.22
38105,11.784,27.4
39001,2.656,102.72
39003,4.665,169.91
39005,2.428,75.08
39007,488,48.98
39009,869,80.93
39011,5.187,172.22
39013,0,0
39015,1.431,95.92
39017,687,93.88
39019,668,46.32
39021,3.352,152.72
39023,1.134,148.08
39025,130,106.19
39027,1.554,127.79
39029,197,53.29
39031,3.414,74.34
39033,3.512,166.71
39035,0,0
39037,4.566,15300
39039,12.422,139.19
39041,1.237,136.95
39043,934,137.45
39045,4.032,125.32
39047,6.821,220.01
39049,333,158.91
39051,3.828,200.51
39053,516,77.54
39055,40,50.59
39057,1.185,149.77
39059,49,5300
39061,82,102.22
39063,3.686,155.01
39065,7.491,138.78
39067,235,51.89
39069,2.850,194.19
39071,13.860,128.84
39073,420,104.34
39075,882,8400
39077,3.291,119.41
39079,964,86.8
39081,270,44.99
39083,2.335,85.67
39085,0,0
39087,467,104.59
39089,741,85.05
39091,4.856,120.58
39093,1.359,91.28
39095,671,177.23
39097,5.969,215.38
39099,44,71.9
39101,11.402,178.39
39103,268,78.43
39105,281,56.14
39107,4.745,192.22
39109,1.759,137.09
39111,0,0
39113,739,149.44
39115,285,56.23
39117,2.398,132.97
39119,396,72.4
39121,0,0
39123,3.627,163.29
39125,5.626,149.28
39127,829,77.95
39129,13.115,183.98
39131,3.559,147.57
39133,162,50.91
39135,2.968,136.26
39137,3.929,171.27
39139,3.409,85.26
39141,25.518,195.9
39143,3.498,152.65
39145,2.979,149.96
39147,6.059,151.72
39149,4.793,136.6
39151,203,71.98
39153,12,52.8
39155,324,59.07
39157,321,95.41
39159,8.363,173.4
39161,2.254,184.8
39163,818,87.33
39165,322,97.22
39167,634,55.81
39169,341,94.53
39171,12.271,115.27
39173,7.620,168.67
39175,8.750,165.38
40001,328,62.78
40003,5.452,45.48
40005,0,0
40007,112.127,34.69
40009,22.206,33.08
40011,3.292,35.93
40013,1.929,44.21
40015,3.509,37.95
40017,573,34.31
40019,0,0
40021,190,63.07
40023,8,46.97
40025,114.949,33.01
40027,0,0
40029,0,0
40031,567,33.24
40033,1.183,29.43
40035,323,50.15
40037,0,0
40039,2.636,40.29
40041,146,63.31
40043,15.612,42.55
40045,50.457,32.02
40047,4.203,40.9
40049,0,0
40051,1.046,43.15
40053,27.438,40.99
40055,11.007,35.13
40057,23.372,27.93
40059,51.418,34.47
40061,0,0
40063,6,46.09
40065,6.174,33.78
40067,393,34.67
40069,0,0
40071,6.527,42.79
40073,2.208,35.56
40075,7.352,36.08
40077,0,0
40079,0,0
40081,373,40.68
40083,1.474,40.89
40085,0,0
40087,0,0
40089,1.060,4700
40091,0,0
40093,11.159,36.22
40095,187,26.1
40097,0,0
40099,0,0
40101,15,35.46
40103,709,44.45
40105,10,32.5
40107,0,0
40109,0,0
40111,8,42.6
40113,86,46.43
40115,416,37.76
40117,0,0
40119,121,51.58
40121,0,0
40123,0,0
40125,62,29.35
40127,0,0
40129,11.292,30.43
40131,0,0
40133,92,2800
40135,0,0
40137,187,30.33
40139,174.106,32.47
40141,3.314,35.79
40143,0,0
40145,49,56.84
40147,0,0
40149,3.683,36.07
40151,17.993,44.11
40153,14.223,32.32
41001,5.029,73.46
41003,931,122.81
41005,97,111.03
41007,23,113.1
41009,345,116.31
41011,176,102.93
41013,781,97.48
41015,825,107.62
41017,298,68.52
41019,1.248,99.84
41021,71.798,59.3
41023,2.217,73.32
41025,2.144,62.72
41027,0,0
41029,275,72.86
41031,4.338,51.76
41033,2,8700
41035,1.729,137.31
41037,106,55.6
41039,226,123.34
41041,198,110.53
41043,918,122.36
41045,352,66.32
41047,154,159.44
41049,110.913,57.28
41051,13,105.42
41053,554,150.86
41055,78.800,52.06
41057,0,0
41059,143.994,64.47
41061,8.507,67.48
41063,19.469,58.82
41065,59.352,57.01
41067,471,154.23
41069,6.146,51.25
41071,951,103.5
42001,1.387,12100
42003,91,123.22
42005,2.009,96.38
42007,717,107.22
42009,3.925,106.52
42011,3.393,166.09
42013,1.542,172.53
42015,17.564,101.94
42017,26,45.57
42019,2.321,86.06
42021,3.062,117.85
42023,18,93.2
42025,596,125.23
42027,2.146,157.45
42029,1.108,181.01
42031,2.515,88.54
42033,1.161,87.59
42035,622,141.46
42037,6.973,94.12
42039,1.965,104.84
42041,2.178,132.85
42043,765,105.16
42045,0,0
42047,18,62.26
42049,3.313,138.56
42051,2.024,114.12
42053,32,67.54
42055,3.041,145.4
42057,2.544,83.64
42059,365,100.55
42061,3.573,168.98
42063,3.213,101.7
42065,1.365,76.01
42067,1.684,140.25
42069,648,97.32
42071,2.274,323.84
42073,753,109.02
42075,775,203.91
42077,14,56.05
42079,2.623,133.31
42081,9.810,130.26
42083,1.395,115.45
42085,1.144,100.04
42087,1.776,158.22
42089,1,44.66
42091,381,47.05
42093,3.406,94.97
42095,35,44.71
42097,4.265,138.68
42099,2.312,99.43
42101,0,0
42103,0,0
42105,5.661,121.29
42107,3.300,105.38
42109,1.518,115.78
42111,4.759,68.93
42113,877,89.33
42115,4.649,90.27
42117,11.856,96.49
42119,1.106,136.67
42121,1.438,94.12
42123,1.089,100.83
42125,2.619,116.54
42127,843,105.55
42129,2.958,123.74
42131,1.795,100.24
42133,2.371,173.27
44001,0,0
44003,0,0
44005,0,0
44007,28,7400
44009,0,0
45001,589,27.11
45003,440,27.69
45005,2.589,31.4
45007,1.590,25.52
45009,7.577,32.33
45011,2.719,33.48
45013,0,0
45015,339,38.04
45017,1.241,38.81
45019,203,25.74
45021,205,25.52
45023,252,30.61
45025,8.753,33.7
45027,3.839,48.14
45029,1.059,33.46
45031,862,38.35
45033,1.218,50.18
45035,332,34.42
45037,673,32.77
45039,0,0
45041,1.770,42.87
45043,1.142,39.9
45045,402,24.21
45047,7,42.81
45049,805,32.05
45051,4.131,79.77
45053,78,29.68
45055,1.311,30.87
45057,379,31.99
45059,958,22.26
45061,6.899,47.83
45063,338,28.15
45065,27,3000
45067,1.054,5100
45069,1.570,46.06
45071,293,28.71
45073,230,23.82
45075,7.217,38.34
45077,0,0
45079,31,41.46
45081,1.583,24.79
45083,688,27.64
45085,5.499,46.61
45087,410,33.04
45089,8.529,41.46
45091,135,26.68
46003,16.951,72.97
46005,23.905,110.6
46007,5.493,32.87
46009,9.884,107.1
46011,24.261,119.73
46013,66.586,102.88
46015,8.131,70.03
46017,2.354,51.88
46019,12.826,30.49
46021,15.961,63.7
46023,17.042,94.4
46025,25.845,101.86
46027,6.806,142.24
46029,14.248,122.94
46031,3.271,32.55
46033,81,28.85
46035,8.756,106.24
46037,40.732,112.59
46039,19.477,107.98
46041,3.478,3200
46043,6.292,95.65
46045,14.816,84.95
46047,996,29.62
46049,6.334,74.84
46051,9.142,91.98
46053,5.944,58.85
46055,35.129,32.39
46057,14.090,105.86
46059,15.626,76.01
46061,10.787,131.4
46063,3.685,26.01
46065,12.073,55.63
46067,21.715,111.65
46069,5.054,48.87
46071,5.987,27.32
46073,8.335,72.89
46075,6.525,33.24
46077,7.250,101.59
46079,7.538,117.73
46081,28,44.21
46083,8.114,156.66
46085,66.453,48.29
46087,12.134,141.93
46089,11.996,55.47
46091,41.038,105.42
46093,14.521,27.91
46095,790,35.31
46097,20.668,120.74
46099,6.098,146.65
46101,12.577,125.56
46103,3.080,35.16
46105,47.451,34.43
46107,10.847,72.37
46109,38.901,117.45
46111,16.862,99.93
46113,323,35.54
46115,33.163,79.06
46117,28.800,34.91
46119,13.425,70.18
46121,275,43.02
46123,17.101,47.29
46125,9.272,124.27
46127,8.097,168.42
46129,17.527,80.95
46135,11.269,143.13
46137,3.657,29.88
47001,5,6300
47003,155,71.24
47005,2.659,97.37
47007,147,76.57
47009,0,0
47011,176,52.68
47013,7,2600
47015,47,58.3
47017,9.687,95.08
47019,0,0
47021,297,84.42
47023,2.983,63.46
47025,32,49.97
47027,70,56.79
47029,0,0
47031,99,60.81
47033,3.222,107.09
47035,1.681,101.42
47037,12,59.04
47039,1.097,71.05
47041,109,66.18
47043,468,56.13
47045,2.733,94.54
47047,13.021,77.12
47049,34,44.58
47051,436,117.64
47053,6.815,93.9
47055,1.485,82.86
47057,11,62.48
47059,78,46.78
47061,102,84.98
47063,2,118.16
47065,4,61.8
47067,3,42.81
47069,7.048,92.09
47071,5.433,65.46
47073,23,38.44
47075,10.719,121.38
47077,6.015,76.24
47079,6.143,101.57
47081,377,68.92
47083,10,7300
47085,196,56.75
47087,9,56.06
47089,0,0
47091,0,0
47093,122,54.82
47095,167,115.33
47097,7.530,93.74
47099,5.445,64.37
47101,18,58.91
47103,499,76.05
47105,26,36.95
47107,86,47.32
47109,6.180,62.35
47111,23,93.82
47113,9.575,108.47
47115,43,68.87
47117,0,0
47119,355,59.91
47121,433,40.67
47123,0,0
47125,389,126.84
47127,13,67.48
47129,301,86.16
47131,6.005,110.56
47133,29,53.58
47135,502,74.31
47137,0,0
47139,71,72.97
47141,59,96.11
47143,819,56.27
47145,117,30.14
47147,489,118.74
47149,5,64.5
47151,0,0
47153,127,63.48
47155,0,0
47157,1.672,83.73
47159,82,59.1
47161,55,64.46
47163,0,43.4
47165,50,82.98
47167,1.937,88.81
47169,0,0
47171,0,0
47173,3,53.2
47175,767,44.9
47177,7,52.5
47179,0,0
47181,2.449,51.86
47183,8.900,98.26
47185,111,49.19
47187,1,5700
47189,44,46.06
48001,0,0
48003,31.984,2900
48005,778,33.08
48007,0,0
48009,112,25.83
48011,16.410,31.57
48013,327,44.71
48015,17,45.2
48017,139.948,40.68
48019,39,48.32
48021,47,49.06
48023,557,31.56
48025,30,38.6
48027,127,47.07
48029,0,0
48031,0,0
48033,6.227,33.28
48035,244,29.31
48037,1.045,42.3
48039,0,0
48041,0,0
48043,1.574,26.65
48045,43.940,37.49
48047,1.064,37.72
48049,145,50.86
48051,0,0
48053,40,21.25
48055,45,52.2
48057,83,19.97
48059,822,29.48
48061,4.300,42.63
48063,0,0
48065,33.427,40.38
48067,0,0
48069,90.657,40.2
48071,0,0
48073,49,30.24
48075,29.517,32.83
48077,865,44.92
48079,84.671,32.27
48081,702,26.55
48083,2.897,31.64
48085,40,34.58
48087,34.136,35.36
48089,141,47.29
48091,0,0
48093,286,37.28
48095,6.175,35.18
48097,0,0
48099,0,0
48101,34.751,29.56
48103,58,38.68
48105,953,31.43
48107,42.432,39.69
48109,311,17.07
48111,115.231,35.58
48113,0,0
48115,71.841,33.66
48117,146.832,36.07
48119,406,39.77
48121,0,0
48123,0,0
48125,43.539,41.96
48127,293,33.38
48129,18.298,33.01
48131,9.831,33.57
48133,179,28.12
48135,0,0
48137,366,35.59
48139,773,40.93
48141,0,0
48143,0,0
48145,287,50.12
48147,1.460,33.05
48149,864,50.6
48151,27.993,34.78
48153,99.375,40.76
48155,6.971,32.33
48157,0,0
48159,0,0
48161,0,0
48163,3.595,33.95
48165,163.126,34.48
48167,0,0
48169,18.175,35.98
48171,149,37.16
48173,3.463,36.59
48175,362,41.78
48177,0,0
48179,17.264,33.29
48181,1.093,38.58
48183,0,0
48185,0,0
48187,0,0
48189,100.820,38.51
48191,46.511,37.03
48193,154,39.23
48195,13.548,29.51
48197,14.168,30.91
48199,0,0
48201,0,0
48203,0,0
48205,30.871,41.61
48207,17.920,36.89
48209,17,41.6
48211,8.444,32.24
48213,0,0
48215,22.300,43.11
48217,3.247,52.88
48219,103.206,36.5
48221,0,0
48223,1.392,24.33
48225,304,25.63
48227,33.168,38.99
48229,1.235,19.98
48231,360,35.21
48233,2.774,37.07
48235,1.053,34.12
48237,250,50.35
48239,98,49.34
48241,0,0
48243,242,27.5
48245,0,0
48247,3.721,34.28
48249,5.952,36.37
48251,0,0
48253,21.424,35.18
48255,50,48.69
48257,65,33.69
48259,69,36.45
48261,864,20.91
48263,18.028,35.79
48265,5,53.2
48267,138,42.53
48269,6.048,29.49
48271,610,35.2
48273,638,45.76
48275,5.366,38.13
48277,4.704,40.38
48279,133.609,41.79
48281,38,42.42
48283,2.652,25.98
48285,45,48.8
48287,0,0
48289,0,0
48291,0,0
48293,1.375,38.9
48295,28.654,35.99
48297,1.167,40.43
48299,112,52.2
48301,0,0
48303,33.125,44.56
48305,39.648,36.53
48307,1.756,29.99
48309,256,38.9
48311,0,0
48313,0,0
48315,0,0
48317,58.638,37.03
48319,129,35.81
48321,0,0
48323,1.409,29.72
48325,1.090,40.3
48327,645,38.67
48329,13.601,37.65
48331,108,48.43
48333,126,33.06
48335,30.612,37.89
48337,206,31.59
48339,0,0
48341,16.293,36.23
48343,0,0
48345,28.987,35.27
48347,0,0
48349,1.211,42.16
48351,0,0
48353,13.415,34.68
48355,353,57.9
48357,29.970,34.73
48359,24.892,33.78
48361,0,0
48363,0,0
48365,214,33.97
48367,0,0
48369,83.782,40.08
48371,11.314,29.62
48373,0,0
48375,5.427,37.12
48377,3.442,27.61
48379,0,0
48381,63.925,33.41
48383,1.088,33.06
48385,46,52.08
48387,6.789,43.71
48389,16.445,32.75
48391,0,0
48393,6.643,40.18
48395,0,0
48397,0,0
48399,14.107,32.26
48401,293,3800
48403,0,0
48405,0,0
48407,0,0
48409,49,51.2
48411,9,3600
48413,1.224,3400
48415,28.896,35.29
48417,1.178,33.99
48419,0,0
48421,71.310,32.71
48423,64,18.51
48425,0,0
48427,24.497,45.03
48429,96,34.53
48431,0,0
48433,19.750,35.95
48435,172,31.08
48437,110.442,38.26
48439,0,0
48441,7.516,30.43
48443,304,31.26
48445,99.988,36.85
48447,678,35.3
48449,0,0
48451,2.955,37.56
48453,0,0
48455,635,27.51
48457,0,0
48459,0,0
48461,206,30.64
48463,2.563,40.19
48465,849,29.56
48467,0,0
48469,166,51.56
48471,0,0
48473,0,0
48475,1.078,28.43
48477,120,48.65
48479,0,0
48481,13,55.6
48483,23.689,34.11
48485,69,47.2
48487,7.211,28.89
48489,6.124,45.59
48491,884,52.99
48493,0,0
48495,0,0
48497,0,0
48499,0,0
48501,63.738,34.09
48503,293,39.06
48505,0,0
48507,2.259,34.81
49001,0,0
49003,67.521,34.29
49005,10.603,3700
49007,0,0
49009,0,0
49011,0,0
49013,0,0
49015,0,0
49017,0,0
49019,0,0
49021,0,0
49023,16.346,31.83
49025,0,0
49027,9.764,26.13
49029,102,37.64
49031,0,0
49033,14.586,29.6
49035,0,0
49037,33.799,26.38
49039,0,0
49041,0,0
49043,27,4500
49045,209,18.7
49047,1.899,33.57
49049,15.310,53.76
49051,0,0
49053,691,29.14
49055,0,0
49057,0,0
50001,1.224,86.95
50003,54,83.92
50005,37,85.62
50007,119,134.75
50009,54,83.75
50011,562,124.83
50013,0,0
50015,82,121.63
50017,113,109.95
50019,185,149.52
50021,390,99.98
50023,17,115.97
50025,42,165.93
50027,3,74.38
51001,787,83.17
51003,673,66.82
51005,51,78.46
51007,3.303,42.3
51009,170,76.57
51011,292,64.15
51013,0,0
51015,2.573,82.14
51017,384,76.37
51019,1.148,71.41
51021,102,55.97
51023,221,84.71
51025,2.355,46.96
51027,0,54.2
51029,543,47.14
51031,1.270,39.67
51033,308,61.64
51035,412,76.98
51036,61,67.49
51037,412,36.66
51041,17,54.73
51043,153,70.85
51045,127,79.9
51047,938,78.94
51049,421,59.58
51051,2,53.22
51053,1.670,50.91
51057,692,65.35
51059,0,0
51061,889,66.62
51063,20,78.02
51065,182,59.59
51067,101,67.09
51069,132,80.24
51071,15,31.46
51073,21,45.46
51075,127,79.37
51077,308,80.14
51079,302,71.12
51081,2.282,74.24
51083,3.254,61.24
51085,325,79.59
51087,0,0
51089,25,60.93
51091,570,79.37
51093,314,79.28
51095,59,56.36
51097,688,62.54
51099,869,66.64
51101,114,74.92
51103,144,62.86
51105,84,72.4
51107,49,84.09
51109,646,64.46
51111,638,36.95
51113,606,69.8
51115,18,56.64
51117,1.010,31.36
51119,90,49.07
51121,75,78.24
51125,285,69.65
51127,47,72.77
51131,167,83.6
51133,106,66.61
51135,805,42.19
51137,374,80.75
51139,317,83.83
51141,136,80.9
51143,1.748,41.52
51145,407,41.28
51147,2.239,51.09
51149,750,52.99
51153,85,77.14
51155,19,80.43
51157,579,82.63
51159,159,77.36
51161,2,86.4
51163,563,75.5
51165,1.256,89.24
51167,883,77.48
51169,112,82.26
51171,397,86.43
51173,401,78.14
51175,2.899,77.54
51177,351,59.15
51179,161,48.75
51181,82,48.13
51183,660,62.81
51185,512,64.97
51187,26,77.6
51191,615,77.51
51193,313,82.04
51195,0,0
51197,297,81.76
51199,0,0
51510,0,0
51515,0,0
51520,0,0
51530,0,0
51540,0,0
51550,268,86.01
51560,0,0
51570,0,0
51580,0,0
51590,0,0
51595,0,0
51600,0,0
51610,0,0
51620,0,0
51630,0,0
51640,0,0
51650,0,0
51660,0,0
51670,0,0
51678,0,0
51680,0,0
