fid,lat,lng
20270,33.50,-69.50
20271,33.50,-68.50
20272,33.50,-67.50
20273,33.50,-66.50
20274,33.50,-65.50
20275,33.50,-64.50
20276,33.50,-63.50
20277,33.50,-62.50
20278,33.50,-61.50
20279,33.50,-60.50
20280,33.50,-59.50
20281,33.50,-58.50
20282,33.50,-57.50
20283,33.50,-56.50
20284,33.50,-55.50
20285,33.50,-54.50
20286,33.50,-53.50
20287,33.50,-52.50
20288,33.50,-51.50
20289,33.50,-50.50
20290,33.50,-49.50
20291,33.50,-48.50
20292,33.50,-47.50
20293,33.50,-46.50
20294,33.50,-45.50
20295,33.50,-44.50
20296,33.50,-43.50
20297,33.50,-42.50
20298,33.50,-41.50
20299,33.50,-40.50
20300,33.50,-39.50
20301,33.50,-38.50
20302,33.50,-37.50
20303,33.50,-36.50
20304,33.50,-35.50
20305,33.50,-34.50
20306,33.50,-33.50
20307,33.50,-32.50
20308,33.50,-31.50
20309,33.50,-30.50
20310,33.50,-29.50
20311,33.50,-28.50
20312,33.50,-27.50
20313,33.50,-26.50
20314,33.50,-25.50
20315,33.50,-24.50
20316,33.50,-23.50
20317,33.50,-22.50
20318,33.50,-21.50
20319,33.50,-20.50
20320,33.50,-19.50
20321,33.50,-18.50
20322,33.50,-17.50
20323,33.50,-16.50
20324,33.50,-15.50
20325,33.50,-14.50
20326,33.50,-13.50
20327,33.50,-12.50
20328,33.50,-11.50
20329,33.50,-10.50
20330,33.50,-9.50
20331,33.50,-8.50
20332,33.50,-7.50
20333,33.50,-6.50
20334,33.50,-5.50
20335,33.50,-4.50
20336,33.50,-3.50
20337,33.50,-2.50
20338,33.50,-1.50
20339,33.50,-0.50
20340,33.50,0.50
20341,33.50,1.50
20342,33.50,2.50
20343,33.50,3.50
20344,33.50,4.50
20345,33.50,5.50
20346,33.50,6.50
20347,33.50,7.50
20348,33.50,8.50
20349,33.50,9.50
20350,33.50,10.50
20351,33.50,11.50
20352,33.50,12.50
20353,33.50,13.50
20354,33.50,14.50
20355,33.50,15.50
20356,33.50,16.50
20357,33.50,17.50
20358,33.50,18.50
20359,33.50,19.50
20360,33.50,20.50
20361,33.50,21.50
20362,33.50,22.50
20363,33.50,23.50
20364,33.50,24.50
20365,33.50,25.50
20366,33.50,26.50
20367,33.50,27.50
20368,33.50,28.50
20369,33.50,29.50
20370,33.50,30.50
20371,33.50,31.50
20372,33.50,32.50
20373,33.50,33.50
20374,33.50,34.50
20375,33.50,35.50
20376,33.50,36.50
20377,33.50,37.50
20378,33.50,38.50
20379,33.50,39.50
20380,33.50,40.50
20381,33.50,41.50
20382,33.50,42.50
20383,33.50,43.50
20384,33.50,44.50
20385,33.50,45.50
20386,33.50,46.50
20387,33.50,47.50
20388,33.50,48.50
20389,33.50,49.50
20390,33.50,50.50
20391,33.50,51.50
20392,33.50,52.50
20393,33.50,53.50
20394,33.50,54.50
20395,33.50,55.50
20396,33.50,56.50
20397,33.50,57.50
20398,33.50,58.50
20399,33.50,59.50
20400,33.50,60.50
20401,33.50,61.50
20402,33.50,62.50
20403,33.50,63.50
20404,33.50,64.50
20405,33.50,65.50
20406,33.50,66.50
20407,33.50,67.50
20408,33.50,68.50
20409,33.50,69.50
20410,33.50,70.50
20411,33.50,71.50
20412,33.50,72.50
20413,33.50,73.50
20414,33.50,74.50
20415,33.50,75.50
20416,33.50,76.50
20417,33.50,77.50
20418,33.50,78.50
20419,33.50,79.50
20420,33.50,80.50
20421,33.50,81.50
20422,33.50,82.50
20423,33.50,83.50
20424,33.50,84.50
20425,33.50,85.50
20426,33.50,86.50
20427,33.50,87.50
20428,33.50,88.50
20429,33.50,89.50
20430,33.50,90.50
20431,33.50,91.50
20432,33.50,92.50
20433,33.50,93.50
20434,33.50,94.50
20435,33.50,95.50
20436,33.50,96.50
20437,33.50,97.50
20438,33.50,98.50
20439,33.50,99.50
20440,33.50,100.50
20441,33.50,101.50
20442,33.50,102.50
20443,33.50,103.50
20444,33.50,104.50
20445,33.50,105.50
20446,33.50,106.50
20447,33.50,107.50
20448,33.50,108.50
20449,33.50,109.50
20450,33.50,110.50
20451,33.50,111.50
20452,33.50,112.50
20453,33.50,113.50
20454,33.50,114.50
20455,33.50,115.50
20456,33.50,116.50
20457,33.50,117.50
20458,33.50,118.50
20459,33.50,119.50
20460,33.50,120.50
20461,33.50,121.50
20462,33.50,122.50
20463,33.50,123.50
20464,33.50,124.50
20465,33.50,125.50
20466,33.50,126.50
20467,33.50,127.50
20468,33.50,128.50
20469,33.50,129.50
20470,33.50,130.50
20471,33.50,131.50
20472,33.50,132.50
20473,33.50,133.50
20474,33.50,134.50
20475,33.50,135.50
20476,33.50,136.50
20477,33.50,137.50
20478,33.50,138.50
20479,33.50,139.50
20480,33.50,140.50
20481,33.50,141.50
20482,33.50,142.50
20483,33.50,143.50
20484,33.50,144.50
20485,33.50,145.50
20486,33.50,146.50
20487,33.50,147.50
20488,33.50,148.50
20489,33.50,149.50
20490,33.50,150.50
20491,33.50,151.50
20492,33.50,152.50
20493,33.50,153.50
20494,33.50,154.50
20495,33.50,155.50
20496,33.50,156.50
20497,33.50,157.50
20498,33.50,158.50
20499,33.50,159.50
20500,33.50,160.50
20501,33.50,161.50
20502,33.50,162.50
20503,33.50,163.50
20504,33.50,164.50
20505,33.50,165.50
20506,33.50,166.50
20507,33.50,167.50
20508,33.50,168.50
20509,33.50,169.50
20510,33.50,170.50
20511,33.50,171.50
20512,33.50,172.50
20513,33.50,173.50
20514,33.50,174.50
20515,33.50,175.50
20516,33.50,176.50
20517,33.50,177.50
20518,33.50,178.50
20519,33.50,179.50
20520,32.50,-179.50
20521,32.50,-178.50
20522,32.50,-177.50
20523,32.50,-176.50
20524,32.50,-175.50
20525,32.50,-174.50
20526,32.50,-173.50
20527,32.50,-172.50
20528,32.50,-171.50
20529,32.50,-170.50
20530,32.50,-169.50
20531,32.50,-168.50
20532,32.50,-167.50
20533,32.50,-166.50
20534,32.50,-165.50
20535,32.50,-164.50
20536,32.50,-163.50
20537,32.50,-162.50
20538,32.50,-161.50
20539,32.50,-160.50
20540,32.50,-159.50
20541,32.50,-158.50
20542,32.50,-157.50
20543,32.50,-156.50
20544,32.50,-155.50
20545,32.50,-154.50
20546,32.50,-153.50
20547,32.50,-152.50
20548,32.50,-151.50
20549,32.50,-150.50
20550,32.50,-149.50
20551,32.50,-148.50
20552,32.50,-147.50
20553,32.50,-146.50
20554,32.50,-145.50
20555,32.50,-144.50
20556,32.50,-143.50
20557,32.50,-142.50
20558,32.50,-141.50
20559,32.50,-140.50
20560,32.50,-139.50
20561,32.50,-138.50
20562,32.50,-137.50
20563,32.50,-136.50
20564,32.50,-135.50
20565,32.50,-134.50
20566,32.50,-133.50
20567,32.50,-132.50
20568,32.50,-131.50
20569,32.50,-130.50
20570,32.50,-129.50
20571,32.50,-128.50
20572,32.50,-127.50
20573,32.50,-126.50
20574,32.50,-125.50
20575,32.50,-124.50
20576,32.50,-123.50
20577,32.50,-122.50
20578,32.50,-121.50
20579,32.50,-120.50
20580,32.50,-119.50
20581,32.50,-118.50
20582,32.50,-117.50
20583,32.50,-116.50
20584,32.50,-115.50
20585,32.50,-114.50
20586,32.50,-113.50
20587,32.50,-112.50
20588,32.50,-111.50
20589,32.50,-110.50
20590,32.50,-109.50
20591,32.50,-108.50
20592,32.50,-107.50
20593,32.50,-106.50
20594,32.50,-105.50
20595,32.50,-104.50
20596,32.50,-103.50
20597,32.50,-102.50
20598,32.50,-101.50
20599,32.50,-100.50
20600,32.50,-99.50
20601,32.50,-98.50
20602,32.50,-97.50
20603,32.50,-96.50
20604,32.50,-95.50
20605,32.50,-94.50
20606,32.50,-93.50
20607,32.50,-92.50
20608,32.50,-91.50
20609,32.50,-90.50
20610,32.50,-89.50
20611,32.50,-88.50
20612,32.50,-87.50
20613,32.50,-86.50
20614,32.50,-85.50
20615,32.50,-84.50
20616,32.50,-83.50
20617,32.50,-82.50
20618,32.50,-81.50
20619,32.50,-80.50
20620,32.50,-79.50
20621,32.50,-78.50
20622,32.50,-77.50
20623,32.50,-76.50
20624,32.50,-75.50
20625,32.50,-74.50
20626,32.50,-73.50
20627,32.50,-72.50
20628,32.50,-71.50
20629,32.50,-70.50
20630,32.50,-69.50
20631,32.50,-68.50
20632,32.50,-67.50
20633,32.50,-66.50
20634,32.50,-65.50
20635,32.50,-64.50
20636,32.50,-63.50
20637,32.50,-62.50
20638,32.50,-61.50
20639,32.50,-60.50
20640,32.50,-59.50
20641,32.50,-58.50
20642,32.50,-57.50
20643,32.50,-56.50
20644,32.50,-55.50
20645,32.50,-54.50
20646,32.50,-53.50
20647,32.50,-52.50
20648,32.50,-51.50
20649,32.50,-50.50
20650,32.50,-49.50
20651,32.50,-48.50
20652,32.50,-47.50
20653,32.50,-46.50
20654,32.50,-45.50
20655,32.50,-44.50
20656,32.50,-43.50
20657,32.50,-42.50
20658,32.50,-41.50
20659,32.50,-40.50
20660,32.50,-39.50
20661,32.50,-38.50
20662,32.50,-37.50
20663,32.50,-36.50
20664,32.50,-35.50
20665,32.50,-34.50
20666,32.50,-33.50
20667,32.50,-32.50
20668,32.50,-31.50
20669,32.50,-30.50
20670,32.50,-29.50
20671,32.50,-28.50
20672,32.50,-27.50
20673,32.50,-26.50
20674,32.50,-25.50
20675,32.50,-24.50
20676,32.50,-23.50
20677,32.50,-22.50
20678,32.50,-21.50
20679,32.50,-20.50
20680,32.50,-19.50
20681,32.50,-18.50
20682,32.50,-17.50
20683,32.50,-16.50
20684,32.50,-15.50
20685,32.50,-14.50
20686,32.50,-13.50
20687,32.50,-12.50
20688,32.50,-11.50
20689,32.50,-10.50
20690,32.50,-9.50
20691,32.50,-8.50
20692,32.50,-7.50
20693,32.50,-6.50
20694,32.50,-5.50
20695,32.50,-4.50
20696,32.50,-3.50
20697,32.50,-2.50
20698,32.50,-1.50
20699,32.50,-0.50
20700,32.50,0.50
20701,32.50,1.50
20702,32.50,2.50
20703,32.50,3.50
20704,32.50,4.50
20705,32.50,5.50
20706,32.50,6.50
20707,32.50,7.50
20708,32.50,8.50
20709,32.50,9.50
20710,32.50,10.50
20711,32.50,11.50
20712,32.50,12.50
20713,32.50,13.50
20714,32.50,14.50
20715,32.50,15.50
20716,32.50,16.50
20717,32.50,17.50
20718,32.50,18.50
20719,32.50,19.50
20720,32.50,20.50
20721,32.50,21.50
20722,32.50,22.50
20723,32.50,23.50
20724,32.50,24.50
20725,32.50,25.50
20726,32.50,26.50
20727,32.50,27.50
20728,32.50,28.50
20729,32.50,29.50
20730,32.50,30.50
20731,32.50,31.50
20732,32.50,32.50
20733,32.50,33.50
20734,32.50,34.50
20735,32.50,35.50
20736,32.50,36.50
20737,32.50,37.50
20738,32.50,38.50
20739,32.50,39.50
20740,32.50,40.50
20741,32.50,41.50
20742,32.50,42.50
20743,32.50,43.50
20744,32.50,44.50
20745,32.50,45.50
20746,32.50,46.50
20747,32.50,47.50
20748,32.50,48.50
20749,32.50,49.50
20750,32.50,50.50
20751,32.50,51.50
20752,32.50,52.50
20753,32.50,53.50
20754,32.50,54.50
20755,32.50,55.50
20756,32.50,56.50
20757,32.50,57.50
20758,32.50,58.50
20759,32.50,59.50
20760,32.50,60.50
20761,32.50,61.50
20762,32.50,62.50
20763,32.50,63.50
20764,32.50,64.50
20765,32.50,65.50
20766,32.50,66.50
20767,32.50,67.50
20768,32.50,68.50
20769,32.50,69.50
20770,32.50,70.50
20771,32.50,71.50
20772,32.50,72.50
20773,32.50,73.50
20774,32.50,74.50
20775,32.50,75.50
20776,32.50,76.50
20777,32.50,77.50
20778,32.50,78.50
20779,32.50,79.50
20780,32.50,80.50
20781,32.50,81.50
20782,32.50,82.50
20783,32.50,83.50
20784,32.50,84.50
20785,32.50,85.50
20786,32.50,86.50
20787,32.50,87.50
20788,32.50,88.50
20789,32.50,89.50
20790,32.50,90.50
20791,32.50,91.50
20792,32.50,92.50
20793,32.50,93.50
20794,32.50,94.50
20795,32.50,95.50
20796,32.50,96.50
20797,32.50,97.50
20798,32.50,98.50
20799,32.50,99.50
20800,32.50,100.50
20801,32.50,101.50
20802,32.50,102.50
20803,32.50,103.50
20804,32.50,104.50
20805,32.50,105.50
20806,32.50,106.50
20807,32.50,107.50
20808,32.50,108.50
20809,32.50,109.50
20810,32.50,110.50
20811,32.50,111.50
20812,32.50,112.50
20813,32.50,113.50
20814,32.50,114.50
20815,32.50,115.50
20816,32.50,116.50
20817,32.50,117.50
20818,32.50,118.50
20819,32.50,119.50
20820,32.50,120.50
20821,32.50,121.50
20822,32.50,122.50
20823,32.50,123.50
20824,32.50,124.50
20825,32.50,125.50
20826,32.50,126.50
20827,32.50,127.50
20828,32.50,128.50
20829,32.50,129.50
20830,32.50,130.50
20831,32.50,131.50
20832,32.50,132.50
20833,32.50,133.50
20834,32.50,134.50
20835,32.50,135.50
20836,32.50,136.50
20837,32.50,137.50
20838,32.50,138.50
20839,32.50,139.50
20840,32.50,140.50
20841,32.50,141.50
20842,32.50,142.50
20843,32.50,143.50
20844,32.50,144.50
20845,32.50,145.50
20846,32.50,146.50
20847,32.50,147.50
20848,32.50,148.50
20849,32.50,149.50
20850,32.50,150.50
20851,32.50,151.50
20852,32.50,152.50
20853,32.50,153.50
20854,32.50,154.50
20855,32.50,155.50
20856,32.50,156.50
20857,32.50,157.50
20858,32.50,158.50
20859,32.50,159.50
20860,32.50,160.50
20861,32.50,161.50
20862,32.50,162.50
20863,32.50,163.50
20864,32.50,164.50
20865,32.50,165.50
20866,32.50,166.50
20867,32.50,167.50
20868,32.50,168.50
20869,32.50,169.50
20870,32.50,170.50
20871,32.50,171.50
20872,32.50,172.50
20873,32.50,173.50
20874,32.50,174.50
20875,32.50,175.50
20876,32.50,176.50
20877,32.50,177.50
20878,32.50,178.50
20879,32.50,179.50
20880,31.50,-179.50
20881,31.50,-178.50
20882,31.50,-177.50
20883,31.50,-176.50
20884,31.50,-175.50
20885,31.50,-174.50
20886,31.50,-173.50
20887,31.50,-172.50
20888,31.50,-171.50
20889,31.50,-170.50
20890,31.50,-169.50
20891,31.50,-168.50
20892,31.50,-167.50
20893,31.50,-166.50
20894,31.50,-165.50
20895,31.50,-164.50
20896,31.50,-163.50
20897,31.50,-162.50
20898,31.50,-161.50
20899,31.50,-160.50
20900,31.50,-159.50
20901,31.50,-158.50
20902,31.50,-157.50
20903,31.50,-156.50
20904,31.50,-155.50
20905,31.50,-154.50
20906,31.50,-153.50
20907,31.50,-152.50
20908,31.50,-151.50
20909,31.50,-150.50
20910,31.50,-149.50
20911,31.50,-148.50
20912,31.50,-147.50
20913,31.50,-146.50
20914,31.50,-145.50
20915,31.50,-144.50
20916,31.50,-143.50
20917,31.50,-142.50
20918,31.50,-141.50
20919,31.50,-140.50
20920,31.50,-139.50
20921,31.50,-138.50
20922,31.50,-137.50
20923,31.50,-136.50
20924,31.50,-135.50
20925,31.50,-134.50
20926,31.50,-133.50
20927,31.50,-132.50
20928,31.50,-131.50
20929,31.50,-130.50
20930,31.50,-129.50
20931,31.50,-128.50
20932,31.50,-127.50
20933,31.50,-126.50
20934,31.50,-125.50
20935,31.50,-124.50
20936,31.50,-123.50
20937,31.50,-122.50
20938,31.50,-121.50
20939,31.50,-120.50
20940,31.50,-119.50
20941,31.50,-118.50
20942,31.50,-117.50
20943,31.50,-116.50
20944,31.50,-115.50
20945,31.50,-114.50
20946,31.50,-113.50
20947,31.50,-112.50
20948,31.50,-111.50
20949,31.50,-110.50
20950,31.50,-109.50
20951,31.50,-108.50
20952,31.50,-107.50
20953,31.50,-106.50
20954,31.50,-105.50
20955,31.50,-104.50
20956,31.50,-103.50
20957,31.50,-102.50
20958,31.50,-101.50
20959,31.50,-100.50
20960,31.50,-99.50
20961,31.50,-98.50
20962,31.50,-97.50
20963,31.50,-96.50
20964,31.50,-95.50
20965,31.50,-94.50
20966,31.50,-93.50
20967,31.50,-92.50
20968,31.50,-91.50
20969,31.50,-90.50
20970,31.50,-89.50
20971,31.50,-88.50
20972,31.50,-87.50
20973,31.50,-86.50
20974,31.50,-85.50
20975,31.50,-84.50
20976,31.50,-83.50
20977,31.50,-82.50
20978,31.50,-81.50
20979,31.50,-80.50
20980,31.50,-79.50
20981,31.50,-78.50
20982,31.50,-77.50
20983,31.50,-76.50
20984,31.50,-75.50
20985,31.50,-74.50
20986,31.50,-73.50
20987,31.50,-72.50
20988,31.50,-71.50
20989,31.50,-70.50
20990,31.50,-69.50
20991,31.50,-68.50
20992,31.50,-67.50
20993,31.50,-66.50
20994,31.50,-65.50
20995,31.50,-64.50
20996,31.50,-63.50
20997,31.50,-62.50
20998,31.50,-61.50
20999,31.50,-60.50
21000,31.50,-59.50
21001,31.50,-58.50
21002,31.50,-57.50
21003,31.50,-56.50
21004,31.50,-55.50
21005,31.50,-54.50
21006,31.50,-53.50
21007,31.50,-52.50
21008,31.50,-51.50
21009,31.50,-50.50
21010,31.50,-49.50
21011,31.50,-48.50
21012,31.50,-47.50
21013,31.50,-46.50
21014,31.50,-45.50
21015,31.50,-44.50
21016,31.50,-43.50
21017,31.50,-42.50
21018,31.50,-41.50
21019,31.50,-40.50
21020,31.50,-39.50
21021,31.50,-38.50
21022,31.50,-37.50
21023,31.50,-36.50
21024,31.50,-35.50
21025,31.50,-34.50
21026,31.50,-33.50
21027,31.50,-32.50
21028,31.50,-31.50
21029,31.50,-30.50
21030,31.50,-29.50
21031,31.50,-28.50
21032,31.50,-27.50
21033,31.50,-26.50
21034,31.50,-25.50
21035,31.50,-24.50
21036,31.50,-23.50
21037,31.50,-22.50
21038,31.50,-21.50
21039,31.50,-20.50
21040,31.50,-19.50
21041,31.50,-18.50
21042,31.50,-17.50
21043,31.50,-16.50
21044,31.50,-15.50
21045,31.50,-14.50
21046,31.50,-13.50
21047,31.50,-12.50
21048,31.50,-11.50
21049,31.50,-10.50
21050,31.50,-9.50
21051,31.50,-8.50
21052,31.50,-7.50
21053,31.50,-6.50
21054,31.50,-5.50
21055,31.50,-4.50
21056,31.50,-3.50
21057,31.50,-2.50
21058,31.50,-1.50
21059,31.50,-0.50
21060,31.50,0.50
21061,31.50,1.50
21062,31.50,2.50
21063,31.50,3.50
21064,31.50,4.50
21065,31.50,5.50
21066,31.50,6.50
21067,31.50,7.50
21068,31.50,8.50
21069,31.50,9.50
21070,31.50,10.50
21071,31.50,11.50
21072,31.50,12.50
21073,31.50,13.50
21074,31.50,14.50
21075,31.50,15.50
21076,31.50,16.50
21077,31.50,17.50
21078,31.50,18.50
21079,31.50,19.50
21080,31.50,20.50
21081,31.50,21.50
21082,31.50,22.50
21083,31.50,23.50
21084,31.50,24.50
21085,31.50,25.50
21086,31.50,26.50
21087,31.50,27.50
21088,31.50,28.50
21089,31.50,29.50
21090,31.50,30.50
21091,31.50,31.50
21092,31.50,32.50
21093,31.50,33.50
21094,31.50,34.50
21095,31.50,35.50
21096,31.50,36.50
21097,31.50,37.50
21098,31.50,38.50
21099,31.50,39.50
21100,31.50,40.50
21101,31.50,41.50
21102,31.50,42.50
21103,31.50,43.50
21104,31.50,44.50
21105,31.50,45.50
21106,31.50,46.50
21107,31.50,47.50
21108,31.50,48.50
21109,31.50,49.50
21110,31.50,50.50
21111,31.50,51.50
21112,31.50,52.50
21113,31.50,53.50
21114,31.50,54.50
21115,31.50,55.50
21116,31.50,56.50
21117,31.50,57.50
21118,31.50,58.50
21119,31.50,59.50
21120,31.50,60.50
21121,31.50,61.50
21122,31.50,62.50
21123,31.50,63.50
21124,31.50,64.50
21125,31.50,65.50
21126,31.50,66.50
21127,31.50,67.50
21128,31.50,68.50
21129,31.50,69.50
21130,31.50,70.50
21131,31.50,71.50
21132,31.50,72.50
21133,31.50,73.50
21134,31.50,74.50
21135,31.50,75.50
21136,31.50,76.50
21137,31.50,77.50
21138,31.50,78.50
21139,31.50,79.50
21140,31.50,80.50
21141,31.50,81.50
21142,31.50,82.50
21143,31.50,83.50
21144,31.50,84.50
21145,31.50,85.50
21146,31.50,86.50
21147,31.50,87.50
21148,31.50,88.50
21149,31.50,89.50
21150,31.50,90.50
21151,31.50,91.50
21152,31.50,92.50
21153,31.50,93.50
21154,31.50,94.50
21155,31.50,95.50
21156,31.50,96.50
21157,31.50,97.50
21158,31.50,98.50
21159,31.50,99.50
21160,31.50,100.50
21161,31.50,101.50
21162,31.50,102.50
21163,31.50,103.50
21164,31.50,104.50
21165,31.50,105.50
21166,31.50,106.50
21167,31.50,107.50
21168,31.50,108.50
21169,31.50,109.50
21170,31.50,110.50
21171,31.50,111.50
21172,31.50,112.50
21173,31.50,113.50
21174,31.50,114.50
21175,31.50,115.50
21176,31.50,116.50
21177,31.50,117.50
21178,31.50,118.50
21179,31.50,119.50
21180,31.50,120.50
21181,31.50,121.50
21182,31.50,122.50
21183,31.50,123.50
21184,31.50,124.50
21185,31.50,125.50
21186,31.50,126.50
21187,31.50,127.50
21188,31.50,128.50
21189,31.50,129.50
21190,31.50,130.50
21191,31.50,131.50
21192,31.50,132.50
21193,31.50,133.50
21194,31.50,134.50
21195,31.50,135.50
21196,31.50,136.50
21197,31.50,137.50
21198,31.50,138.50
21199,31.50,139.50
21200,31.50,140.50
21201,31.50,141.50
21202,31.50,142.50
21203,31.50,143.50
21204,31.50,144.50
21205,31.50,145.50
21206,31.50,146.50
21207,31.50,147.50
21208,31.50,148.50
21209,31.50,149.50
21210,31.50,150.50
21211,31.50,151.50
21212,31.50,152.50
21213,31.50,153.50
21214,31.50,154.50
21215,31.50,155.50
21216,31.50,156.50
21217,31.50,157.50
21218,31.50,158.50
21219,31.50,159.50
21220,31.50,160.50
21221,31.50,161.50
21222,31.50,162.50
21223,31.50,163.50
21224,31.50,164.50
21225,31.50,165.50
21226,31.50,166.50
21227,31.50,167.50
21228,31.50,168.50
21229,31.50,169.50
21230,31.50,170.50
21231,31.50,171.50
21232,31.50,172.50
21233,31.50,173.50
21234,31.50,174.50
21235,31.50,175.50
21236,31.50,176.50
21237,31.50,177.50
21238,31.50,178.50
21239,31.50,179.50
21240,30.50,-179.50
21241,30.50,-178.50
21242,30.50,-177.50
21243,30.50,-176.50
21244,30.50,-175.50
21245,30.50,-174.50
21246,30.50,-173.50
21247,30.50,-172.50
21248,30.50,-171.50
21249,30.50,-170.50
21250,30.50,-169.50
21251,30.50,-168.50
21252,30.50,-167.50
21253,30.50,-166.50
21254,30.50,-165.50
21255,30.50,-164.50
21256,30.50,-163.50
21257,30.50,-162.50
21258,30.50,-161.50
21259,30.50,-160.50
21260,30.50,-159.50
21261,30.50,-158.50
21262,30.50,-157.50
21263,30.50,-156.50
21264,30.50,-155.50
21265,30.50,-154.50
21266,30.50,-153.50
21267,30.50,-152.50
21268,30.50,-151.50
21269,30.50,-150.50
21270,30.50,-149.50
21271,30.50,-148.50
21272,30.50,-147.50
21273,30.50,-146.50
21274,30.50,-145.50
21275,30.50,-144.50
21276,30.50,-143.50
21277,30.50,-142.50
21278,30.50,-141.50
21279,30.50,-140.50
21280,30.50,-139.50
21281,30.50,-138.50
21282,30.50,-137.50
21283,30.50,-136.50
21284,30.50,-135.50
21285,30.50,-134.50
21286,30.50,-133.50
21287,30.50,-132.50
21288,30.50,-131.50
21289,30.50,-130.50
21290,30.50,-129.50
21291,30.50,-128.50
21292,30.50,-127.50
21293,30.50,-126.50
21294,30.50,-125.50
21295,30.50,-124.50
21296,30.50,-123.50
21297,30.50,-122.50
21298,30.50,-121.50
21299,30.50,-120.50
21300,30.50,-119.50
21301,30.50,-118.50
21302,30.50,-117.50
21303,30.50,-116.50
21304,30.50,-115.50
21305,30.50,-114.50
21306,30.50,-113.50
21307,30.50,-112.50
21308,30.50,-111.50
21309,30.50,-110.50
21310,30.50,-109.50
21311,30.50,-108.50
21312,30.50,-107.50
21313,30.50,-106.50
21314,30.50,-105.50
21315,30.50,-104.50
21316,30.50,-103.50
21317,30.50,-102.50
21318,30.50,-101.50
21319,30.50,-100.50
21320,30.50,-99.50
21321,30.50,-98.50
21322,30.50,-97.50
21323,30.50,-96.50
21324,30.50,-95.50
21325,30.50,-94.50
21326,30.50,-93.50
21327,30.50,-92.50
21328,30.50,-91.50
21329,30.50,-90.50
21330,30.50,-89.50
21331,30.50,-88.50
21332,30.50,-87.50
21333,30.50,-86.50
21334,30.50,-85.50
21335,30.50,-84.50
21336,30.50,-83.50
21337,30.50,-82.50
21338,30.50,-81.50
21339,30.50,-80.50
21340,30.50,-79.50
21341,30.50,-78.50
21342,30.50,-77.50
21343,30.50,-76.50
21344,30.50,-75.50
21345,30.50,-74.50
21346,30.50,-73.50
21347,30.50,-72.50
21348,30.50,-71.50
21349,30.50,-70.50
21350,30.50,-69.50
21351,30.50,-68.50
21352,30.50,-67.50
21353,30.50,-66.50
21354,30.50,-65.50
21355,30.50,-64.50
21356,30.50,-63.50
21357,30.50,-62.50
21358,30.50,-61.50
21359,30.50,-60.50
21360,30.50,-59.50
21361,30.50,-58.50
21362,30.50,-57.50
21363,30.50,-56.50
21364,30.50,-55.50
21365,30.50,-54.50
21366,30.50,-53.50
21367,30.50,-52.50
21368,30.50,-51.50
21369,30.50,-50.50
21370,30.50,-49.50
21371,30.50,-48.50
21372,30.50,-47.50
21373,30.50,-46.50
21374,30.50,-45.50
21375,30.50,-44.50
21376,30.50,-43.50
21377,30.50,-42.50
21378,30.50,-41.50
21379,30.50,-40.50
21380,30.50,-39.50
21381,30.50,-38.50
21382,30.50,-37.50
21383,30.50,-36.50
21384,30.50,-35.50
21385,30.50,-34.50
21386,30.50,-33.50
21387,30.50,-32.50
21388,30.50,-31.50
21389,30.50,-30.50
21390,30.50,-29.50
21391,30.50,-28.50
21392,30.50,-27.50
21393,30.50,-26.50
21394,30.50,-25.50
21395,30.50,-24.50
21396,30.50,-23.50
21397,30.50,-22.50
21398,30.50,-21.50
21399,30.50,-20.50
21400,30.50,-19.50
21401,30.50,-18.50
21402,30.50,-17.50
21403,30.50,-16.50
21404,30.50,-15.50
21405,30.50,-14.50
21406,30.50,-13.50
21407,30.50,-12.50
21408,30.50,-11.50
21409,30.50,-10.50
21410,30.50,-9.50
21411,30.50,-8.50
21412,30.50,-7.50
21413,30.50,-6.50
21414,30.50,-5.50
21415,30.50,-4.50
21416,30.50,-3.50
21417,30.50,-2.50
21418,30.50,-1.50
21419,30.50,-0.50
21420,30.50,0.50
21421,30.50,1.50
21422,30.50,2.50
21423,30.50,3.50
21424,30.50,4.50
21425,30.50,5.50
21426,30.50,6.50
21427,30.50,7.50
21428,30.50,8.50
21429,30.50,9.50
21430,30.50,10.50
21431,30.50,11.50
21432,30.50,12.50
21433,30.50,13.50
21434,30.50,14.50
21435,30.50,15.50
21436,30.50,16.50
21437,30.50,17.50
21438,30.50,18.50
21439,30.50,19.50
21440,30.50,20.50
21441,30.50,21.50
21442,30.50,22.50
21443,30.50,23.50
21444,30.50,24.50
21445,30.50,25.50
21446,30.50,26.50
21447,30.50,27.50
21448,30.50,28.50
21449,30.50,29.50
21450,30.50,30.50
21451,30.50,31.50
21452,30.50,32.50
21453,30.50,33.50
21454,30.50,34.50
21455,30.50,35.50
21456,30.50,36.50
21457,30.50,37.50
21458,30.50,38.50
21459,30.50,39.50
21460,30.50,40.50
21461,30.50,41.50
21462,30.50,42.50
21463,30.50,43.50
21464,30.50,44.50
21465,30.50,45.50
21466,30.50,46.50
21467,30.50,47.50
21468,30.50,48.50
21469,30.50,49.50
21470,30.50,50.50
21471,30.50,51.50
21472,30.50,52.50
21473,30.50,53.50
21474,30.50,54.50
21475,30.50,55.50
21476,30.50,56.50
21477,30.50,57.50
21478,30.50,58.50
21479,30.50,59.50
21480,30.50,60.50
21481,30.50,61.50
21482,30.50,62.50
21483,30.50,63.50
21484,30.50,64.50
21485,30.50,65.50
