fid,lat,lng
39974,-21.50,-165.50
39975,-21.50,-164.50
39976,-21.50,-163.50
39977,-21.50,-162.50
39978,-21.50,-161.50
39979,-21.50,-160.50
39980,-21.50,-159.50
39981,-21.50,-158.50
39982,-21.50,-157.50
39983,-21.50,-156.50
39984,-21.50,-155.50
39985,-21.50,-154.50
39986,-21.50,-153.50
39987,-21.50,-152.50
39988,-21.50,-151.50
39989,-21.50,-150.50
39990,-21.50,-149.50
39991,-21.50,-148.50
39992,-21.50,-147.50
39993,-21.50,-146.50
39994,-21.50,-145.50
39995,-21.50,-144.50
39996,-21.50,-143.50
39997,-21.50,-142.50
39998,-21.50,-141.50
39999,-21.50,-140.50
40000,-21.50,-139.50
40001,-21.50,-138.50
40002,-21.50,-137.50
40003,-21.50,-136.50
40004,-21.50,-135.50
40005,-21.50,-134.50
40006,-21.50,-133.50
40007,-21.50,-132.50
40008,-21.50,-131.50
40009,-21.50,-130.50
40010,-21.50,-129.50
40011,-21.50,-128.50
40012,-21.50,-127.50
40013,-21.50,-126.50
40014,-21.50,-125.50
40015,-21.50,-124.50
40016,-21.50,-123.50
40017,-21.50,-122.50
40018,-21.50,-121.50
40019,-21.50,-120.50
40020,-21.50,-119.50
40021,-21.50,-118.50
40022,-21.50,-117.50
40023,-21.50,-116.50
40024,-21.50,-115.50
40025,-21.50,-114.50
40026,-21.50,-113.50
40027,-21.50,-112.50
40028,-21.50,-111.50
40029,-21.50,-110.50
40030,-21.50,-109.50
40031,-21.50,-108.50
40032,-21.50,-107.50
40033,-21.50,-106.50
40034,-21.50,-105.50
40035,-21.50,-104.50
40036,-21.50,-103.50
40037,-21.50,-102.50
40038,-21.50,-101.50
40039,-21.50,-100.50
40040,-21.50,-99.50
40041,-21.50,-98.50
40042,-21.50,-97.50
40043,-21.50,-96.50
40044,-21.50,-95.50
40045,-21.50,-94.50
40046,-21.50,-93.50
40047,-21.50,-92.50
40048,-21.50,-91.50
40049,-21.50,-90.50
40050,-21.50,-89.50
40051,-21.50,-88.50
40052,-21.50,-87.50
40053,-21.50,-86.50
40054,-21.50,-85.50
40055,-21.50,-84.50
40056,-21.50,-83.50
40057,-21.50,-82.50
40058,-21.50,-81.50
40059,-21.50,-80.50
40060,-21.50,-79.50
40061,-21.50,-78.50
40062,-21.50,-77.50
40063,-21.50,-76.50
40064,-21.50,-75.50
40065,-21.50,-74.50
40066,-21.50,-73.50
40067,-21.50,-72.50
40068,-21.50,-71.50
40069,-21.50,-70.50
40070,-21.50,-69.50
40071,-21.50,-68.50
40072,-21.50,-67.50
40073,-21.50,-66.50
40074,-21.50,-65.50
40075,-21.50,-64.50
40076,-21.50,-63.50
40077,-21.50,-62.50
40078,-21.50,-61.50
40079,-21.50,-60.50
40080,-21.50,-59.50
40081,-21.50,-58.50
40082,-21.50,-57.50
40083,-21.50,-56.50
40084,-21.50,-55.50
40085,-21.50,-54.50
40086,-21.50,-53.50
40087,-21.50,-52.50
40088,-21.50,-51.50
40089,-21.50,-50.50
40090,-21.50,-49.50
40091,-21.50,-48.50
40092,-21.50,-47.50
40093,-21.50,-46.50
40094,-21.50,-45.50
40095,-21.50,-44.50
40096,-21.50,-43.50
40097,-21.50,-42.50
40098,-21.50,-41.50
40099,-21.50,-40.50
40100,-21.50,-39.50
40101,-21.50,-38.50
40102,-21.50,-37.50
40103,-21.50,-36.50
40104,-21.50,-35.50
40105,-21.50,-34.50
40106,-21.50,-33.50
40107,-21.50,-32.50
40108,-21.50,-31.50
40109,-21.50,-30.50
40110,-21.50,-29.50
40111,-21.50,-28.50
40112,-21.50,-27.50
40113,-21.50,-26.50
40114,-21.50,-25.50
40115,-21.50,-24.50
40116,-21.50,-23.50
40117,-21.50,-22.50
40118,-21.50,-21.50
40119,-21.50,-20.50
40120,-21.50,-19.50
40121,-21.50,-18.50
40122,-21.50,-17.50
40123,-21.50,-16.50
40124,-21.50,-15.50
40125,-21.50,-14.50
40126,-21.50,-13.50
40127,-21.50,-12.50
40128,-21.50,-11.50
40129,-21.50,-10.50
40130,-21.50,-9.50
40131,-21.50,-8.50
40132,-21.50,-7.50
40133,-21.50,-6.50
40134,-21.50,-5.50
40135,-21.50,-4.50
40136,-21.50,-3.50
40137,-21.50,-2.50
40138,-21.50,-1.50
40139,-21.50,-0.50
40140,-21.50,0.50
40141,-21.50,1.50
40142,-21.50,2.50
40143,-21.50,3.50
40144,-21.50,4.50
40145,-21.50,5.50
40146,-21.50,6.50
40147,-21.50,7.50
40148,-21.50,8.50
40149,-21.50,9.50
40150,-21.50,10.50
40151,-21.50,11.50
40152,-21.50,12.50
40153,-21.50,13.50
40154,-21.50,14.50
40155,-21.50,15.50
40156,-21.50,16.50
40157,-21.50,17.50
40158,-21.50,18.50
40159,-21.50,19.50
40160,-21.50,20.50
40161,-21.50,21.50
40162,-21.50,22.50
40163,-21.50,23.50
40164,-21.50,24.50
40165,-21.50,25.50
40166,-21.50,26.50
40167,-21.50,27.50
40168,-21.50,28.50
40169,-21.50,29.50
40170,-21.50,30.50
40171,-21.50,31.50
40172,-21.50,32.50
40173,-21.50,33.50
40174,-21.50,34.50
40175,-21.50,35.50
40176,-21.50,36.50
40177,-21.50,37.50
40178,-21.50,38.50
40179,-21.50,39.50
40180,-21.50,40.50
40181,-21.50,41.50
40182,-21.50,42.50
40183,-21.50,43.50
40184,-21.50,44.50
40185,-21.50,45.50
40186,-21.50,46.50
40187,-21.50,47.50
40188,-21.50,48.50
40189,-21.50,49.50
40190,-21.50,50.50
40191,-21.50,51.50
40192,-21.50,52.50
40193,-21.50,53.50
40194,-21.50,54.50
40195,-21.50,55.50
40196,-21.50,56.50
40197,-21.50,57.50
40198,-21.50,58.50
40199,-21.50,59.50
40200,-21.50,60.50
40201,-21.50,61.50
40202,-21.50,62.50
40203,-21.50,63.50
40204,-21.50,64.50
40205,-21.50,65.50
40206,-21.50,66.50
40207,-21.50,67.50
40208,-21.50,68.50
40209,-21.50,69.50
40210,-21.50,70.50
40211,-21.50,71.50
40212,-21.50,72.50
40213,-21.50,73.50
40214,-21.50,74.50
40215,-21.50,75.50
40216,-21.50,76.50
40217,-21.50,77.50
40218,-21.50,78.50
40219,-21.50,79.50
40220,-21.50,80.50
40221,-21.50,81.50
40222,-21.50,82.50
40223,-21.50,83.50
40224,-21.50,84.50
40225,-21.50,85.50
40226,-21.50,86.50
40227,-21.50,87.50
40228,-21.50,88.50
40229,-21.50,89.50
40230,-21.50,90.50
40231,-21.50,91.50
40232,-21.50,92.50
40233,-21.50,93.50
40234,-21.50,94.50
40235,-21.50,95.50
40236,-21.50,96.50
40237,-21.50,97.50
40238,-21.50,98.50
40239,-21.50,99.50
40240,-21.50,100.50
40241,-21.50,101.50
40242,-21.50,102.50
40243,-21.50,103.50
40244,-21.50,104.50
40245,-21.50,105.50
40246,-21.50,106.50
40247,-21.50,107.50
40248,-21.50,108.50
40249,-21.50,109.50
40250,-21.50,110.50
40251,-21.50,111.50
40252,-21.50,112.50
40253,-21.50,113.50
40254,-21.50,114.50
40255,-21.50,115.50
40256,-21.50,116.50
40257,-21.50,117.50
40258,-21.50,118.50
40259,-21.50,119.50
40260,-21.50,120.50
40261,-21.50,121.50
40262,-21.50,122.50
40263,-21.50,123.50
40264,-21.50,124.50
40265,-21.50,125.50
40266,-21.50,126.50
40267,-21.50,127.50
40268,-21.50,128.50
40269,-21.50,129.50
40270,-21.50,130.50
40271,-21.50,131.50
40272,-21.50,132.50
40273,-21.50,133.50
40274,-21.50,134.50
40275,-21.50,135.50
40276,-21.50,136.50
40277,-21.50,137.50
40278,-21.50,138.50
40279,-21.50,139.50
40280,-21.50,140.50
40281,-21.50,141.50
40282,-21.50,142.50
40283,-21.50,143.50
40284,-21.50,144.50
40285,-21.50,145.50
40286,-21.50,146.50
40287,-21.50,147.50
40288,-21.50,148.50
40289,-21.50,149.50
40290,-21.50,150.50
40291,-21.50,151.50
40292,-21.50,152.50
40293,-21.50,153.50
40294,-21.50,154.50
40295,-21.50,155.50
40296,-21.50,156.50
40297,-21.50,157.50
40298,-21.50,158.50
40299,-21.50,159.50
40300,-21.50,160.50
40301,-21.50,161.50
40302,-21.50,162.50
40303,-21.50,163.50
40304,-21.50,164.50
40305,-21.50,165.50
40306,-21.50,166.50
40307,-21.50,167.50
40308,-21.50,168.50
40309,-21.50,169.50
40310,-21.50,170.50
40311,-21.50,171.50
40312,-21.50,172.50
40313,-21.50,173.50
40314,-21.50,174.50
40315,-21.50,175.50
40316,-21.50,176.50
40317,-21.50,177.50
40318,-21.50,178.50
40319,-21.50,179.50
40320,-22.50,-179.50
40321,-22.50,-178.50
40322,-22.50,-177.50
40323,-22.50,-176.50
40324,-22.50,-175.50
40325,-22.50,-174.50
40326,-22.50,-173.50
40327,-22.50,-172.50
40328,-22.50,-171.50
40329,-22.50,-170.50
40330,-22.50,-169.50
40331,-22.50,-168.50
40332,-22.50,-167.50
40333,-22.50,-166.50
40334,-22.50,-165.50
40335,-22.50,-164.50
40336,-22.50,-163.50
40337,-22.50,-162.50
40338,-22.50,-161.50
40339,-22.50,-160.50
40340,-22.50,-159.50
40341,-22.50,-158.50
40342,-22.50,-157.50
40343,-22.50,-156.50
40344,-22.50,-155.50
40345,-22.50,-154.50
40346,-22.50,-153.50
40347,-22.50,-152.50
40348,-22.50,-151.50
40349,-22.50,-150.50
40350,-22.50,-149.50
40351,-22.50,-148.50
40352,-22.50,-147.50
40353,-22.50,-146.50
40354,-22.50,-145.50
40355,-22.50,-144.50
40356,-22.50,-143.50
40357,-22.50,-142.50
40358,-22.50,-141.50
40359,-22.50,-140.50
40360,-22.50,-139.50
40361,-22.50,-138.50
40362,-22.50,-137.50
40363,-22.50,-136.50
40364,-22.50,-135.50
40365,-22.50,-134.50
40366,-22.50,-133.50
40367,-22.50,-132.50
40368,-22.50,-131.50
40369,-22.50,-130.50
40370,-22.50,-129.50
40371,-22.50,-128.50
40372,-22.50,-127.50
40373,-22.50,-126.50
40374,-22.50,-125.50
40375,-22.50,-124.50
40376,-22.50,-123.50
40377,-22.50,-122.50
40378,-22.50,-121.50
40379,-22.50,-120.50
40380,-22.50,-119.50
40381,-22.50,-118.50
40382,-22.50,-117.50
40383,-22.50,-116.50
40384,-22.50,-115.50
40385,-22.50,-114.50
40386,-22.50,-113.50
40387,-22.50,-112.50
40388,-22.50,-111.50
40389,-22.50,-110.50
40390,-22.50,-109.50
40391,-22.50,-108.50
40392,-22.50,-107.50
40393,-22.50,-106.50
40394,-22.50,-105.50
40395,-22.50,-104.50
40396,-22.50,-103.50
40397,-22.50,-102.50
40398,-22.50,-101.50
40399,-22.50,-100.50
40400,-22.50,-99.50
40401,-22.50,-98.50
40402,-22.50,-97.50
40403,-22.50,-96.50
40404,-22.50,-95.50
40405,-22.50,-94.50
40406,-22.50,-93.50
40407,-22.50,-92.50
40408,-22.50,-91.50
40409,-22.50,-90.50
40410,-22.50,-89.50
40411,-22.50,-88.50
40412,-22.50,-87.50
40413,-22.50,-86.50
40414,-22.50,-85.50
40415,-22.50,-84.50
40416,-22.50,-83.50
40417,-22.50,-82.50
40418,-22.50,-81.50
40419,-22.50,-80.50
40420,-22.50,-79.50
40421,-22.50,-78.50
40422,-22.50,-77.50
40423,-22.50,-76.50
40424,-22.50,-75.50
40425,-22.50,-74.50
40426,-22.50,-73.50
40427,-22.50,-72.50
40428,-22.50,-71.50
40429,-22.50,-70.50
40430,-22.50,-69.50
40431,-22.50,-68.50
40432,-22.50,-67.50
40433,-22.50,-66.50
40434,-22.50,-65.50
40435,-22.50,-64.50
40436,-22.50,-63.50
40437,-22.50,-62.50
40438,-22.50,-61.50
40439,-22.50,-60.50
40440,-22.50,-59.50
40441,-22.50,-58.50
40442,-22.50,-57.50
40443,-22.50,-56.50
40444,-22.50,-55.50
40445,-22.50,-54.50
40446,-22.50,-53.50
40447,-22.50,-52.50
40448,-22.50,-51.50
40449,-22.50,-50.50
40450,-22.50,-49.50
40451,-22.50,-48.50
40452,-22.50,-47.50
40453,-22.50,-46.50
40454,-22.50,-45.50
40455,-22.50,-44.50
40456,-22.50,-43.50
40457,-22.50,-42.50
40458,-22.50,-41.50
40459,-22.50,-40.50
40460,-22.50,-39.50
40461,-22.50,-38.50
40462,-22.50,-37.50
40463,-22.50,-36.50
40464,-22.50,-35.50
40465,-22.50,-34.50
40466,-22.50,-33.50
40467,-22.50,-32.50
40468,-22.50,-31.50
40469,-22.50,-30.50
40470,-22.50,-29.50
40471,-22.50,-28.50
40472,-22.50,-27.50
40473,-22.50,-26.50
40474,-22.50,-25.50
40475,-22.50,-24.50
40476,-22.50,-23.50
40477,-22.50,-22.50
40478,-22.50,-21.50
40479,-22.50,-20.50
40480,-22.50,-19.50
40481,-22.50,-18.50
40482,-22.50,-17.50
40483,-22.50,-16.50
40484,-22.50,-15.50
40485,-22.50,-14.50
40486,-22.50,-13.50
40487,-22.50,-12.50
40488,-22.50,-11.50
40489,-22.50,-10.50
40490,-22.50,-9.50
40491,-22.50,-8.50
40492,-22.50,-7.50
40493,-22.50,-6.50
40494,-22.50,-5.50
40495,-22.50,-4.50
40496,-22.50,-3.50
40497,-22.50,-2.50
40498,-22.50,-1.50
40499,-22.50,-0.50
40500,-22.50,0.50
40501,-22.50,1.50
40502,-22.50,2.50
40503,-22.50,3.50
40504,-22.50,4.50
40505,-22.50,5.50
40506,-22.50,6.50
40507,-22.50,7.50
40508,-22.50,8.50
40509,-22.50,9.50
40510,-22.50,10.50
40511,-22.50,11.50
40512,-22.50,12.50
40513,-22.50,13.50
40514,-22.50,14.50
40515,-22.50,15.50
40516,-22.50,16.50
40517,-22.50,17.50
40518,-22.50,18.50
40519,-22.50,19.50
40520,-22.50,20.50
40521,-22.50,21.50
40522,-22.50,22.50
40523,-22.50,23.50
40524,-22.50,24.50
40525,-22.50,25.50
40526,-22.50,26.50
40527,-22.50,27.50
40528,-22.50,28.50
40529,-22.50,29.50
40530,-22.50,30.50
40531,-22.50,31.50
40532,-22.50,32.50
40533,-22.50,33.50
40534,-22.50,34.50
40535,-22.50,35.50
40536,-22.50,36.50
40537,-22.50,37.50
40538,-22.50,38.50
40539,-22.50,39.50
40540,-22.50,40.50
40541,-22.50,41.50
40542,-22.50,42.50
40543,-22.50,43.50
40544,-22.50,44.50
40545,-22.50,45.50
40546,-22.50,46.50
40547,-22.50,47.50
40548,-22.50,48.50
40549,-22.50,49.50
40550,-22.50,50.50
40551,-22.50,51.50
40552,-22.50,52.50
40553,-22.50,53.50
40554,-22.50,54.50
40555,-22.50,55.50
40556,-22.50,56.50
40557,-22.50,57.50
40558,-22.50,58.50
40559,-22.50,59.50
40560,-22.50,60.50
40561,-22.50,61.50
40562,-22.50,62.50
40563,-22.50,63.50
40564,-22.50,64.50
40565,-22.50,65.50
40566,-22.50,66.50
40567,-22.50,67.50
40568,-22.50,68.50
40569,-22.50,69.50
40570,-22.50,70.50
40571,-22.50,71.50
40572,-22.50,72.50
40573,-22.50,73.50
40574,-22.50,74.50
40575,-22.50,75.50
40576,-22.50,76.50
40577,-22.50,77.50
40578,-22.50,78.50
40579,-22.50,79.50
40580,-22.50,80.50
40581,-22.50,81.50
40582,-22.50,82.50
40583,-22.50,83.50
40584,-22.50,84.50
40585,-22.50,85.50
40586,-22.50,86.50
40587,-22.50,87.50
40588,-22.50,88.50
40589,-22.50,89.50
40590,-22.50,90.50
40591,-22.50,91.50
40592,-22.50,92.50
40593,-22.50,93.50
40594,-22.50,94.50
40595,-22.50,95.50
40596,-22.50,96.50
40597,-22.50,97.50
40598,-22.50,98.50
40599,-22.50,99.50
40600,-22.50,100.50
40601,-22.50,101.50
40602,-22.50,102.50
40603,-22.50,103.50
40604,-22.50,104.50
40605,-22.50,105.50
40606,-22.50,106.50
40607,-22.50,107.50
40608,-22.50,108.50
40609,-22.50,109.50
40610,-22.50,110.50
40611,-22.50,111.50
40612,-22.50,112.50
40613,-22.50,113.50
40614,-22.50,114.50
40615,-22.50,115.50
40616,-22.50,116.50
40617,-22.50,117.50
40618,-22.50,118.50
40619,-22.50,119.50
40620,-22.50,120.50
40621,-22.50,121.50
40622,-22.50,122.50
40623,-22.50,123.50
40624,-22.50,124.50
40625,-22.50,125.50
40626,-22.50,126.50
40627,-22.50,127.50
40628,-22.50,128.50
40629,-22.50,129.50
40630,-22.50,130.50
40631,-22.50,131.50
40632,-22.50,132.50
40633,-22.50,133.50
40634,-22.50,134.50
40635,-22.50,135.50
40636,-22.50,136.50
40637,-22.50,137.50
40638,-22.50,138.50
40639,-22.50,139.50
40640,-22.50,140.50
40641,-22.50,141.50
40642,-22.50,142.50
40643,-22.50,143.50
40644,-22.50,144.50
40645,-22.50,145.50
40646,-22.50,146.50
40647,-22.50,147.50
40648,-22.50,148.50
40649,-22.50,149.50
40650,-22.50,150.50
40651,-22.50,151.50
40652,-22.50,152.50
40653,-22.50,153.50
40654,-22.50,154.50
40655,-22.50,155.50
40656,-22.50,156.50
40657,-22.50,157.50
40658,-22.50,158.50
40659,-22.50,159.50
40660,-22.50,160.50
40661,-22.50,161.50
40662,-22.50,162.50
40663,-22.50,163.50
40664,-22.50,164.50
40665,-22.50,165.50
40666,-22.50,166.50
40667,-22.50,167.50
40668,-22.50,168.50
40669,-22.50,169.50
40670,-22.50,170.50
40671,-22.50,171.50
40672,-22.50,172.50
40673,-22.50,173.50
40674,-22.50,174.50
40675,-22.50,175.50
40676,-22.50,176.50
40677,-22.50,177.50
40678,-22.50,178.50
40679,-22.50,179.50
40680,-23.50,-179.50
40681,-23.50,-178.50
40682,-23.50,-177.50
40683,-23.50,-176.50
40684,-23.50,-175.50
40685,-23.50,-174.50
40686,-23.50,-173.50
40687,-23.50,-172.50
40688,-23.50,-171.50
40689,-23.50,-170.50
40690,-23.50,-169.50
40691,-23.50,-168.50
40692,-23.50,-167.50
40693,-23.50,-166.50
40694,-23.50,-165.50
40695,-23.50,-164.50
40696,-23.50,-163.50
40697,-23.50,-162.50
40698,-23.50,-161.50
40699,-23.50,-160.50
40700,-23.50,-159.50
40701,-23.50,-158.50
40702,-23.50,-157.50
40703,-23.50,-156.50
40704,-23.50,-155.50
40705,-23.50,-154.50
40706,-23.50,-153.50
40707,-23.50,-152.50
40708,-23.50,-151.50
40709,-23.50,-150.50
40710,-23.50,-149.50
40711,-23.50,-148.50
40712,-23.50,-147.50
40713,-23.50,-146.50
40714,-23.50,-145.50
40715,-23.50,-144.50
40716,-23.50,-143.50
40717,-23.50,-142.50
40718,-23.50,-141.50
40719,-23.50,-140.50
40720,-23.50,-139.50
40721,-23.50,-138.50
40722,-23.50,-137.50
40723,-23.50,-136.50
40724,-23.50,-135.50
40725,-23.50,-134.50
40726,-23.50,-133.50
40727,-23.50,-132.50
40728,-23.50,-131.50
40729,-23.50,-130.50
40730,-23.50,-129.50
40731,-23.50,-128.50
40732,-23.50,-127.50
40733,-23.50,-126.50
40734,-23.50,-125.50
40735,-23.50,-124.50
40736,-23.50,-123.50
40737,-23.50,-122.50
40738,-23.50,-121.50
40739,-23.50,-120.50
40740,-23.50,-119.50
40741,-23.50,-118.50
40742,-23.50,-117.50
40743,-23.50,-116.50
40744,-23.50,-115.50
40745,-23.50,-114.50
40746,-23.50,-113.50
40747,-23.50,-112.50
40748,-23.50,-111.50
40749,-23.50,-110.50
40750,-23.50,-109.50
40751,-23.50,-108.50
40752,-23.50,-107.50
40753,-23.50,-106.50
40754,-23.50,-105.50
40755,-23.50,-104.50
40756,-23.50,-103.50
40757,-23.50,-102.50
40758,-23.50,-101.50
40759,-23.50,-100.50
40760,-23.50,-99.50
40761,-23.50,-98.50
40762,-23.50,-97.50
40763,-23.50,-96.50
40764,-23.50,-95.50
40765,-23.50,-94.50
40766,-23.50,-93.50
40767,-23.50,-92.50
40768,-23.50,-91.50
40769,-23.50,-90.50
40770,-23.50,-89.50
40771,-23.50,-88.50
40772,-23.50,-87.50
40773,-23.50,-86.50
40774,-23.50,-85.50
40775,-23.50,-84.50
40776,-23.50,-83.50
40777,-23.50,-82.50
40778,-23.50,-81.50
40779,-23.50,-80.50
40780,-23.50,-79.50
40781,-23.50,-78.50
40782,-23.50,-77.50
40783,-23.50,-76.50
40784,-23.50,-75.50
40785,-23.50,-74.50
40786,-23.50,-73.50
40787,-23.50,-72.50
40788,-23.50,-71.50
40789,-23.50,-70.50
40790,-23.50,-69.50
40791,-23.50,-68.50
40792,-23.50,-67.50
40793,-23.50,-66.50
40794,-23.50,-65.50
40795,-23.50,-64.50
40796,-23.50,-63.50
40797,-23.50,-62.50
40798,-23.50,-61.50
40799,-23.50,-60.50
40800,-23.50,-59.50
40801,-23.50,-58.50
40802,-23.50,-57.50
40803,-23.50,-56.50
40804,-23.50,-55.50
40805,-23.50,-54.50
40806,-23.50,-53.50
40807,-23.50,-52.50
40808,-23.50,-51.50
40809,-23.50,-50.50
40810,-23.50,-49.50
40811,-23.50,-48.50
40812,-23.50,-47.50
40813,-23.50,-46.50
40814,-23.50,-45.50
40815,-23.50,-44.50
40816,-23.50,-43.50
40817,-23.50,-42.50
40818,-23.50,-41.50
40819,-23.50,-40.50
40820,-23.50,-39.50
40821,-23.50,-38.50
40822,-23.50,-37.50
40823,-23.50,-36.50
40824,-23.50,-35.50
40825,-23.50,-34.50
40826,-23.50,-33.50
40827,-23.50,-32.50
40828,-23.50,-31.50
40829,-23.50,-30.50
40830,-23.50,-29.50
40831,-23.50,-28.50
40832,-23.50,-27.50
40833,-23.50,-26.50
40834,-23.50,-25.50
40835,-23.50,-24.50
40836,-23.50,-23.50
40837,-23.50,-22.50
40838,-23.50,-21.50
40839,-23.50,-20.50
40840,-23.50,-19.50
40841,-23.50,-18.50
40842,-23.50,-17.50
40843,-23.50,-16.50
40844,-23.50,-15.50
40845,-23.50,-14.50
40846,-23.50,-13.50
40847,-23.50,-12.50
40848,-23.50,-11.50
40849,-23.50,-10.50
40850,-23.50,-9.50
40851,-23.50,-8.50
40852,-23.50,-7.50
40853,-23.50,-6.50
40854,-23.50,-5.50
40855,-23.50,-4.50
40856,-23.50,-3.50
40857,-23.50,-2.50
40858,-23.50,-1.50
40859,-23.50,-0.50
40860,-23.50,0.50
40861,-23.50,1.50
40862,-23.50,2.50
40863,-23.50,3.50
40864,-23.50,4.50
40865,-23.50,5.50
40866,-23.50,6.50
40867,-23.50,7.50
40868,-23.50,8.50
40869,-23.50,9.50
40870,-23.50,10.50
40871,-23.50,11.50
40872,-23.50,12.50
40873,-23.50,13.50
40874,-23.50,14.50
40875,-23.50,15.50
40876,-23.50,16.50
40877,-23.50,17.50
40878,-23.50,18.50
40879,-23.50,19.50
40880,-23.50,20.50
40881,-23.50,21.50
40882,-23.50,22.50
40883,-23.50,23.50
40884,-23.50,24.50
40885,-23.50,25.50
40886,-23.50,26.50
40887,-23.50,27.50
40888,-23.50,28.50
40889,-23.50,29.50
40890,-23.50,30.50
40891,-23.50,31.50
40892,-23.50,32.50
40893,-23.50,33.50
40894,-23.50,34.50
40895,-23.50,35.50
40896,-23.50,36.50
40897,-23.50,37.50
40898,-23.50,38.50
40899,-23.50,39.50
40900,-23.50,40.50
40901,-23.50,41.50
40902,-23.50,42.50
40903,-23.50,43.50
40904,-23.50,44.50
40905,-23.50,45.50
40906,-23.50,46.50
40907,-23.50,47.50
40908,-23.50,48.50
40909,-23.50,49.50
40910,-23.50,50.50
40911,-23.50,51.50
40912,-23.50,52.50
40913,-23.50,53.50
40914,-23.50,54.50
40915,-23.50,55.50
40916,-23.50,56.50
40917,-23.50,57.50
40918,-23.50,58.50
40919,-23.50,59.50
40920,-23.50,60.50
40921,-23.50,61.50
40922,-23.50,62.50
40923,-23.50,63.50
40924,-23.50,64.50
40925,-23.50,65.50
40926,-23.50,66.50
40927,-23.50,67.50
40928,-23.50,68.50
40929,-23.50,69.50
40930,-23.50,70.50
40931,-23.50,71.50
40932,-23.50,72.50
40933,-23.50,73.50
40934,-23.50,74.50
40935,-23.50,75.50
40936,-23.50,76.50
40937,-23.50,77.50
40938,-23.50,78.50
40939,-23.50,79.50
40940,-23.50,80.50
40941,-23.50,81.50
40942,-23.50,82.50
40943,-23.50,83.50
40944,-23.50,84.50
40945,-23.50,85.50
40946,-23.50,86.50
40947,-23.50,87.50
40948,-23.50,88.50
40949,-23.50,89.50
40950,-23.50,90.50
40951,-23.50,91.50
40952,-23.50,92.50
40953,-23.50,93.50
40954,-23.50,94.50
40955,-23.50,95.50
40956,-23.50,96.50
40957,-23.50,97.50
40958,-23.50,98.50
40959,-23.50,99.50
40960,-23.50,100.50
40961,-23.50,101.50
40962,-23.50,102.50
40963,-23.50,103.50
40964,-23.50,104.50
40965,-23.50,105.50
40966,-23.50,106.50
40967,-23.50,107.50
40968,-23.50,108.50
40969,-23.50,109.50
40970,-23.50,110.50
40971,-23.50,111.50
40972,-23.50,112.50
40973,-23.50,113.50
40974,-23.50,114.50
40975,-23.50,115.50
40976,-23.50,116.50
40977,-23.50,117.50
40978,-23.50,118.50
40979,-23.50,119.50
40980,-23.50,120.50
40981,-23.50,121.50
40982,-23.50,122.50
40983,-23.50,123.50
40984,-23.50,124.50
40985,-23.50,125.50
40986,-23.50,126.50
40987,-23.50,127.50
40988,-23.50,128.50
40989,-23.50,129.50
40990,-23.50,130.50
40991,-23.50,131.50
40992,-23.50,132.50
40993,-23.50,133.50
40994,-23.50,134.50
40995,-23.50,135.50
40996,-23.50,136.50
40997,-23.50,137.50
40998,-23.50,138.50
40999,-23.50,139.50
41000,-23.50,140.50
41001,-23.50,141.50
41002,-23.50,142.50
41003,-23.50,143.50
41004,-23.50,144.50
41005,-23.50,145.50
41006,-23.50,146.50
41007,-23.50,147.50
41008,-23.50,148.50
41009,-23.50,149.50
41010,-23.50,150.50
41011,-23.50,151.50
41012,-23.50,152.50
41013,-23.50,153.50
41014,-23.50,154.50
41015,-23.50,155.50
41016,-23.50,156.50
41017,-23.50,157.50
41018,-23.50,158.50
41019,-23.50,159.50
41020,-23.50,160.50
41021,-23.50,161.50
41022,-23.50,162.50
41023,-23.50,163.50
41024,-23.50,164.50
41025,-23.50,165.50
41026,-23.50,166.50
41027,-23.50,167.50
41028,-23.50,168.50
41029,-23.50,169.50
41030,-23.50,170.50
41031,-23.50,171.50
41032,-23.50,172.50
41033,-23.50,173.50
41034,-23.50,174.50
41035,-23.50,175.50
41036,-23.50,176.50
41037,-23.50,177.50
41038,-23.50,178.50
41039,-23.50,179.50
41040,-24.50,-179.50
41041,-24.50,-178.50
41042,-24.50,-177.50
41043,-24.50,-176.50
41044,-24.50,-175.50
41045,-24.50,-174.50
41046,-24.50,-173.50
41047,-24.50,-172.50
41048,-24.50,-171.50
41049,-24.50,-170.50
41050,-24.50,-169.50
41051,-24.50,-168.50
41052,-24.50,-167.50
41053,-24.50,-166.50
41054,-24.50,-165.50
41055,-24.50,-164.50
41056,-24.50,-163.50
41057,-24.50,-162.50
41058,-24.50,-161.50
41059,-24.50,-160.50
41060,-24.50,-159.50
41061,-24.50,-158.50
41062,-24.50,-157.50
41063,-24.50,-156.50
41064,-24.50,-155.50
41065,-24.50,-154.50
41066,-24.50,-153.50
41067,-24.50,-152.50
41068,-24.50,-151.50
41069,-24.50,-150.50
41070,-24.50,-149.50
41071,-24.50,-148.50
41072,-24.50,-147.50
41073,-24.50,-146.50
41074,-24.50,-145.50
41075,-24.50,-144.50
41076,-24.50,-143.50
41077,-24.50,-142.50
41078,-24.50,-141.50
41079,-24.50,-140.50
41080,-24.50,-139.50
41081,-24.50,-138.50
41082,-24.50,-137.50
41083,-24.50,-136.50
41084,-24.50,-135.50
41085,-24.50,-134.50
41086,-24.50,-133.50
41087,-24.50,-132.50
41088,-24.50,-131.50
41089,-24.50,-130.50
41090,-24.50,-129.50
