fid,country,region,UN_cur,UN_ssp1,UN_ssp3,UN_ssp5,rurpopcur,rurpopssp1,rurpopssp3,rurpopssp5
12125,Russia,Eurasia,687364.625,690801.0625,656372.4375,776897.875,90770.78125,54935.67969,76346.45313,38131.23047
12126,Russia,Eurasia,1267593.75,1026098.875,985672.0625,1125829.375,85558.64063,51470.86328,71975.40625,49543.03906
12127,Russia,Eurasia,1491302,1127203,1090509.125,1272024.125,83358.27344,50368.71484,69998.85156,55065.53516
12128,Russia,Eurasia,1259661.75,844119.1875,830186.4375,936764.6875,41241.21875,25061.93164,34735.56641,27303.05664
12129,Russia,Eurasia,1042288.313,874590.3125,859209,961427.4375,32041.91406,19522.64063,27112.54688,21156.18359
12130,Russia,Eurasia,921420.1875,856942.3125,847068.375,874547.25,25906.75586,15633.97559,21749.47461,16980.58594
12131,Russia,Eurasia,779858.5625,821502.375,815061.9375,801165.1875,16468.94141,9819.015625,13677,10827.54883
12132,Russia,Eurasia,785602.625,779406.25,778239.1875,800936.375,12999.41406,7866.666016,10735.23145,8760.183594
12133,Russia,Eurasia,1004505.313,884715.5,869612.625,1009020.375,23863.60938,14428.11426,20022.24414,15802.60156
12134,Russia,Eurasia,821582.375,817054.125,816909.9375,837595.5625,28849.25586,17398.49219,23995.94922,19065.37305
12135,Russia,Eurasia,704529.125,766366.25,721857.375,666732.0625,21177.95898,12908.5293,17942.17383,14072.95996
12136,Russia,Eurasia,694202.3125,743154.9375,730767.1875,705083.25,9374.947266,5588.008789,7829.753418,6145.490723
12137,Russia,Eurasia,681142.3125,717385.3125,719255.4375,707828.6875,8718.416992,5226.091309,7204.749023,5681.615234
12138,Russia,Eurasia,659538.375,700111.75,703988.625,691188.75,5273.615723,3233.94043,4092.612549,3354.740967
12139,Russia,Eurasia,803872.625,898091.875,908112,892157.25,5925.241211,3538.978027,4686.658203,3812.94043
12140,Russia,Eurasia,646859.6875,692334.875,700687.75,688544.25,5976.158691,3472.752441,5008.11377,4007.499512
12141,Russia,Eurasia,765827.0625,830663.125,832014.125,816004.125,8627.193359,5086.378906,7297.118164,5834.84375
12142,Russia,Eurasia,608901.5625,644910.125,645258.375,642211.125,12280.39063,7362.789063,10395.07715,8271.50293
12143,Russia,Eurasia,526379.9375,585300,571250.0625,542434.5,32893.89844,19833.98828,27605.32031,21686.27344
12144,Russia,Eurasia,644697.25,576989.8125,570816.75,548373.4375,81852.73438,49210.67578,68745.13281,53732.32422
12145,Russia,Eurasia,795594.25,662219.25,653193.1875,622495.1875,48595.85547,29577.92188,41094.42969,32280.25195
12146,Russia,Eurasia,565141,644961.3125,624473.8125,567464.3125,28711.44922,17321.09375,24066.82813,18888.11523
12147,Russia,Eurasia,483964,510570.625,507049.1875,494512.1875,36805.66016,22149.69336,30870.32422,24179.00586
12148,Russia,Eurasia,549088.625,529096.3125,523212,524758.9375,38013.6875,22959.0625,31968.3418,25026.73828
12149,Russia,Eurasia,603661.8125,559061.6875,553850.375,546593.9375,15215.44727,9081.052734,12731.86719,10029.01758
12150,Russia,Eurasia,513468.2188,524814.375,515629.6563,512389.3438,29943.5625,18031.27148,25137.55078,19671.97656
12151,Russia,Eurasia,860352.0625,765533,726424.375,711988.5625,37147.55469,22567.00781,31237.66602,24654.12109
12152,Russia,Eurasia,1382266,1184490,1066764.5,997438.25,100732.2266,60834.10547,84588.70313,66264.00781
12153,Russia,Eurasia,588616.5625,510513.0625,498505.4688,496785.5,39403.94141,23906.97656,33027.76953,25962.74414
12154,Russia,Eurasia,709508,512903.7188,502420.5313,445830.0313,33302.23828,20235.60547,28132.34375,22137.83984
12155,Russia,Eurasia,614338.25,535337.375,515546.0625,440126.7813,25040.71094,15312.72461,21134.15234,16536.71875
12156,Russia,Eurasia,413632.875,410651.6563,401279.1875,389197.0938,24101.78125,14718.61523,20211.32031,15929.4668
12157,Russia,Eurasia,337763.2188,336752.7188,329331.9688,326535.125,25337.31641,15622.72266,21049.05469,16509.98438
12158,Russia,Eurasia,327427.6563,323329.3438,317985.625,311260.8125,16708.32031,10235.5625,13736.93555,10705.78125
12159,Russia,Eurasia,465145.4375,453077.7188,446739.5625,434683.7813,10586.68652,6227.151855,8720.277344,6848.885254
12160,Russia,Eurasia,529105.375,518739.6563,512366.7188,499899.3438,11659.46973,7039.623535,9781.558594,7658.636719
12161,Russia,Eurasia,372367.5938,370060.5625,366983.1875,357973.375,9268.972656,5702.888184,7893.681152,6102.706055
12162,Russia,Eurasia,364002.5313,365398.8125,364658.1875,358618.7813,11401.3252,7051.900391,9705.826172,7548.851563
12163,Russia,Eurasia,581180.375,589505.875,589579.3125,584192.375,28332.29883,16898.4082,23681.70508,18376.23828
12164,Russia,Eurasia,562161.8125,572259.5,571599.75,566124.5625,28911.57227,17306.95508,23832.82617,18346.42969
12165,Russia,Eurasia,227419.5313,230171.9375,230076.0313,227273.8906,10924.58496,6513.635254,8822.22168,6520.383301
12166,Russia,Eurasia,421476.2188,425179.8438,428371.25,423624.9688,7893.931641,4644.35791,6497.471191,4872.768066
12167,Russia,Eurasia,344480.5,351544.8125,353666.4375,351348.2188,4253.945313,2410.909668,3652.098877,2934.759277
12168,Russia,Eurasia,474349.8125,492588.0938,492314.125,492859.9688,3711.488281,2112.99585,3127.594238,2388.038574
12169,Russia,Eurasia,513457.4688,485400,483842,486667.25,2596.388428,1523.789063,2209.457764,1767.697021
12170,Russia,Eurasia,721469.25,683808,680141.6875,688880.25,2986.296387,1724.014771,2590.929688,1980.77002
12171,Russia,Eurasia,679030.75,615456.875,610944.1875,621247,2677.762939,1484.549561,2235.569092,1642.049561
12172,Russia,Eurasia,505139,468880.5625,464914.5,473830.5,2216.75708,1286.430908,1870.553711,1376.725586
12173,Russia,Eurasia,775241.5,687333.375,683387.5,696918.375,2857.966309,1600.545532,2425.67749,1725.68335
12174,Russia,Eurasia,847307.125,726804.8125,724218.8125,734026.25,4434.966797,2490.050049,3683.39624,2699.086426
12175,Russia,Eurasia,389460,383443.6875,383990.4688,387214.3125,4340.517578,2858.279297,3312.392578,2902.412109
12176,Russia,Eurasia,360080.4063,321211.4063,322801.8438,329385.6875,1870.163818,1177.765503,1657.004639,1328.543091
12177,Russia,Eurasia,989018.125,693214.6875,696378.25,711193.125,1627.744629,776.3114014,1551.019531,918.3218994
12178,Russia,Eurasia,586504.1875,502451.375,505013.1875,513007.2188,1384.795532,690.5440674,1274.114502,843.6639404
12179,Russia,Eurasia,625669.125,508322.4375,505490.4063,519072.5625,1831.68457,982.2545166,1693.299438,1130.742432
12180,Russia,Eurasia,887229.5,818265.625,809418.8125,835920.1875,2566.180176,1525.825195,2417.577148,1849.276367
12181,Russia,Eurasia,378509.7188,378800.5938,371202.0625,380059.875,2441.435059,1529.656738,2164.757324,1632.860596
12182,Russia,Eurasia,614005.375,595146.25,577733.5,587172.25,4631.42627,2924.606445,3761.935059,2964.308594
12183,Russia,Eurasia,724960.875,690110.25,665710.4375,676560.8125,5732.875488,3547.405762,4582.507324,3710.375488
12184,Russia,Eurasia,530350.0625,525498,509031.375,517001.25,6523.896973,4069.471436,5114.455078,4264.929199
12185,Russia,Eurasia,499020.375,487750,476023.4375,482716.6875,6446.305664,3983.803467,5043.631836,4212.813965
12186,Russia,Eurasia,651139.1875,619988.25,607141.9375,612896.125,6407.379395,3902.094482,5067.598633,4176.456543
12187,Russia,Eurasia,469417.375,463021.5,456566.875,458198.125,5877.459961,3526.156738,4715.188965,3745.087402
12188,Russia,Eurasia,264911.6875,269329.5313,268950.75,267270.4063,5806.649414,3444.527344,4658.759277,3748.838867
12189,Russia,Eurasia,305754.4375,301332.2188,305227.6875,299935.9375,5966.382324,3401.157715,4945.149414,3720.6521
12190,Russia,Eurasia,220327.3906,215833.4219,219081.6094,214235.2344,5475.612305,3292.838623,4423.61377,3566.573486
12191,Russia,Eurasia,237287.125,230976.3438,233660.3906,228669.875,4379.793945,2535.871582,3566.111084,2815.151611
12192,Russia,Eurasia,249446.3281,243036.0469,244215.6719,240786.1563,94.40557861,54.72661591,77.54789734,59.22647095
12193,Russia,Eurasia,533259.5625,521470.2813,520720.6875,517892.875,0,0,0,0
12194,Russia,Eurasia,729994.0625,739345.75,734098.875,731271.25,0,0,0,0
12195,Russia,Eurasia,675117.375,684965.125,679238.5,675857.75,0,0,0,0
12196,Russia,Eurasia,699723.3125,706803.1875,706214.3125,697986.375,0,0,0,0
12197,Russia,Eurasia,612679.6875,603779.25,603985.8125,599172.625,0,0,0,0
12198,Russia,Eurasia,57943.48047,60563.72656,60434.01563,60507.70703,0,0,0,0
12215,Russia,Eurasia,18536.60547,29416.89844,29460.67188,29420.50391,0,0,0,0
12216,Russia,Eurasia,274313.6875,324252.9063,325199,325023.3438,0,0,0,0
12217,Russia,Eurasia,463136.8125,464074.9375,465116.9375,467110.0938,0,0,0,0
12218,Russia,Eurasia,866027.4375,614419.75,613264.25,615187.375,0,0,0,0
12219,Russia,Eurasia,889482.8125,534712.5,532480,534192.4375,1284.174805,773.4831543,1104.984619,816.6081543
12220,Russia,Eurasia,539061.3125,456310.8438,451875.625,454161.1875,2402.074707,1427.269409,1949.448608,1451.120239
12221,Russia,Eurasia,587707.375,539271.4375,537270.1875,536823.1875,2462.930664,1463.497803,2006.750244,1490.021729
12222,Russia,Eurasia,318438.3438,203953.4375,203886.1875,204146.875,1176.064697,707.1283569,978.015625,728.6855469
12223,Russia,Eurasia,0,0,0,0,0,0,0,0
12256,United States,North America,0,0,0,0,0,0,0,0
12257,United States,North America,0,0,0,0,0,0,0,0
12258,United States,North America,0,0,0,0,0,0,0,0
12259,United States,North America,0,0,0,0,0,0,0,0
12260,United States,North America,0,0,0,0,0,0,0,0
12261,United States,North America,0,0,0,0,0,0,0,0
12264,United States,North America,0,0,0,0,0,0,0,0
12285,United States,North America,0,0,0,0,0,0,0,0
12286,United States,North America,2940.151855,3038.535156,3038.889404,3041.739746,0,0,0,0
12287,United States,North America,39735.32813,41091.66797,40918.89063,41410.11719,703.3306274,799.3572388,564.9292603,1024.329346
12288,United States,North America,140.3510132,101.0595169,101.0810852,101.3093262,0,0,0,0
12289,Canada,North America,232888,173870.875,174037.7969,174246.9063,132.1630402,119.792511,86.73934937,148.7159576
12290,Canada,North America,341943.75,171055.1563,170972.8281,170629.9844,2611.064941,1387.480591,932.5737915,1409.845215
12291,Canada,North America,283834.2188,267098.2188,265720.75,265532.6563,1046.96582,623.697876,808.9293213,828.3716431
12292,Canada,North America,301485.7188,284249.625,289175.625,281608,6480.850098,4645.209961,3671.861328,6176.561523
12293,Canada,North America,845155.625,853262.5,858177.125,848328.125,709.1160278,709.3703613,471.7606201,911.2415161
12294,Canada,North America,504641.5625,518428.4375,517694.8125,511326.9375,21.18055534,24.69141006,17.65554047,34.23360825
12295,Canada,North America,260494.2188,266486.0938,263397.7813,260702.0469,206.5248871,219.7086945,149.9798126,288.7623901
12296,Canada,North America,495693.0938,519561.125,516075.9688,508849.7813,174.0357819,194.2904053,133.398407,267.7509155
12297,Canada,North America,1163338.875,849418.375,915593.5,844184.3125,8193.439453,4935.486328,3295.223877,6859.161133
12298,Canada,North America,3036551,1881887,2175766.75,1864670.5,6190.345215,7464.302246,5925.336914,11704.00781
12299,Canada,North America,5174531.5,3236333.75,3785674.25,3317861.5,4448.915039,5400.133789,3821.411865,7860.771484
12300,Canada,North America,6068210.5,4139401.25,4918335.5,4109966,6399.371582,5270.619141,3608.171631,7097.172363
12301,Canada,North America,6960835.5,4896273.5,5865772.5,4889609.5,5825.224121,7037.471191,4534.128906,9546.077148
12302,Canada,North America,7139468.5,4697324.5,5722892,4689332.5,8310.386719,6588.506348,5018.396484,9358.868164
12303,Canada,North America,1873359.875,1246898,1396722.5,1245379.75,4582.133301,3751.659668,3196.81543,5062.231445
12304,Canada,North America,544119.4375,529560.625,526115.9375,531902.75,2335.056885,2623.890625,1665.426392,3467.474609
12305,Canada,North America,526964.3125,513628.6875,505348.9688,515346.3125,14.03990746,18.1348877,13.45491791,26.32484627
12306,Canada,North America,477175.4375,477132.4375,471687.75,475189.3125,6432.203125,5539.641602,4666.914063,7481.844727
12307,Canada,North America,430142.9375,430549.0938,424077.125,424561.75,106.4956436,120.531868,98.14405823,189.9287567
12308,Canada,North America,529647.3125,549678.4375,543536.375,540481.5625,25.09806824,31.19304276,18.86519432,40.84190369
12309,Canada,North America,854449,861380.5,854972.375,848310.625,306.5515137,375.6867676,229.7968445,492.6637878
12310,Canada,North America,814027.5,831155.75,829710.9375,819039.4375,2369.223145,2646.406494,1706.017578,3342.348877
12311,Canada,North America,343554.4063,343427.375,345361.8438,336789.9688,6218.143066,4710.927246,3242.868164,5096.321289
12312,Canada,North America,364258.6563,358794.2813,360515.2813,354337.7813,0,0,0,0
12313,Canada,North America,342312.125,337375.2188,337101.9375,333066.0938,2276.898438,0,0,0
12314,Canada,North America,374709.25,372152.6563,367757,366882.0313,0.351338983,0.320724398,0.223049223,0.408194661
12315,Canada,North America,355752.1875,356169.2813,349075.2188,349592.125,4173.996582,861.5908813,582.2266235,1120.66748
12316,Canada,North America,376352.7813,380915.6875,374613.25,374351.375,1.10221827,1.174649835,0.79415518,1.548661232
12317,Canada,North America,330334.7813,339438.125,335303.5313,334146.75,1939.514038,117.4938354,74.87362671,158.9620514
12318,Canada,North America,399760.9063,405870.9688,403870.7188,401980.6875,216.0974579,29.14512253,18.57287025,39.43163681
12319,Canada,North America,384217.6875,389431.8125,388079.75,388702.9688,4282.895508,2141.820557,2872.747559,2767.394531
12320,Canada,North America,338572.875,347081.8125,343222,349581.8125,0,0,0,0
12321,Canada,North America,406873.4375,407973.6563,401065.7813,416592.6875,5475.707031,734.6065063,500.7925415,947.6843262
12322,Canada,North America,435625.0938,440640.625,433076.4375,453495,0,0,0,0
12323,Canada,North America,538594,539654.875,538793,555714.375,0,0,0,0
12324,Canada,North America,686672.125,682804.75,689383.125,699479.875,996.5081787,1080.823364,701.5047607,434.2803955
12325,Canada,North America,501651.6563,511039.5625,515961.8125,519650.3438,0,0,0,0
12326,Canada,North America,403818.6563,411897.375,414163.1875,415507.3438,0,0,0,0
12327,Canada,North America,441806.7188,451314,451431.125,456463.0313,1871.205811,2112.018555,1372.618164,1547.942871
12328,Canada,North America,450580.875,486620.9375,484997.7813,491866,0,0,0,0
12329,Canada,North America,560215.5,603167.1875,603094.5,610373.75,0,0,0,0
12330,Canada,North America,466188.25,503307.75,504184.1563,511429.375,0,0,0,0
12331,Canada,North America,409849.4688,458390.625,456195.7813,467973,0,0,0,0
12332,Canada,North America,373898.3125,418272.6563,417585.5,423910.625,0,0,0,0
12333,Canada,North America,212054.625,234162.1875,234255.7813,235662.125,0,0,0,0
12334,Canada,North America,107183.2422,118663.4531,118615.8906,120720.0703,0,0,0,0
12335,Canada,North America,39499.89844,49533.36719,49529.47656,49744.12891,0,0,0,0
12336,Canada,North America,33265.05859,43684.23828,43555.84766,44243.29688,0,0,0,0
12337,Canada,North America,10417.34277,14633.8252,14619.67578,14761.87012,0,0,0,0
12340,Canada,North America,13712.80078,13272.88867,13271.68848,13263.67773,0,0,0,0
12341,Canada,North America,2380.026855,2509.902832,2516.262695,2525.443115,0,0,0,0
12342,Canada,North America,63800.49219,68813.41406,69003.49219,69180.5625,1126.313721,1261.0802,855.4732056,1689.530273
12343,Canada,North America,289643,322344,322439.625,323742.3125,0,0,0,0
12344,Canada,North America,312737.9688,322312.5313,320998.25,322868.1875,0,0,0,0
12345,Canada,North America,328198.25,351592.9375,349887.3125,351269.8438,0,0,0,0
12346,Canada,North America,329007.7813,338804.8438,338206.7188,336985.3125,0,0,0,0
12347,Canada,North America,238541.4531,256792.1875,257216.0469,257129.75,0,0,0,0
12348,Canada,North America,431960.9375,484047.4688,484741.7188,485567.9688,0,0,0,0
12349,Canada,North America,585900.5,628305.5,630462.75,631756.75,0,0,0,0
12350,Canada,North America,493543.0938,524657.0625,525819.4375,527511.6875,0,0,0,0
12351,Canada,North America,328455.3125,374270.25,375139.0625,374711,0,0,0,0
12352,Canada,North America,522098.9063,557743.0625,558446.25,554859,0,0,0,0
12353,Canada,North America,636933.3125,651551.5,648087.0625,644482.75,0.005323169,0.006032925,0.003903657,0.007984753
12354,Canada,North America,678773.625,725962.875,720145.625,715739.0625,0,0,0,0
12355,Canada,North America,440925.0625,463402.8125,460221.4688,458265.4688,0,0,0,0
12356,Canada,North America,325077.9375,425331.9688,424015.9688,422879.1875,0,0,0,0
12357,Canada,North America,450611.8438,521202.375,521270.1875,520737.4063,0,0,0,0
12358,Canada,North America,366883.0938,401002.1875,400429.4688,400817.5625,0,0,0,0
12359,Canada,North America,74391.21875,78561.79688,78461.76563,78560.00781,0,0,0,0
12360,Canada,North America,3662.503662,3859.110352,3852.774902,3849.022705,0,0,0,0
12361,Canada,North America,0,0,0,0,0,0,0,0
12411,Ireland,Eurasia,0,0,0,0,0,0,0,0
12412,Ireland,Eurasia,41136.42969,65263.48828,71996.46094,63099.98828,10990.93555,4630.574707,11505.38965,4835.302734
12413,Ireland,Eurasia,143860.4844,182081.3281,189414.75,176832.9219,33417.79688,21429.79297,24576.7793,26693.56836
12414,United Kingdom,Eurasia,344.4829712,303.9115295,345.399292,393.066864,132.4956665,69.34828186,93.73834229,83.66107941
12415,United Kingdom,Eurasia,982389.0625,1175696.25,1288810.375,1377930,93773.75,42006.10547,56002.08203,48311.89844
12416,United Kingdom,Eurasia,1702943.375,2188767.75,2469287.25,2083659,108648.3281,72411.03906,83318.59375,90104.40625
12417,United Kingdom,Eurasia,2732539,5228165.5,5779150,4940923,166955.75,81046.39063,101506.8125,95694.05469
12418,United Kingdom,Eurasia,1681869.875,2292664.5,2572544.75,2146683.75,37595.67969,23019.01758,26414.39063,28649.50586
12428,Germany,Eurasia,2752145.25,4544492.5,5111866,4912933,122646.2969,124648.1797,98653.71094,145631.1406
12429,Denmark,Eurasia,3665993.5,5334440.5,6059850.5,5734962,138406.2031,108878.1094,86503.28906,125447.1641
12430,Denmark,Eurasia,993276.625,1618341.5,1864771.375,1706361.625,3581.244873,1928.386475,1599.906494,2273.412109
12431,Denmark,Eurasia,2395511,2948195.75,3460621.25,3174723.25,37710.35156,12618.79785,10062.41211,13425.66602
12432,Denmark,Eurasia,863096.25,1232193.375,1398048.375,1258600,5901.705566,2230.770508,1797.055664,2577.567871
12433,Sweden,Eurasia,4765683,5731198.5,6558611,5499399.5,259.8752136,4.784724236,3.589971781,5.487256527
12434,Denmark,Eurasia,458298.875,510431.1563,592785.8125,503580.5938,87.85982513,83.41326904,67.91943359,94.85797119
12435,Denmark,Eurasia,0,0,0,0,0,0,0,0
12440,Lithuania,Eurasia,0,0,0,0,0,0,0,0
12441,Lithuania,Eurasia,588535.625,1637572.125,539629.625,605829,167917.4531,83130.91406,140694.0625,78982.82031
12442,Lithuania,Eurasia,1016627.5,2762542.75,903329.4375,1064869,203351.2344,79977.82031,170361.3281,76034.8125
12443,Lithuania,Eurasia,652714.5625,4056791.25,700579.4375,635402.5625,228662.9063,93491.79688,191463.4844,88652.47656
12444,Lithuania,Eurasia,555601.625,4191219.75,722346.375,637670.8125,168307.5469,67462.6875,140736.5469,69003.11719
12445,Lithuania,Eurasia,624476.6875,1291234.5,646308.8125,611512.25,189729.1875,75429.25781,158805.5,71640.25781
12446,Lithuania,Eurasia,680433,1046055.813,694418.75,690937.0625,110759.125,53324.05078,89315.89844,52928.71875
12447,Latvia,Eurasia,1030288.625,1449882.625,1055206.875,986888.125,130772.4297,65885.375,108462.2031,66332.66406
12448,Russia,Eurasia,630963.3125,768677.375,637881.125,619008.0625,69885.22656,37553.07422,57997.95703,38046.70313
12449,Russia,Eurasia,539329.75,604782.625,555712.75,532843.5,73215.80469,43829.00391,59715.01563,45229.76172
12450,Russia,Eurasia,437912.875,470027.1563,451166.375,470121,34384.61719,23253.59961,29182.63867,24009.72266
12451,Russia,Eurasia,519980.375,524953.5,514349.8125,522689.375,64307.24219,35055.82422,53524.88672,37912.10547
12452,Russia,Eurasia,1297383.5,1509423.25,1321500.5,1216679.75,177608.0313,107411.7734,149527.75,117154.8594
12453,Russia,Eurasia,1530491.375,1592719,1430599.5,1434543.125,238142.9688,124016.5859,199974.9375,135663.3594
12454,Russia,Eurasia,1012762.75,1169665,932760.75,949899.5625,348271.625,19438.17969,101420.2188,21252.42773
12455,Russia,Eurasia,928482.0625,1027944.5,842856.875,909691.1875,391800.9688,0,25424.3125,0
12456,Russia,Eurasia,1288939.75,1281616.25,1050451.5,1181358.875,185715.8906,0,78434.0625,0
12457,Russia,Eurasia,981171.1875,1001847.313,868938.8125,905628.25,311454.125,167.9624634,90952.36719,180.460495
12458,Russia,Eurasia,1323390.5,1022016.625,986423.75,1110946.75,284209.9375,39981.10156,204176.625,42682.05859
12459,Russia,Eurasia,1453495.625,1313314.125,1284198.625,1508943.875,224566.0313,39724.36719,188774.9063,41344.01172
12460,Russia,Eurasia,1140759.75,1021501.313,1002170.938,1058846,118372.3516,35178.94141,99490.78125,37370.23047
12461,Russia,Eurasia,1263621.75,1324712.25,1318173,1319756.5,146906.0469,7210.257324,123574.5859,7546.510254
12462,Russia,Eurasia,1317140.75,1097981.5,1030349.438,1056199.625,255087.9063,4820.599609,187652.4375,4615.416504
12463,Russia,Eurasia,1521580.75,1274350.375,1169640.875,1200801.5,265635.0313,15448.86035,137045.7656,15611.13086
12464,Russia,Eurasia,1265451.375,1130449.25,1019054.188,959064.0625,215997.6719,11841.51953,181535.3438,11769.12891
12465,Russia,Eurasia,1665905,1268606.25,1154585.75,1083424.125,116721.2969,17710.42969,98062.86719,19072.23438
12466,Russia,Eurasia,1325780,1539001.375,1474134.375,1398452.125,166842.0938,26517.05859,124798.2656,28679.15234
12467,Russia,Eurasia,829992,977169.6875,851781.5625,757591.875,436633.9688,32080.74023,349744.4688,30469.38477
12468,Russia,Eurasia,1246499.125,1635659.875,1307471.375,1060452.125,291061.6563,26233.04492,205389,26265.53125
12469,Russia,Eurasia,858511.4375,1044044.375,953269.125,849184.25,169840.2969,20136.83008,142703.0156,21157.78516
12470,Russia,Eurasia,1020710,1307267,1169411.5,1052229.125,155900.4844,7631.320313,131063.0234,2662.666992
12471,Russia,Eurasia,1265742.25,1516260.375,1401021,1355295.125,160903.4063,27264.375,135233.6875,15776.21777
12472,Russia,Eurasia,1186522.375,1498044,1354493.125,1295435.125,367602.2813,73980.26563,308837.1875,78312.96094
12473,Russia,Eurasia,761527.4375,1192016,1069659.125,915607.9375,158464.2969,52709.94141,132785.4063,55357.08203
12474,Russia,Eurasia,887123.4375,1132696.125,1039419.375,959234.375,127373.75,44731.70313,106732.9375,31423.28516
12475,Russia,Eurasia,1627537.375,1845843.125,1683408.625,1715662.875,151373.25,77737.07813,127095.7031,83545.82031
12476,Russia,Eurasia,2103292.5,2746423.5,2050376.75,1946757.25,157607.875,36803.83203,132533.9063,36847.67969
12477,Russia,Eurasia,1767858.125,2569763.25,1793921.375,1951149.5,148233.4375,85633.28125,124518.7344,92195.00781
12478,Russia,Eurasia,1673310.75,1555938.375,1212442.625,1560282.75,92107.57813,55174.16406,77456.50781,57693.35547
12479,Russia,Eurasia,2317618.75,1310091.5,1272992,1804867.125,107538.5859,40550.15234,89298.53906,31679.63086
12480,Russia,Eurasia,3400958.5,2565825.75,2353212,2291979.5,264518.0625,100871.0156,195477.6406,108089.0391
12481,Russia,Eurasia,4372644,3333248.5,3096328.5,3160336,229113.1875,112138.9688,189535.8906,91953.8125
12482,Russia,Eurasia,1518415,1096681,1065603.25,1179926.25,138695.9844,57326.64844,107598.1406,51620.04297
12483,Russia,Eurasia,670422.25,554897.75,547523,551839.625,62840.125,37578.96875,52764.48438,40892.06641
12484,Russia,Eurasia,654164.3125,624400.1875,505171.9063,465782.5938,71871.65625,43349.01563,60420.27734,47151.21484
12485,Russia,Eurasia,928421.75,756115.1875,679884.4375,642779.1875,104676.7969,62944.42578,87999.40625,68422.92188
12486,Russia,Eurasia,940597,606794.8125,581394.125,503580,48574.84766,28978.92383,40837.20313,31625.78125
12487,Russia,Eurasia,1117846.375,950179.6875,890655.3125,744599.8125,56344.33984,33230.34375,47224.54688,36241.27734
12488,Russia,Eurasia,1603770.5,1434429.25,1402111.375,1320671.875,109799.3359,39822.74609,113321.0547,43221.46094
12489,Russia,Eurasia,1554914.25,952902.0625,937965.6875,998415.625,62250.90625,24758.91797,63695.64063,26953.83008
12490,Russia,Eurasia,2535406.5,1558855,1527134,1652170,37980.37109,19449.47266,34576.21094,21321.3457
12491,Russia,Eurasia,2688165.75,1982664.75,1904796.25,2067175.75,33187.04297,19425.85352,27459.74219,21208.17773
12492,Russia,Eurasia,2166271.25,1691114.125,1676869.5,1718850.25,47355.55469,26474.16211,39791.75781,28854.61914
12493,Russia,Eurasia,2480147.25,2064686.25,1970066.875,2174876.25,55612.57813,25336.96484,46677.71094,27592.87695
12494,Russia,Eurasia,1904938.375,1670524.75,1696463.875,1515879.75,40667.5,24576.2168,34165.19141,26770.14648
12495,Russia,Eurasia,1534239.75,1313044.75,1331439.625,1079088.75,34997.55859,21041.69141,29328.8125,22922.08203
12496,Russia,Eurasia,1680315.5,1477765.75,1510158,1281694.5,40987.17578,24566.12695,34459.05078,26802.93945
12497,Russia,Eurasia,1315681.75,1026825.625,1066914,948045,48753.71875,29036.20313,40942.19141,31806.20508
12498,Russia,Eurasia,1439435.5,1068632.875,1096256.25,1080681.875,55143.71484,32855.0625,46301.69531,35716.11719
12499,Russia,Eurasia,1661554.75,943971.5,946808.875,1083126.25,33187.88281,19770.13672,27610.92969,21699.76953
12500,Russia,Eurasia,1706162.5,992449.375,985392.625,1137663.5,20402.04492,12173.3125,16890.71484,13339.97461
12501,Russia,Eurasia,1715908.5,1227126.5,1212502.375,1227571,45938.40625,27674.29883,38562.41406,30336.35156
12502,Russia,Eurasia,598873.8125,622730.5,611643.6875,594356.875,42187.40625,16107.57129,35608.65625,17756.37305
12503,Russia,Eurasia,677886.875,653838.625,614809.5625,602016.375,68715.10938,41457.59375,57773.49609,45225.85938
12504,Russia,Eurasia,1309492.875,652224.4375,612666.25,642671.125,71255.09375,43042.98828,59864.64453,46915.97266
12505,Russia,Eurasia,902531.25,573174.1875,557302.5625,552128.3125,100247.3203,60664.53125,84367.35156,66157.9375
12506,Russia,Eurasia,659037.1875,652206.25,622815.5,589020.75,70113.99219,42233.83984,59136.35938,46117.35938
12507,Russia,Eurasia,784517.9375,650976.5625,623977,583479.0625,34113.96094,20721.23828,28728.6543,22453.59375
12508,Russia,Eurasia,1029362.563,622055.9375,576277.4375,535351.875,34641.20313,20995.02539,29283.05664,22951.11328
12509,Russia,Eurasia,1097731.75,687318.6875,572467.75,504091.2188,56529.23438,34339.99219,47886.88281,37388.96094
12510,Russia,Eurasia,848017.375,936181.5,667282.5,553366.75,74502.125,45150.35938,62840.85156,48994.39063
12511,Russia,Eurasia,1042972.625,923567.75,773541.125,687379.375,118583.2813,71243.48438,99848.85938,77597.09375
12512,Russia,Eurasia,1054633.5,831687.625,763486.625,723324.8125,54942.71875,33291.48828,46205.52734,36235.73047
12513,Russia,Eurasia,1053138.875,811316.125,603243.0625,503807.25,72023.07813,43695.26563,60536.12891,47594.60938
12514,Russia,Eurasia,871128.9375,625689.0625,457474.1875,347469.2813,36930.44141,22277.75781,31057.77539,24404.65234
12515,Russia,Eurasia,740977.875,466386.9063,437689.1563,406069.0625,41193.00391,24819.81641,34578.99219,27129.55273
12516,Russia,Eurasia,516604.9375,523517.375,506709.4375,498237.5938,30214.41797,18519.78711,25147.41797,19723.4043
12517,Russia,Eurasia,347821.0625,364045.8438,349545.2813,332104.5,20126.80859,12494.09082,16531.81445,12880.28906
