fid,UN_cur,UN_ssp1,UN_ssp3,UN_ssp5,pop_cur,pop_ssp1,pop_ssp3,pop_ssp5
16884,179537.382,153366.3742,93096.44705,169864.0406,0,0,0,0
16885,22296.31766,17152.54222,11767.23097,22084.27153,0,0,0,0
16975,0.015608761,0.015047695,0.020519411,0.016878366,51900.49609,64128.59375,53144.99219,73516.48438
16976,2.190517055,0.263276102,31.92671036,3.834468172,102907.9531,131783.1406,106006.1875,153753.5625
16977,2218.06484,1496.41648,3872.706934,1990.146015,200304.5469,273267.1875,224321.1563,314324.3438
16978,1.078234617,0.878698899,1.367814701,1.069886124,0,0,0,0
16979,0,0,0,0,0,6143.640625,0,7904.078613
16980,0,0,0,0,0,5296.05957,5271.095215,5367.539551
16981,0,0,0.00115876,0,0,25220.8457,25208.71289,25232.14844
16982,5.884633575,4.98903747,10.08286048,5.947002608,0,41653.39063,41440.79688,41882.05859
16983,26.1874525,24.35681034,28.34260637,26.68751632,0,0,0,0
16984,228.2486125,204.4692426,242.5988356,229.031739,0,0,0,0
16985,17068.09038,16892.02725,17363.87842,16800.89547,0,0,0,0
16986,4729.309683,4711.244004,4765.818878,4702.834434,0,0,0,0
16987,44.74506231,34.84261239,60.13180524,47.27119497,0,0,0,0
16988,32.05901452,31.75584522,33.48900878,31.88720603,0,0,0,0
16989,0,0,0,0,0,9227.351563,0,0
16990,0,0,0,0,3928.319824,4811.182617,3981.448486,5840.907227
16991,7.099712803,0.01144466,21.43608064,8.650077282,0,10286.35352,10169.86523,10498.9873
16992,0,0,0,0,10715.11035,70474.49219,67993.83594,72594.60938
16993,0,0,0,0,1943.165771,11492.20215,10872.93652,12100.0625
16994,42.45147636,39.30921351,67.54071723,42.48116245,0,0,0,0
16995,621.1341497,615.2879928,668.9897431,616.8068448,0,0,0,0
16996,4635.897346,4599.909084,4760.558822,4611.587085,0,0,0,0
16997,4054.381569,3989.616664,4377.022032,4016.770838,0,0,0,0
16998,10.54700414,10.47875297,13.24898024,10.54700414,0,0,0,0
16999,109.5713288,108.666846,118.9455968,108.194525,0,0,0,0
17000,5542.705779,5514.490951,5691.390751,5505.703548,0,0,0,0
17001,64086.49999,63648.89656,67567.19751,63875.78891,0,0,0,0
17002,292864.4306,290016.5646,304775.762,290208.882,0,0,0,0
17003,522553.628,519164.6528,527402.1104,517458.2413,0,0,0,0
17004,777846.8533,773484.6653,795607.9547,771929.9882,0,0,0,0
17005,898865.9911,885421.3434,917066.3047,893199.7629,0,0,0,0
17006,792312.0393,778823.0062,815045.7696,785433.2702,0,0,0,0
17007,745296.7357,736099.417,755875.0123,738118.3302,0,0,0,0
17008,419845.2937,415759.9979,441899.5863,415736.286,0,0,0,0
17009,111468.1944,95086.02695,147120.0065,110114.9031,0,0,0,0
17010,268016.485,257154.2227,292844.9093,262849.7712,0,0,0,0
17011,240503.5287,230101.0066,252059.8651,230617.9872,0,0,0,0
17012,9896.945882,8825.915389,10882.75178,8499.393069,5244056,7248017,6066280,8212049
17013,63581.64693,55165.2954,93533.10111,60776.12851,0,0,0,0
17014,240622.6988,203643.1997,317871.2427,231458.4087,0,0,0,0
17015,449213.756,362024.1863,621134.9166,449755.3818,0,0,0,0
17016,143346.428,108356.542,226801.7541,143926.5987,3846469.75,5334971.5,0,6100731.5
17017,851237.1647,819622.4889,969406.4884,868439.7753,0,0,0,0
17018,425760.5742,407467.231,476449.8912,429872.8493,0,0,0,0
17019,194171.5649,190383.0902,276776.7617,198225.8899,0,0,0,0
17020,37013.68248,32274.13006,64793.32776,37599.65488,0,0,0,0
17021,150758.7146,89114.83641,307366.0956,143624.8955,0,0,0,0
17022,301827.4983,283767.1485,386990.6475,293600.6159,0,0,0,0
17023,21863.47202,20589.65454,28617.94007,21336.86044,0,0,0,0
17024,969.886514,422.2794441,2123.597511,961.2751888,303508.25,375175.9063,0,448300.4063
17025,366.5267166,194.2816403,1103.365308,365.2349855,243343.7969,281956.8125,0,343489.7188
17026,765.8844617,552.9358031,2097.993584,772.5378896,652884.625,822487.4375,653839.1875,966954.4375
17027,1973.518169,1303.981316,2645.53069,1570.162032,1860636,2505270,2045703.5,2890227.75
17028,5.512689148,2.179173876,16.36284898,1.430103259,4991716,6896416,5709795.5,7875433
17029,9.79E-05,0.000692521,4.029393703,0.000480163,1364273.5,1883389.875,1575097.25,2137471.25
17090,0.864602666,0,0,1.085863675,28445.53516,32982.50781,27266.0957,37239.36719
17091,626.607337,74.64738137,89.64557482,634.3034589,1409102.75,1600049.875,1318105,1826768
17092,4235.291986,1225.115439,1886.616206,4478.218185,0,392037.5,343950.0313,454704.75
17093,2510.37671,493.3954708,1357.553469,2816.577794,0,0,0,0
17094,218835.2279,172280.7966,177708.7657,222561.8729,0,0,0,0
17095,280620.0454,250279.6901,250991.0399,284389.5504,0,0,0,0
17096,175937.1757,137591.9988,137320.7783,180332.363,0,0,0,0
17097,148979.8863,108174.9077,119483.2837,155851.5438,0,0,0,0
17098,207228.8745,159798.8895,179839.0979,218084.3833,0,0,0,0
17099,87592.88555,72979.15886,80822.40331,89427.06124,0,0,0,0
17100,8981.081014,2824.61428,6524.858314,11781.2616,0,0,0,0
17101,2804.024315,994.4411826,1666.33365,2976.794829,428832.9375,485175.1875,441270.875,554873.75
17102,35048.27162,23097.14466,22082.35703,41654.32894,0,1299439.75,1017561.625,1471936.5
17103,12810.68522,10351.33514,11492.19757,13103.83679,0,0,0,0
17108,0,0,0,0,150603.9531,176172.125,147229.9688,198042.0625
17109,12.08006497,2.528156945,2.473332084,14.40561752,98174.625,110963.8594,91209.76563,126253.8828
17110,3922.476229,2960.012899,2977.047314,4532.788337,0,0,0,0
17111,456433.4486,307237.7799,355755.4217,490974.942,0,0,0,0
17112,736238.1035,477894.2342,516797.9409,828783.807,0,0,0,0
17113,536289.5001,356016.5401,407702.5521,603234.7207,0,0,0,0
17114,349976.6841,249326.6676,253228.1031,405424.8194,0,0,0,0
17116,0,0,0,0,38765.20703,30689.78516,32977.67578,33243.21875
17118,398.8739232,192.4059194,206.3897446,558.7592231,134447.5625,126642.1563,131659.625,131247.5
17119,5331.440931,5152.741493,5162.09942,5894.152925,603746.25,547038.875,629863.875,545623.8125
17120,46965.2226,40357.12067,40782.85919,52599.59064,0,0,0,0
17121,85342.01954,77274.59122,78110.19781,89349.82683,0,0,0,0
17122,1574.750333,910.4855187,944.0432385,1706.824037,378338.625,327461.8125,371276,349201.875
17123,283.8062385,291.3693961,291.3691607,293.8940522,913261.375,718491.75,770480.0625,741961.25
17124,21135.44759,18160.93841,18344.64695,21860.67926,0,0,0,0
17125,21354.38985,21542.99805,21497.38321,22491.76657,0,0,0,0
17126,14808.32489,14357.13792,14361.67378,15677.10195,0,0,0,0
17127,4558.710727,3489.453461,6837.688449,5164.489956,0,0,0,0
17134,9.56137922,0,29.69320505,9.56137922,107437.3984,120493.3672,159746.4375,120500.2813
17135,100.0332894,52.77359805,218.4430531,104.8020816,69305.03906,80084.38281,103367.4531,80048.82813
17141,3845.319652,3816.571002,3789.592005,3845.611119,502450.875,357889,447508.9375,314684.5313
17142,20205.87219,20205.87368,20205.83765,20274.13011,680282.1875,0,590264.875,0
17143,16904.71111,16838.6726,16838.64225,16904.7308,341943.9375,0,0,0
17144,6950.73838,6941.051408,6939.628137,6951.921226,1306389.875,1230036,1257540.875,1089585.5
17145,1620.109072,1620.066576,1620.066576,1620.120334,300634.9063,150948.4688,246370.4844,130549.5625
17146,26.08434264,26.08434264,26.08434264,26.08434264,342188.625,190841.9688,312363.125,196174.5313
17147,4767.375724,4763.225417,4763.225417,4769.199803,465063.0625,276763.0625,390594.625,299318
17148,766.030892,766.8594629,766.8594629,767.1662629,520945.8125,465635.0625,506836.375,490108.125
17158,69576.16,69061.69787,69061.69787,69627.45323,0,0,0,0
17159,111060.4762,108484.203,108480.4144,111517.2983,0,0,0,0
17160,18036.41522,17367.46647,17366.81668,18165.3915,0,0,0,0
17161,25.441208,17.16240465,17.16240465,25.441208,99060.26563,92315.6875,156265.125,82351.07813
17167,5669.385696,5298.092954,5298.092954,5669.385696,53890.80859,54159.28125,74481.75781,54145.88672
17168,31981.47866,30841.24703,30841.24703,31982.63449,0,0,0,0
17169,72194.33472,58889.41841,58888.58634,72206.37978,1164197,1441925.125,1558694.375,1444298.375
17170,31507.14628,27127.49484,27127.49484,31507.15252,622494.4375,394089.1875,683050.25,377830.125
17171,77847.87664,73729.18662,73727.62121,77857.119,0,0,0,0
17172,13002.09271,11710.55184,11710.55184,13003.69352,181481.3281,180725.9688,248277.9688,162780.6094
17173,101387.7627,97886.68906,97886.68906,101387.8338,0,0,0,0
17174,139032.6587,130632.1331,130632.7153,139032.7652,0,0,0,0
17175,63348.7312,56742.60554,56745.90762,63352.39775,0,0,0,0
17176,2370.539627,1510.765781,1510.765781,2370.800673,111184.9688,106030.6563,174719.7031,92703.24219
17177,5169.810308,3498.681273,3498.681273,5081.639044,0,45647.75391,68890.98438,41431.10938
17178,72149.69865,65703.57075,65703.57075,71707.17433,0,0,0,0
17179,4303.158677,3320.081818,3320.081818,4303.158682,74304.59375,52927.83594,90963.57031,48115.39844
17180,8862.780198,7328.378638,6914.451118,8862.87854,0,0,0,0
17181,118.0171548,67.75790066,38.66020972,120.9577835,150643.2969,117643.9297,140781.6719,117868.9141
17182,174.7571089,112.8385117,75.48698677,177.4482994,233597.0781,225295.25,231564.8594,225766.1094
17183,31.43283285,12.46620237,2.658207364,32.31281719,99346.44531,91121.21094,96962.29688,91343.82031
17184,0.443393434,0.163747561,0.064454259,0.443239181,101139.6875,80381.86719,94543.64063,80465.66406
17185,9.197312768,4.17894678,1.665354929,9.152126041,92616.28125,70968.71875,85821.04688,71172.82813
17186,59938.07324,55343.2234,52909.3636,60044.24751,0,0,0,0
17187,71.09103069,49.55701406,36.6582127,72.54586368,0,0,0,0
17188,1896.694648,1507.041856,1306.706104,1842.274508,0,0,0,0
17189,2278.832369,1795.221397,1342.795924,2379.309228,0,0,0,0
17190,24.54773309,29.14046726,15.62008071,42.04098723,0,0,0,0
17192,0,0.143652803,0.004713941,1.378275901,0,0,0,0
17193,585.3287076,559.7435676,255.6667584,825.2195768,0,0,0,0
17194,0.126511647,0.012787638,0.008919653,0.068215975,7724.943359,6341.011719,7328.737793,6267.441406
17201,0,0,0,0,7244.009766,5622.129883,7431.770508,5622.129883
17209,0.425439437,0.184915444,0.013269302,0.425439437,24106.65234,19629.07813,22892.36914,19824.98828
17210,0.396096267,0.276904217,0.112484494,0.396096267,46060.30859,37432.66406,43660.73438,37845.28125
17211,9.352342768,6.396161783,4.191580591,9.352342768,39318.76563,31910.22461,37168.07422,32195.08984
17212,17.15458977,8.244337344,4.068049098,17.15458977,75317.75,61227.49219,71167.13281,61507.51172
17214,32.04630516,7.724739859,0.139850416,32.04630516,281033.1875,233872.5313,267187.3438,234437.8438
17215,21.81139307,5.05710354,0.622462234,21.81139307,265544.4375,219414.1563,251906.5625,219868.5625
17216,196.2920713,31.67005839,4.848167552,196.2920713,149754.375,121864.0781,141547.7813,122222.6563
17217,2380.646416,1088.265454,442.6342367,2380.453545,0,0,379881.4375,0
17218,2397.555428,1398.116191,756.0494498,2397.555428,1226535.375,1191676.75,1219451.875,1192912.125
17219,5205.573886,2622.693284,1119.678127,5201.194985,0,0,1003166.25,0
17220,16283.86309,8545.410826,4593.64237,16276.51803,0,0,855707.4375,0
17221,188160.8071,153795.6269,123823.9473,188295.0823,0,0,0,0
17222,488378.0901,455329.5906,418491.8982,489441.1613,0,0,0,0
17223,1711749.869,1580084.862,1436931.558,1718922.052,0,0,0,0
17224,313925.1678,284765.9888,254025.4312,313947.888,0,0,0,0
17225,580488.3135,531917.6717,475828.3964,580488.4066,0,0,0,0
17226,128823.8002,114483.5474,98204.97146,128801.6874,0,0,0,0
17227,2918.39415,1949.399987,1440.001608,2828.5928,0,0,372036.375,0
17228,8874.87699,7634.545222,6564.012162,8887.503561,0,0,0,0
17229,118928.3206,112227.9284,104832.0515,120765.8341,0,0,0,0
17230,18504.56502,16186.77721,15648.72535,19819.92596,0,0,0,0
17231,0.000740431,0,0,0,593.5935059,342.7868347,495.5290222,372.3392639
17239,5230.970762,2480.498397,2339.443142,5130.544269,0,0,0,0
17240,20694.44618,9219.567199,7570.812331,18691.5373,0,0,0,0
17241,131185.2857,78469.21956,73269.15476,128726.2402,0,0,0,0
17242,8666.10625,2891.091314,2582.530341,8835.665795,0,0,0,0
17243,157020.2794,52013.87312,41810.2265,145567.3355,0,0,0,0
17336,0,0,0,0,11866.83789,11820.06543,8852.639648,14460.61328
17337,0.977044264,0.981811569,1.114146883,0.992638634,0,0,0,0
17338,7.248430906,6.955074211,8.675659667,7.362899133,0,0,0,0
17339,0.049516766,0.049122776,0.104719689,0.049516766,0,0,0,0
17340,0,0,0,0,273.8074951,9785.397461,9707.791992,9852.061523
17341,0,0,0,0,0,0,0,0
17342,0.006335612,0.004330088,0.011441692,0.006335612,0,0,0,0
17343,0.16065803,0.009757202,0.324007817,0.192591551,5969.088867,26420.69336,24636.60547,28185.43164
17344,0,0,0,0,37171.09766,56587.04688,47105.82031,64696.22656
17345,0.015161771,0.015161771,0.015161771,0.015161771,7685.178711,9038.571289,6610.48877,11011.84863
17346,0.04401509,0.04401509,0.098897772,0.04401509,0,0,0,0
17347,1874.331254,1581.179885,1716.247021,1521.486774,0,0,0,0
17348,585.7510705,205.9972376,377.2887691,160.0563009,902299.3125,1248649.5,1040009.875,1420553.375
17349,0,0,0,0,20199.00586,25653.90625,20172.91016,30546.32422
17350,0,0,0,0,40414.18359,63707.61719,53435.70313,72575.15625
17351,0,0,0,0,75.63366699,18952.16406,18949.79688,18955.05859
17352,0,0,0,0,1335.627563,1447.107788,1037.987305,1808.976685
17353,0,0,0,0,5736.1875,6123.886719,4326.03418,7642.812012
17354,28.69364209,25.93703171,46.45132533,28.89840483,53663.28906,72215.67188,59031.06641,83267.92188
17355,2839.503494,2786.900217,3132.952452,2796.633262,0,0,0,0
17356,17784.1961,17452.08536,18716.26337,17411.35473,0,0,0,0
17357,5033.718466,4983.101269,5172.035833,4998.734617,0,0,0,0
17358,4899.1265,4850.534508,5106.198199,4855.717844,0,0,0,0
17359,3515.002367,3446.931582,3987.521611,3461.369387,0,0,0,0
17360,10107.64482,9910.350204,12025.98614,10006.27436,0,0,0,0
17361,76318.44538,75347.73968,81241.56628,75425.27056,0,0,0,0
17362,395060.0718,391544.7618,399978.0703,390291.1264,0,0,0,0
17363,528554.9772,520161.5507,533533.1329,520958.3464,0,0,0,0
17364,653686.652,644159.4276,670220.7579,645590.7288,0,0,0,0
17365,495830.1967,486560.4931,549900.6852,491199.8927,0,0,0,0
17366,340369.7098,326318.4927,392521.2138,331611.0451,0,0,0,0
17367,472530.6415,465856.9633,509784.2226,467343.3541,0,0,0,0
17368,466980.5112,454423.8267,496631.4205,459825.3148,0,0,0,0
17369,565414.4872,554530.7843,581982.8807,555879.618,0,0,0,0
17370,603722.4697,584049.2602,626267.2686,593667.7884,0,0,0,0
17371,506195.0336,488238.8291,514488.8848,487904.4488,0,0,0,0
17372,191590.8835,184111.6773,198152.7276,182466.562,0,0,0,0
17373,297043.2405,285629.6329,325577.9253,286989.0118,0,0,0,0
17374,307088.5715,283251.6945,331621.9282,288844.6632,0,0,0,0
17375,688994.4633,659762.8363,747647.7642,671898.2651,0,0,0,0
17376,676552.7792,663017.4244,690135.5469,658893.6356,0,0,0,0
17377,143529.8762,135174.229,153763.2254,140018.5444,0,0,0,0
17378,4600.740052,3251.946203,7627.605738,4415.233808,2890580.5,3951979.25,3269962,4517611
17379,11542.3883,7268.045295,22793.50713,11704.68807,0,1315759.5,0,1535591.75
17380,632.9200601,43.45341591,2051.874547,677.4008674,0,403702.9063,0,485061.5313
17381,0.837988295,0,8.944671759,1.168791249,199512.1875,244908.8125,189301.4375,293338.0625
17382,318.6558464,89.84994554,909.8201042,322.6461645,296000.2813,383386.4375,307272.875,448282.625
17383,5737.318985,3834.504911,10264.66562,5497.172195,0,610874.4375,0,0
17384,269.8346076,12.2613819,1700.846939,339.169887,1210180.375,1570648.75,1258755,1835568.25
17385,1212.553281,29.5380074,6486.905594,1486.848834,4987682,6801421,5635591,7760218
17386,333.4746355,183.9188655,1204.461362,366.5613814,12273244,17018950,14193481,19316010
17387,675.9588496,635.7868616,901.0192434,615.0583833,1476473.625,2005334.375,1656446.375,2295980
17388,54.37264309,21.90195856,167.8993502,25.31156164,320095.5,416825.625,340154.1563,481487.7188
17389,1.1566146,0.468824683,2.541231041,0.613714188,142945.9531,191700.4688,160366.0781,217698.3594
17451,39374.89215,11023.72546,12701.73976,46081.28611,3211846.25,3907763.75,2980202.25,4355804.5
17452,33173.19042,6688.455997,12786.49617,48905.40014,0,0,0,0
17453,37716.99818,5783.505832,16528.72299,42170.41444,0,0,0,0
17454,422073.7738,345272.2212,390125.6234,427264.4897,0,0,0,0
17455,384522.9111,314167.5857,333878.637,394931.0289,0,0,0,0
17456,217450.913,170792.9902,178871.2394,226689.3739,0,0,0,0
17457,125712.4936,100408.5612,100298.8958,132930.8808,0,0,0,0
17458,135902.1964,106910.3301,106187.442,141961.2565,0,0,0,0
17459,245515.6321,185050.4514,199455.715,260522.7973,0,0,0,0
17460,304353.2884,251119.8134,275026.8374,323757.3629,0,0,0,0
17461,113216.7565,79298.44502,87590.81411,120351.3147,0,0,0,0
17462,8689.922153,5378.042159,5961.107897,9366.190664,4347185,5567783,4254419,6192853
17468,0.982645421,0,0,3.48016962,246849.2188,273647.3125,217054.3438,305875.8125
17469,2.836091249,0.006069249,2.23723176,5.876152931,178180.7188,168116.0469,150321.0938,191635.1875
17472,259408.7073,131745.1298,157838.071,377994.5912,0,0,0,0
17473,345092.2023,183777.4127,214289.9118,405791.1003,0,0,0,0
17474,458645.042,296478.2279,322798.2633,507926.6024,0,0,0,0
17475,346119.7542,225444.9355,257675.8898,371602.7399,0,0,0,0
17476,2468.237037,1654.376191,1604.796545,3098.249642,1585490.125,1769883.5,1386994.25,1965744.625
17477,26.92755107,11.74670273,10.37054532,32.06584053,512138.0938,548218,442848.9063,614972.5
17479,6887.828514,6701.963128,6719.354681,6886.095154,1541317.5,1713769.625,1782525.625,1654338.75
17480,5074.022582,4814.282173,4864.153053,5098.568866,659042.4375,636780.25,726263.9375,632414.875
17481,43721.40311,39153.29055,39424.20254,44944.33403,0,0,0,0
17482,66260.61017,52263.46152,61232.83607,68693.67912,0,0,0,0
17483,46889.41334,33463.37337,40358.77861,49448.04794,0,0,0,0
17484,54632.68343,43574.58832,49802.55415,56701.0777,0,0,0,0
17485,28768.82257,21371.83043,24199.05702,30032.38745,0,0,0,0
17486,524607.5155,470683.5309,570008.6048,535012.4379,0,0,0,0
17487,526622.5236,496783.5152,602954.0529,527559.5097,0,0,0,0
17488,149550.4011,143835.6667,180251.4756,147690.1037,9018031,12114237,12524451,12080392
17489,260.4980853,220.4473047,449.9187546,263.9339584,6708911,8900447,9365894,8876906
17490,32377.85745,31063.97309,47552.72303,32371.28678,0,1391285,1620641.25,1389145
17491,325.275216,0.333614845,1451.062117,325.3792575,945548,1153128.75,1387789.5,1152030
17492,13018.60555,11893.78091,32247.76628,12623.81514,569120.875,668441.5,854291.5,667810.9375
17493,65008.86481,63597.71014,98156.05077,64733.36258,0,0,0,0
17494,18934.93973,17808.76868,28438.75917,18763.82044,0,339709.8125,0,339646.0625
17495,243211.6403,212759.0384,317054.0518,241499.6499,0,0,0,0
17496,57314.29359,49700.81577,96462.5394,56412.48655,1051948.25,1261068.25,0,1259702.125
17497,12.77624225,7.26990748,122.1840195,7.26990748,683946,799805.0625,1007638,798875.75
17501,260.6882013,260.5887248,305.7644703,260.8465236,314883.7188,254015.0313,349461.375,244099.1563
17502,7785.022798,6986.820463,24719.91784,7781.141596,200127.2188,196967.5,0,194445.3906
17503,13011.80582,12935.16466,19674.25762,13011.07001,386509.1875,302505.0625,413429.625,280259.5313
17504,23657.84382,23657.36383,23656.99964,23659.13634,592892.0625,0,0,0
17505,20774.47822,20775.00753,20774.94423,20781.95601,0,0,0,0
17506,8928.447695,8885.602095,8884.350156,8928.94914,864752.8125,1014668.75,1066644.5,1032421.625
17507,1887.088698,1887.082994,1887.075436,1887.093441,501478.9375,467238.0938,585306.375,479693.0938
17508,16795.09596,16794.16482,16794.16482,16794.25007,0,0,673223.875,0
17509,2686.971018,2685.799345,2685.799345,2685.799345,92665.04688,108292.5234,115284.2188,110463.4922
17518,697.5280451,648.8744464,648.8744464,697.5280451,205669.875,222557.7188,304670.375,212026.625
17519,20730.54856,19815.1132,19814.92898,20731.66404,0,0,0,0
17520,107933.587,101482.4519,101473.813,108416.3918,0,0,0,0
17521,12532.99632,11674.83033,11674.83033,12668.6787,0,0,669936.0625,0
17524,0.106968008,0.06757443,0.06757443,0.106968008,129705.9219,122367.5625,203242.3906,109681.8516
17527,44107.46104,42387.26627,42384.77984,44119.4666,301899.9063,272983.6875,453311.0313,247791.6094
17528,96985.16466,92234.40772,92234.40772,96989.38687,754471.1875,771223.875,1082425.375,738515.25
17529,106571.2873,94547.11543,94461.39035,106809.3405,3672882.25,4546948,4787004,4260727
17530,504.7569252,218.0840157,218.0840157,504.7569252,1528244.75,1290940.25,2108160.25,1147391.375
17531,77204.91488,69844.20052,69844.20052,77208.89884,2235624,2346274.5,3353551.5,2128742
17532,63740.32518,57500.71647,57500.00725,63746.41539,2151565.25,2369388,3192163.75,2153812.75
17533,24627.72811,21571.4327,21571.4327,24629.34715,616775.375,629489,914591.8125,558638.875
17534,2991.761707,1598.622292,1598.622292,2991.89147,69296.52344,57897.66406,100709.4063,50457.96484
17535,28188.90128,21673.88735,21674.11106,28209.80899,0,0,0,0
17536,8052.518271,4267.564767,4267.574138,8057.548237,0,40043.94922,61442.10547,0
17537,4.098182539,1.502835644,1.502835644,4.098182539,34546.99219,27477.38672,46120.50781,24589.83789
17538,2.341226063,1.825211382,1.254514905,2.342627834,53337.08594,37710.88281,54340.80469,36496.53906
17539,41040.87877,39413.30678,37412.50346,41056.06036,0,0,0,0
17540,3310.774164,3111.98624,2860.129444,3407.148525,0,0,768487.5,0
17541,3967.42216,3595.454798,3099.415354,3977.364087,0,0,0,0
17542,9720.431783,9043.047002,8431.073906,9679.073843,0,0,0,0
17543,1147.036656,1050.966827,932.377376,1147.023454,0,0,0,0
17544,190.1197722,178.5808427,163.5071695,190.125109,0,0,0,0
17545,4385.233415,3550.464545,3195.077461,4350.280882,0,0,0,0
17546,34985.30385,32855.52903,30671.84043,34982.98903,0,0,0,0
17560,0,0,0,0,2479.190918,1950.421875,2391.936523,1959.739014
17561,0,0,0,0,635.3465576,486.0292664,635.3465576,486.0292664
17566,85.18616286,66.15797227,46.75613057,85.18616286,112046.5625,90232.71875,105567.3438,90568.1875
17567,16468.60284,13108.2768,9842.574871,16468.60284,0,0,0,0
17568,9928.41375,7466.891397,5070.356888,9933.150983,0,0,0,0
17569,1612.97555,1320.868575,1019.810977,1613.296236,0,0,0,0
17570,11041.04736,9853.601296,8576.45648,11041.0651,0,0,0,0
17571,11798.98686,10761.8572,9515.677998,11799.77627,0,0,0,0
17572,478.2863348,192.6376981,59.48744119,478.2863348,0,0,360913.3438,0
17573,267.9349313,79.25841439,8.297525011,267.9349313,977649.3125,839212.4375,937394.75,840095.125
17574,1385.16423,527.9590804,111.1192848,1385.16423,1522417.25,1595712,1550054.25,1596327.625
17575,549.4914942,162.6891254,23.31409724,549.5257425,515283.5938,442361.0625,494045.5,443109.3125
17576,880.8162233,360.117304,96.49391976,880.8162233,0,296632.2188,345112.1875,0
17577,2864.702775,1408.636697,565.7280382,2866.499501,1235784.75,1172740.125,1219570.125,1173811.875
17578,5607.235762,3367.704912,1888.957187,5607.235762,0,894375.125,1007562.5,0
17579,69848.89045,51068.05647,35378.42336,69848.89045,0,0,0,0
17580,92587.84448,58548.43336,35545.67517,92644.43083,0,0,2346792.5,0
17581,627672.2966,458837.7134,341502.078,615680.5994,0,0,0,0
17582,1992738.115,1797345.639,1608694.567,2004836.066,0,0,0,0
17583,1559815.294,1275432.511,985897.7786,1563911.26,0,0,0,0
17584,9845.26458,5370.485187,2420.271291,9845.26458,0,552651.375,627202.1875,0
17585,42422.05691,28487.13422,17364.91897,42422.09237,0,0,0,0
17586,4176.971483,3258.183615,3087.181922,4904.706366,0,0,944785.5,0
17587,388.5320458,242.6627166,163.2484524,407.7961192,273412.375,242079.2344,282913.0625,242734.4063
17588,14029.40649,14130.18994,17404.41915,17557.11637,0,0,0,0
17589,3054.948141,3270.812674,4620.357938,4654.612044,0,0,0,0
17600,31845.17834,20037.20953,13945.47724,28705.62597,0,0,0,0
17601,991.3975536,215.3136137,53.214705,774.1681982,188307.3438,128700.1875,134980.0156,0
17695,0.196416146,0.013136327,4.119981282,0.630944871,24830.54102,31807.35156,25927.62109,36818.67969
17696,2.070388413,0.05296264,5.803649822,2.59093057,19448.11133,19822.99414,14020.2334,25111.79688
17697,11043.19214,9186.18052,12196.56692,10113.52801,225765.3438,306833,251246.9688,353715.1563
17698,14.81983869,0.675418155,25.96246198,17.48609697,166731.8906,224353.9063,183006.75,259155.5781
17699,0.116424023,0.111015513,0.46177151,0.116424026,49185.31641,58040.34375,44926.96094,69640.17188
17700,0,0,0,0,44301.39844,60751.8125,49960.22656,69746.29688
17701,0,0,0,0,0,25004.08008,23654.33594,26325.15625
17702,0,0,0,0,0,31291.56055,31258.66602,31323.86719
17703,0,0,0,0,2524.805908,14478.60254,13796.03223,15280.35156
17704,0,0,0,0,611.993103,597.3665161,479.0283203,790.6726685
17705,0,0,0,0,217.055069,218.6431274,179.3520355,297.9208984
17706,0,0,0,0,198.3322601,204.2359772,153.7399597,267.2147522
17707,6.270858415,1.201319705,45.75369307,6.270227769,140519.3906,190979.0938,156278.5469,219867.5
17708,8408.078897,6660.012044,8035.907293,6656.264925,897011.3125,1232478,1025736.063,1403259.5
17709,0,0,0,0,17349.38281,20712.08789,15729.48242,24856.51563
17710,0,0,0,0,37905.29688,49814.27344,40061.92969,58200.33594
17711,0,0,0,0,3353.321289,3570.208496,2457.339355,4471.553711
17712,0.122511298,0,1.282453989,0.182326569,21095.04492,25729.93164,20191.86328,30879.92188
17713,5.80E-05,1.92E-06,0.153112594,5.91E-05,61155.59375,73986.60938,59850.19531,86178.59375
17714,856.4972445,727.4128196,1010.591125,745.5644348,1413248.125,1956728,1624102.25,2231164.5
17715,8328.585394,8143.646721,8645.920374,8113.62369,0,0,0,0
17716,1715.86535,1625.500419,1796.402477,1679.751516,0,0,0,0
17717,19021.01158,18797.93911,19193.99179,18946.40211,0,0,0,0
17718,24326.234,24181.6278,25032.12939,24246.23551,0,0,0,0
17719,13682.23933,13096.45305,19228.821,13554.17495,0,0,0,0
17720,139975.2129,137635.097,148371.3269,137274.6166,0,0,0,0
17721,203742.9803,199323.5134,215346.477,199180.6814,0,0,0,0
17722,417311.8641,413099.9044,422160.4466,411104.7339,0,0,0,0
17723,271992.3691,265758.1505,277222.5586,266374.3046,0,0,0,0
17724,468299.1716,456406.501,485308.2996,465361.7385,0,0,0,0
17725,153091.7618,145373.7441,208927.3944,151845.0555,0,0,0,0
17726,65224.13204,63690.63743,88742.5228,64544.26089,0,0,0,0
17727,60536.64958,58892.92058,83326.76976,59832.96454,0,0,0,0
17728,300827.8913,288009.2047,351082.2449,298171.5571,0,0,0,0
17729,455686.4945,441724.6647,505591.9048,449848.1227,0,0,0,0
17730,677341.3626,645016.0654,722103.629,665119.2839,0,0,0,0
17731,927035.7066,905060.6724,934291.6417,906002.1956,0,0,0,0
17732,754397.4224,732489.0705,790565.2451,744192.5654,0,0,0,0
17733,738339.9478,708818.446,755710.423,717706.5109,0,0,0,0
